year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,8.124,665.7,12,45,1,94,40,0
1948,7.975,802.8,0,16,0,79,18,0
1949,7.936,786.2,1,15,1,97,12,0
1950,7.282,856.8,0,19,0,121,35,0
1951,7.367,958.5,0,6,0,81,6,0
1952,6.629,989.8,5,15,1,124,31,0
1953,7.802,655.8,2,17,0,99,26,0
1954,6.617,948.0,0,8,0,97,26,23
1955,6.53,832.8,0,8,0,122,37,66
1956,5.726,1010.2,0,5,0,110,43,63
1957,7.438,840.7,5,14,0,77,13,31
1958,6.992,898.2,0,7,0,106,28,38
1959,8.381,536.5,3,20,1,81,15,18
1960,7.21,735.7,0,2,0,83,25,36
1961,7.966,887.3,0,17,0,74,17,16
1962,5.892,768.5,0,5,0,121,33,55
1963,5.94,591.0,0,6,0,115,63,76
1964,7.3,645.0,2,22,0,105,24,23
1965,6.366,1046.1,0,3,0,112,39,81
1966,7.364,1120.4,0,8,0,98,19,38
1967,7.522,735.0,0,12,0,101,20,32
1968,7.537,363.5,0,0,0,39,16,9
1969,7.215,761.8,0,16,0,115,41,74
1970,7.011,886.5,0,10,0,95,29,69
1971,7.493,601.9,0,9,0,90,22,36
1972,6.897,651.2,0,10,0,85,13,27
1973,7.308,858.0,0,22,0,114,17,51
1974,7.604,977.1,0,3,0,56,2,17
1975,7.71,682.5,0,15,0,89,7,34
1976,7.817,610.7,12,32,0,102,28,52
1977,7.599,854.0,0,4,0,66,12,44
1978,6.832,711.1,0,9,0,101,27,65
1979,6.788,882.1,0,12,0,117,30,85
1980,6.905,929.9,0,7,0,97,29,44
1981,7.274,1142.0,0,12,0,100,29,91
1982,8.165,847.4,1,26,0,94,11,32
1983,8.179,837.4,4,35,0,95,18,49
1984,7.262,1168.4,3,13,0,94,10,74
1985,6.599,722.7,0,14,0,114,50,80
1986,6.964,924.1,1,18,0,92,41,79
1987,6.731,993.7,0,13,0,102,35,82
1988,8.043,1017.9,0,8,0,69,9,42
1989,8.934,792.2,1,24,0,58,4,5
1990,8.523,947.2,4,20,0,61,5,26
1991,7.533,745.5,1,27,0,86,22,23
1992,8.307,932.5,3,22,1,61,11,21
1993,7.656,1034.3,0,13,0,84,18,35
1994,8.849,963.3,11,29,0,61,9,22
1995,8.322,925.2,5,30,1,85,20,46
1996,6.577,661.1,1,14,0,111,40,51
1997,8.202,834.5,1,16,0,73,18,30
1998,8.068,885.1,5,15,0,68,23,50
1999,8.592,823.1,0,27,0,68,21,62
2000,8.748,865.5,0,13,0,55,6,20
2001,8.247,853.3,3,19,0,83,13,36
2002,8.849,902.0,2,14,0,58,8,29
2003,8.713,621.1,12,36,1,94,20,42
2004,7.915,738.3,0,15,0,89,21,46
2005,8.344,755.2,2,21,0,78,30,60
2006,8.826,689.9,6,29,0,88,21,43
2007,8.895,943.7,1,10,0,53,9,6
2008,8.113,754.5,0,11,0,85,11,35
2009,8.247,771.6,1,15,0,86,23,37
2010,6.947,687.4,5,21,0,107,59,97
2011,9.103,600.2,1,11,0,70,14,22
2012,8.154,720.5,2,15,1,75,21,36
2013,7.614,622.8,1,17,1,101,41,52
2014,9.38,671.7,1,12,0,47,4,9
2015,8.901,677.5,8,22,3,77,10,23
2016,8.615,735.8,4,18,0,74,6,26
2017,8.9,666.8,2,19,0,76,14,36
2018,9.571,593.1,8,43,0,78,18,29
2019,9.291,739.0,7,29,1,69,9,29
2020,9.71,727.0,8,28,0,58,0,13
2021,8.286,862.9,1,8,0,86,18,41
2022,9.835,660.6,8,34,0,64,11,25
2023,9.731,844.0,3,30,0,63,13,29
2024,10.942,773.5,3,22,0,26,11,16
