year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1930;null;null;null;null;null
1931;null;null;null;null;null
1932;null;null;null;null;null
1933;null;null;null;null;null
1934;null;null;null;null;null
1935;null;null;null;null;null
1936;null;null;null;null;null
1937;null;null;null;null;null
1938;null;null;null;null;null
1939;null;null;null;null;null
1940;null;null;null;null;null
1941;null;null;null;null;null
1942;8.47;5;50;0;54
1943;9.67;7;54;0;26
1944;9.1;2;48;0;22
1945;null;null;null;null;null
1946;9.96;16;76;0;36
1947;9.91;22;89;0;42
1948;10.01;2;61;0;22
1949;10.27;5;43;0;11
1950;10.38;20;75;3;25
1951;10.53;0;57;0;8
1952;9.59;20;61;1;20
1953;10;0;48;0;26
1954;8.75;0;42;0;42
1955;8.95;0;33;0;33
1956;8.44;0;38;0;52
1957;9.91;8;39;3;22
1958;10.09;6;50;0;10
1959;10.04;1;39;0;17
1960;9.61;0;33;0;26
1961;10.18;6;49;0;26
1962;8.46;4;44;0;36
1963;8.84;7;48;0;63
1964;9.1;2;51;0;37
1965;8.67;2;28;0;27
1966;9.92;0;26;0;22
1967;10.14;5;50;0;20
1968;9.78;4;41;1;36
1969;9.34;3;44;0;44
1970;9.33;1;46;0;29
1971;10.17;10;61;0;26
1972;9.17;2;37;1;44
1973;9.4;6;53;0;18
1974;10.06;9;38;0;5
1975;10.2;0;55;0;3
1976;9.46;8;37;0;27
1977;10.08;1;43;0;21
1978;8.69;0;20;0;36
1979;9.51;0;32;0;28
1980;8.62;1;20;0;32
1981;9.89;2;39;0;27
1982;9.64;1;36;0;34
1983;10.41;8;58;2;25
1984;9.01;1;23;0;32
1985;8.97;1;41;0;45
1986;9.18;0;44;0;49
1987;9.22;1;40;1;37
1988;9.77;13;40;1;15
1989;10.25;0;33;0;18
1990;10.15;2;39;1;23
1991;9.01;2;31;0;25
1992;10.55;22;69;2;20
1993;9.85;12;58;1;32
1994;10.96;20;65;2;18
1995;9.69;3;58;0;30
1996;8.46;3;44;0;54
1997;9.66;1;60;0;29
1998;10.15;14;50;1;27
1999;9.91;5;48;2;26
2000;11.3;22;70;2;15
2001;null;null;null;null;null
2002;10.69;12;66;0;24
2003;10.43;39;95;6;25
2004;null;null;null;null;null
2005;9.52;6;56;3;28
2006;9.95;19;50;2;23
2007;null;null;null;null;null
2008;11.11;2;66;0;10
2009;10.74;7;57;0;27
2010;9.77;12;52;1;43
2011;10.77;10;70;2;29
2012;11.17;22;74;3;20
2013;10.6;21;61;9;29
2014;11.61;4;44;0;16
2015;11.79;27;68;10;3
2016;11.14;4;71;1;15
2017;11.09;17;68;3;19
2018;11.71;13;89;3;18
2019;11.99;17;78;3;6
2020;11.14;4;57;0;14
2021;10.7;14;70;5;10
2022;11.77;19;77;8;5
2023;null;0;0;0;2
