endDate;heatDays;summerDays;tropicalNights;iceDays
1962-08-28;4;36;0;17
1963-08-28;5;47;0;39
1964-08-28;0;42;0;27
1965-08-28;2;30;0;8
1966-08-28;1;25;0;19
1967-08-28;5;40;0;9
1968-08-28;4;34;0;14
1969-08-28;3;47;0;20
1970-08-28;1;39;0;22
1971-08-28;2;48;0;18
1972-08-28;3;41;1;23
1973-08-28;2;48;0;9
1974-08-28;9;35;0;3
1975-08-28;0;52;0;0
1976-08-28;5;34;0;16
1977-08-28;1;38;0;7
1978-08-28;1;23;0;15
1979-08-28;2;44;0;18
1980-08-28;2;29;0;20
1981-08-28;4;49;0;11
1982-08-28;2;49;0;28
1983-08-28;9;64;0;2
1984-08-28;2;24;0;9
1985-08-28;1;44;0;35
1986-08-28;9;57;0;29
1987-08-28;4;44;0;23
1988-08-28;16;49;0;4
1989-08-28;1;47;1;7
1990-08-28;4;53;0;11
1991-08-28;2;45;0;14
1992-08-28;24;64;0;2
1993-08-28;15;55;0;10
1994-08-28;22;67;0;6
1995-08-28;4;63;0;9
1996-08-28;4;50;0;27
1997-08-28;1;60;0;17
1998-08-28;14;59;1;5
1999-08-28;6;48;0;11
2000-08-28;18;65;0;7
2001-08-28;19;74;0;8
2002-08-28;13;69;1;8
2003-08-28;45;96;2;14
2004-08-28;8;50;1;7
2005-08-28;9;59;2;15
2006-08-28;21;54;0;18
2007-08-28;18;69;0;1
2008-08-28;5;60;0;5
2009-08-28;7;60;0;15
2010-08-28;14;61;0;24
2011-08-28;11;57;0;17
2012-08-28;19;68;1;15
2013-08-28;21;63;0;14
2014-08-28;5;46;0;11
2015-08-28;26;61;1;1
2016-08-28;6;56;0;8
2017-08-28;24;70;0;17
2018-08-28;14;80;0;9
2019-08-28;18;72;0;5
2020-08-28;6;55;0;5
2021-08-28;19;67;1;6
2022-08-28;22;75;3;0
2023-08-28;18;57;1;2
