year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1953,10.339,441.5,3,25,0,66,14,13
1954,9.172,702.9,2,18,0,72,27,13
1955,8.983,492.0,1,23,0,90,24,45
1956,8.276,724.9,0,7,0,72,31,33
1957,10.477,708.5,6,20,0,43,4,2
1958,9.862,727.9,0,21,0,75,13,27
1959,11.038,306.9,9,53,0,65,12,15
1960,9.992,589.8,1,13,0,48,11,11
1961,10.93,720.1,2,21,0,28,5,6
1962,9.069,486.0,0,5,0,52,9,8
1963,8.424,399.8,2,16,0,76,48,63
1964,9.625,421.4,7,36,0,64,17,12
1965,9.308,586.7,0,9,0,63,6,16
1966,10.165,625.6,2,24,0,51,26,27
1967,10.889,670.8,0,21,0,25,3,3
1968,10.186,710.9,2,23,0,54,7,16
1969,9.982,607.7,4,30,0,72,19,30
1970,9.221,610.4,3,26,0,77,23,45
1971,10.049,415.9,3,29,0,53,14,15
1972,9.251,470.3,4,18,0,50,11,8
1973,10.19,459.3,6,32,0,45,3,4
1974,10.116,511.6,1,11,0,25,2,0
1975,10.831,522.3,9,37,0,45,0,4
1976,10.251,537.6,7,45,0,59,12,19
1977,10.07,588.6,0,13,0,38,4,7
1978,9.562,549.6,3,17,0,48,13,23
1979,8.666,596.0,1,18,0,68,29,65
1980,9.591,576.2,0,18,0,59,13,12
1981,10.367,739.7,4,17,0,57,5,27
1982,10.566,522.7,9,40,0,55,11,1
1983,11.098,541.8,10,48,0,42,7,13
1984,9.701,653.9,3,19,0,58,4,10
1985,9.02,534.7,3,15,0,64,30,26
1986,9.232,551.7,6,30,0,64,30,37
1987,8.694,631.1,2,13,0,71,24,40
1988,10.788,641.2,0,16,0,36,0,3
1989,11.541,492.0,3,42,0,18,1,0
1990,11.825,556.6,5,31,0,15,2,0
1991,10.491,393.7,3,27,1,48,11,16
1992,11.399,639.9,7,45,1,28,6,2
1993,10.494,776.4,0,25,0,42,8,7
1994,10.904,693.2,16,37,1,34,8,5
1995,11.339,592.5,13,48,0,41,4,14
1996,8.932,406.7,4,22,0,76,34,24
1997,10.681,558.5,6,32,0,44,11,13
1998,11.161,812.8,4,18,0,26,2,3
1999,11.788,517.2,9,43,0,33,4,9
2000,11.461,625.6,4,18,0,27,1,4
2001,10.869,611.9,5,28,0,49,9,7
2002,11.569,739.3,5,24,0,35,3,5
2003,10.779,396.4,11,43,0,81,13,13
2004,10.931,585.8,6,25,0,45,4,6
2005,11.036,521.8,4,34,0,42,9,20
2006,11.172,536.5,12,53,0,69,11,10
2007,11.883,692.8,3,25,0,24,3,2
2008,11.316,615.7,8,31,0,38,2,1
2009,10.994,467.7,4,36,0,53,8,0
2010,9.919,521.9,14,32,1,65,27,50
2011,11.184,491.1,3,31,0,55,5,7
2012,10.752,501.3,5,32,0,43,14,3
2013,10.031,461.4,8,28,0,76,20,27
2014,12.034,595.4,2,31,1,35,7,9
2015,10.72,591.3,7,32,0,42,1,6
2016,11.188,510.1,9,39,0,49,8,13
2017,11.276,669.6,4,23,0,49,9,3
2018,12.098,299.5,21,82,2,56,9,2
2019,12.006,616.7,18,47,1,36,2,1
2020,12.044,607.2,9,34,0,26,0,0
2021,10.87,647.3,2,35,0,50,11,11
2022,12.301,528.2,18,49,0,31,0,1
2023,12.273,726.2,9,49,0,42,1,3
2024,12.655,710.6,5,44,0,25,4,0
