year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1971;8.72;4;40;0;30
1972;7.68;0;21;0;46
1973;8.17;0;33;0;25
1974;8.94;4;29;0;6
1975;8.72;0;29;0;14
1976;8.5;5;34;0;25
1977;8.59;1;20;0;22
1978;7.35;0;7;0;36
1979;7.86;0;28;0;32
1980;7.54;1;24;0;34
1981;8.4;1;22;0;21
1982;null;null;null;null;null
1983;null;null;null;null;null
1984;null;null;null;null;null
1985;null;null;null;null;null
1986;null;null;null;null;null
1987;7.73;0;17;0;37
1988;8.62;1;26;0;11
1989;8.81;0;14;0;10
1990;8.48;1;27;0;29
1991;7.5;1;26;0;40
1992;8.99;7;36;1;20
1993;8.33;0;32;0;30
1994;9.74;11;49;0;17
1995;8.53;0;34;0;31
1996;7.67;1;26;0;37
1997;8.93;0;19;0;17
1998;9.13;5;36;0;21
1999;9.1;0;22;0;20
2000;9.78;2;39;0;13
2001;9.37;9;54;0;19
2002;9.78;6;36;0;14
2003;9.72;18;84;0;16
2004;8.89;6;37;0;21
2005;8.65;9;44;0;39
2006;9.41;15;49;0;22
2007;10.17;10;42;0;8
2008;9.61;1;49;0;15
2009;9.51;2;50;0;26
2010;8.8;17;46;0;43
2011;10.13;10;51;0;15
2012;9.93;8;60;0;24
2013;9.7;20;58;0;14
2014;10.37;6;38;0;8
2015;9.85;19;58;0;13
2016;9.53;4;52;0;22
2017;9.6;12;63;0;28
2018;10.07;11;60;0;18
2019;10.15;15;68;0;14
2020;9.56;5;45;0;17
2021;8.77;10;49;0;26
2022;null;16;62;0;6
