year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1953,11.961,46.8,0,10,0,5,0,1
1954,6.962,678.2,2,13,0,104,35,31
1955,6.76,570.8,0,13,0,114,46,58
1956,6.141,648.6,0,9,0,109,44,55
1957,8.269,630.2,6,20,0,82,11,25
1958,7.767,684.5,0,17,0,94,30,61
1959,8.832,391.4,3,29,0,90,14,37
1960,-0.44,138.7,0,0,0,61,24,39
1961,12.482,426.1,0,18,0,3,0,0
1962,7.447,458.6,1,13,0,71,33,53
1963,6.747,373.8,3,13,0,85,55,67
1964,7.125,430.5,2,24,0,90,47,62
1965,6.882,642.2,0,5,0,88,34,86
1966,8.741,531.8,1,17,0,54,25,19
1967,9.25,634.9,3,25,0,50,15,27
1968,8.315,676.6,0,13,0,78,35,53
1969,7.548,698.0,4,27,0,106,31,80
1970,6.885,776.2,0,19,0,103,36,96
1971,7.428,556.1,7,28,0,91,20,51
1972,7.011,570.7,1,20,0,105,14,16
1973,7.468,617.8,0,32,0,108,16,53
1974,7.752,671.9,2,13,0,80,5,27
1975,8.289,568.0,1,30,0,86,2,24
1976,7.724,512.3,5,28,0,94,21,47
1977,7.933,721.5,0,11,0,87,11,42
1978,7.045,634.5,0,12,0,90,22,63
1979,7.026,628.6,1,18,0,96,26,69
1980,7.218,754.7,2,13,0,100,22,53
1981,8.288,678.3,0,20,0,81,26,65
1982,8.451,598.2,4,38,0,97,17,45
1983,9.329,677.7,6,44,0,63,15,37
1984,7.339,834.9,3,11,0,87,18,82
1985,7.26,531.9,2,28,0,95,40,65
1986,7.411,787.4,3,28,0,77,39,69
1987,6.617,761.3,1,20,0,92,43,84
1988,8.805,660.8,2,23,0,73,5,52
1989,9.365,615.7,3,27,0,58,0,10
1990,9.391,610.9,3,27,0,56,7,16
1991,8.074,439.8,4,27,0,83,16,23
1992,9.072,578.3,6,42,0,82,8,33
1993,8.494,620.7,1,27,0,77,12,52
1994,9.148,822.9,15,38,0,58,6,34
1995,8.994,970.0,5,41,0,69,12,41
1996,6.779,691.1,3,26,0,94,32,68
1997,8.467,657.4,1,33,0,82,13,46
1998,9.243,829.8,7,26,0,52,10,31
1999,9.067,644.2,2,33,0,63,13,38
2000,9.615,726.9,6,30,0,56,9,27
2001,9.095,766.1,6,30,0,63,12,43
2002,9.491,845.7,5,30,0,61,13,33
2003,9.11,506.2,21,62,0,90,25,58
2004,8.798,682.5,2,29,0,71,23,53
2005,8.889,722.6,5,38,0,76,25,59
2006,8.737,739.0,6,46,0,85,34,87
2007,9.832,939.3,2,27,0,68,4,15
2008,9.438,633.5,6,28,0,72,7,15
2009,8.781,661.4,1,32,0,82,23,58
2010,7.701,713.5,8,28,0,96,43,69
2011,9.082,540.0,3,33,0,89,22,39
2012,8.934,547.0,7,38,0,77,21,36
2013,8.158,630.0,10,32,0,94,42,67
2014,10.172,561.9,5,28,0,69,4,9
2015,9.3,488.7,20,45,0,94,7,40
2016,9.486,688.6,5,36,0,72,10,27
2017,9.271,647.4,4,37,0,76,21,51
2018,10.152,424.7,16,63,0,77,21,30
2019,9.971,495.8,15,52,0,66,12,37
2020,9.832,717.3,8,32,0,85,1,11
2021,8.527,757.1,3,29,0,109,18,50
2022,10.087,557.1,14,55,0,80,2,24
2023,10.257,648.6,10,52,0,62,15,28
2024,10.727,822.7,10,48,0,54,10,18
