endDate;heatDays;summerDays;tropicalNights;iceDays
1951-10-07;6;64;0;11
1952-10-07;19;58;0;24
1953-10-07;4;56;0;23
1954-10-07;0;48;0;33
1955-10-07;null;null;null;null
1956-10-07;2;46;0;28
1957-10-07;9;44;0;12
1958-10-07;8;57;0;17
1959-10-07;1;46;0;12
1960-10-07;2;33;0;21
1961-10-07;9;56;0;19
1962-10-07;7;46;0;15
1963-10-07;13;49;0;36
1964-10-07;3;55;0;33
1965-10-07;6;36;0;26
1966-10-07;6;45;0;19
1967-10-07;6;47;0;24
1968-10-07;5;30;1;19
1969-10-07;null;null;null;null
1970-10-07;7;51;0;16
1971-10-07;9;55;0;24
1972-10-07;null;null;null;null
1973-10-07;6;56;0;13
1974-10-07;7;46;0;7
1975-10-07;1;55;0;0
1976-10-07;6;47;0;13
1977-10-07;2;39;0;10
1978-10-07;0;34;0;20
1979-10-07;1;52;0;21
1980-10-07;4;31;0;19
1981-10-07;6;40;0;30
1982-10-07;null;null;null;null
1983-10-07;17;68;0;10
1984-10-07;9;38;0;18
1985-10-07;10;64;0;27
1986-10-07;12;67;0;32
1987-10-07;8;68;0;26
1988-10-07;18;59;0;3
1989-10-07;3;47;0;5
1990-10-07;4;59;0;8
1991-10-07;13;72;0;26
1992-10-07;30;85;1;4
1993-10-07;19;69;1;8
1994-10-07;22;75;0;7
1995-10-07;9;52;0;11
1996-10-07;6;46;0;26
1997-10-07;0;70;0;16
1998-10-07;19;62;0;2
1999-10-07;8;53;0;11
2000-10-07;16;69;0;19
2001-10-07;16;74;0;7
2002-10-07;12;62;0;8
2003-10-07;42;101;0;18
2004-10-07;12;61;0;11
2005-10-07;16;64;1;10
2006-10-07;34;67;0;19
2007-10-07;24;78;1;1
2008-10-07;16;79;0;1
2009-10-07;23;81;0;14
2010-10-07;22;68;3;23
2011-10-07;20;80;1;13
2012-10-07;29;82;1;17
2013-10-07;32;73;3;17
2014-10-07;13;52;0;1
2015-10-07;41;78;4;5
2016-10-07;14;75;1;6
2017-10-07;31;82;2;14
2018-10-07;23;99;0;6
2019-10-07;32;85;3;4
2020-10-07;16;73;1;0
2021-10-07;25;79;1;12
2022-10-07;33;97;1;8
2023-10-07;24;81;1;2
2024-10-07;38;91;2;3
