year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;null;null;null;null;null
1938;null;null;null;null;null
1939;null;null;null;null;null
1940;null;null;null;null;null
1941;null;null;null;null;null
1942;null;null;null;null;null
1943;null;null;null;null;null
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;8.97;16;65;0;39
1947;8.74;30;78;0;49
1948;null;null;null;null;null
1949;9.6;22;59;0;12
1950;9.25;20;75;0;31
1951;9.58;4;52;0;11
1952;8.5;15;61;0;31
1953;9.3;6;65;0;29
1954;7.94;6;51;0;49
1955;8.37;0;41;0;34
1956;7.5;10;52;0;44
1957;9.02;10;50;0;23
1958;9.01;11;54;0;16
1959;9.01;6;50;0;24
1960;8.94;6;40;0;24
1961;9.3;20;55;0;29
1962;null;null;null;null;null
1963;7.72;16;56;0;69
1964;8.29;10;56;0;41
1965;7.48;7;33;0;28
1966;9.09;7;38;0;25
1967;8.88;13;55;0;21
1968;8.27;11;45;0;34
1969;8.09;10;56;0;50
1970;8.28;8;46;0;33
1971;8.79;16;55;0;35
1972;8.54;13;39;0;35
1973;8.6;10;61;0;21
1974;9.06;7;32;0;5
1975;9.13;0;56;0;13
1976;8.42;8;40;0;27
1977;8.99;3;52;0;33
1978;7.82;0;36;0;35
1979;null;null;null;null;null
1980;null;null;null;null;null
1981;null;null;null;null;null
1982;8.75;1;56;0;34
1983;9.78;395;1409;11;425
1984;null;null;null;null;null
1985;null;null;null;null;null
1986;null;null;null;null;null
1987;null;null;null;null;null
1988;null;null;null;null;null
1989;null;null;null;null;null
1990;9.16;11;45;0;18
1991;8.07;8;45;0;26
1992;9.55;25;63;0;11
1993;8.53;11;58;0;32
1994;10.03;332;1156;11;325
1995;null;null;null;null;null
1996;null;null;null;null;null
1997;null;null;null;null;null
1998;null;null;null;null;null
1999;null;null;null;null;null
2000;null;null;null;null;null
2001;null;null;null;null;null
2002;null;null;null;null;null
2003;null;null;null;null;null
2004;null;null;null;null;null
2005;null;null;null;null;null
2006;null;null;null;null;null
2007;null;null;null;null;null
2008;10.31;10;70;0;12
2009;10.02;12;61;0;27
2010;8.61;18;51;2;52
2011;10.11;16;77;0;21
2012;10.06;26;83;0;23
2013;9.61;25;64;1;29
2014;10.91;14;60;0;16
2015;11.05;41;77;3;5
2016;10.32;12;80;0;17
2017;10.34;33;85;1;25
2018;11.26;30;108;0;23
2019;11.07;29;84;2;13
2020;10.17;12;61;0;8
2021;9.27;12;72;0;16
2022;10.33;21;79;0;10
2023;null;0;0;0;2
