year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1956;7.44;3;41;0;40
1957;9.08;10;39;0;9
1958;8.81;11;61;0;20
1959;9.28;4;48;0;12
1960;9.06;4;40;0;18
1961;9.62;8;50;0;17
1962;7.75;10;50;0;28
1963;8.07;8;52;0;47
1964;8.45;7;53;0;32
1965;8.15;7;30;0;22
1966;8.85;5;38;0;25
1967;8.79;7;42;0;23
1968;8.27;3;35;0;23
1969;8.27;6;45;0;40
1970;8.18;1;40;0;19
1971;8.61;13;45;0;26
1972;8.75;6;36;0;12
1973;8.43;3;50;0;20
1974;9.28;4;36;0;5
1975;9.2;1;49;0;14
1976;8.84;10;50;0;20
1977;9.73;2;42;0;13
1978;8.43;0;27;0;29
1979;9.03;3;51;0;17
1980;8.09;6;32;0;35
1981;8.67;5;46;1;31
1982;9.61;5;58;0;12
1983;9.51;9;57;0;21
1984;8.75;6;28;1;19
1985;8.63;10;49;0;39
1986;9.12;6;62;0;27
1987;8.8;5;52;0;29
1988;9.84;8;51;0;9
1989;9.89;1;40;0;9
1990;9.92;7;56;0;25
1991;9.21;9;55;0;23
1992;10.02;16;68;2;17
1993;9.62;7;55;0;22
1994;11.02;23;65;0;9
1995;9.41;12;48;0;25
1996;8.39;4;34;0;24
1997;9.86;0;58;0;11
1998;9.96;11;55;0;18
1999;9.76;5;50;0;23
2000;10.57;9;66;0;15
2001;9.88;14;53;1;17
2002;10.69;13;54;0;8
2003;10.48;34;93;0;26
2004;9.69;8;52;0;14
2005;9.22;17;51;0;31
2006;9.96;23;66;0;22
2007;10.81;9;66;0;6
2008;10.79;14;65;0;3
2009;10.46;10;59;0;18
2010;9.62;18;52;2;35
2011;10.99;13;73;0;13
2012;10.38;17;66;0;24
2013;10.22;21;61;1;16
2014;11.52;10;45;0;3
2015;11.08;37;73;2;5
2016;10.75;12;67;0;3
2017;10.49;21;70;2;16
2018;11.54;23;97;0;10
2019;11.11;23;71;1;10
2020;10.9;12;62;0;0
2021;null;null;null;null;null
2022;null;null;null;null;null
