year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1951,8.515,744.4,0,16,0,68,5,24
1952,7.93,778.7,9,20,4,107,35,67
1953,9.035,479.9,1,22,0,74,32,52
1954,7.778,787.7,0,12,0,70,30,19
1955,7.541,707.4,0,13,0,112,35,62
1956,6.753,866.7,0,6,0,97,43,60
1958,8.241,811.1,0,17,0,93,21,55
1959,9.424,461.1,3,37,1,71,19,16
1960,8.547,922.4,0,9,0,65,18,39
1961,9.066,936.8,0,22,0,62,18,21
1962,7.132,678.3,0,14,0,107,37,46
1963,7.193,717.6,2,11,0,107,61,79
1964,8.17,638.5,6,37,0,93,30,37
1965,7.496,1069.2,0,8,0,98,23,54
1966,8.539,920.5,1,17,0,81,18,24
1967,8.696,801.0,1,24,0,75,16,25
1968,7.924,859.2,0,10,0,104,34,35
1969,7.893,774.8,1,26,1,112,46,71
1970,7.715,844.1,0,16,0,101,30,57
1971,8.508,584.6,4,23,0,75,21,41
1972,7.66,669.3,1,15,0,79,18,24
1973,8.365,629.3,0,36,0,106,15,39
1974,8.711,873.1,2,12,0,50,3,12
1975,8.818,554.6,5,29,2,72,7,15
1976,8.905,469.3,16,42,2,82,23,46
1977,8.545,789.9,0,12,0,65,7,37
1978,7.623,718.5,0,13,0,89,28,43
1979,7.489,839.6,0,14,0,102,29,71
1980,7.373,814.7,0,10,0,88,31,48
1981,7.962,1109.5,0,16,0,102,29,88
1982,8.698,780.1,0,35,0,80,16,43
1983,8.784,741.9,7,45,1,88,25,53
1984,7.706,1088.7,3,12,0,89,8,68
1985,7.265,689.5,1,15,0,105,47,85
1986,7.841,751.8,2,29,0,85,39,74
1987,7.229,961.6,0,13,0,99,41,71
1988,8.909,777.5,0,18,0,74,5,44
1989,9.381,684.7,2,24,1,65,8,2
1990,9.116,775.8,5,25,0,63,15,32
1991,8.317,552.4,4,31,1,99,24,24
1992,9.009,709.9,7,33,1,62,13,11
1993,8.354,720.3,0,27,0,89,28,39
1994,9.659,681.7,13,39,0,63,8,21
1995,8.839,763.2,5,37,0,84,20,46
1996,7.166,694.8,1,15,0,109,46,74
1997,8.813,585.4,1,33,0,83,18,35
1998,8.731,869.9,6,22,1,74,22,37
1999,9.412,757.6,1,36,0,55,14,50
2004,10.523,349.6,2,24,1,35,9,7
2005,9.367,632.3,5,41,0,83,27,56
2006,9.722,655.1,13,39,3,77,19,36
2007,9.848,846.9,2,24,0,46,11,9
2008,9.376,646.3,1,25,0,75,9,23
2009,9.274,756.8,2,30,0,80,19,39
2010,7.885,725.4,8,31,1,106,57,92
2011,9.907,625.0,1,23,1,66,11,17
2012,9.093,663.8,3,28,1,65,22,26
2013,8.619,726.7,9,33,2,92,28,46
2014,10.382,730.8,5,22,1,37,3,7
2015,10.036,533.4,15,42,2,75,6,30
2016,9.497,661.4,8,34,0,75,7,17
2017,9.73,827.9,6,29,0,66,15,43
2018,10.843,560.9,14,74,2,70,14,20
2019,10.238,666.1,15,46,3,68,6,16
2020,10.583,572.4,10,51,2,57,2,6
2021,9.07,662.1,3,24,1,80,9,44
2022,10.924,672.5,12,62,1,59,9,16
2023,10.73,816.0,5,50,0,59,8,22
2024,4.356,136.4,0,0,0,18,11,8
