year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1927;7.07;3;33;0;31
1928;6.99;8;45;0;27
1929;6.51;5;54;0;54
1930;7.22;2;40;0;13
1931;6.04;7;44;0;36
1932;6.95;3;45;0;28
1933;6.16;2;30;0;47
1934;7.41;0;33;0;19
1935;6.33;7;44;0;45
1936;7;1;34;0;21
1937;6.72;1;38;0;25
1938;6.94;2;36;0;30
1939;6.46;1;28;0;33
1940;5.76;0;16;0;58
1941;5.97;1;32;0;39
1942;6.85;0;44;0;51
1943;7.72;8;49;0;20
1944;6.63;4;35;0;32
1945;7.19;11;55;0;38
1946;7.14;12;37;0;40
1947;7.45;19;71;0;45
1948;7.65;7;35;0;28
1949;7.76;3;43;0;21
1950;7.71;14;72;0;37
1951;7.75;10;60;0;14
1952;6.67;9;35;0;43
1953;7.64;1;39;0;39
1954;6.37;0;23;0;35
1955;6.49;2;23;0;21
1956;5.84;1;23;0;49
1957;7.34;7;30;0;10
1958;6.99;1;41;0;22
1959;7.49;4;34;0;21
1960;6.76;3;23;0;36
1961;7.56;6;55;0;32
1962;6.21;6;37;0;37
1963;6.7;1;42;0;47
1964;7.36;2;46;0;28
1965;6.32;6;28;0;34
1966;7.22;2;28;0;32
1967;7.35;2;27;0;23
1968;6.39;2;16;0;38
1969;6.9;6;35;0;44
1970;6.37;0;32;0;40
1971;6.88;3;35;0;28
1972;6.14;3;20;0;37
1973;6.63;1;35;0;26
1974;7.2;4;30;0;3
1975;7.22;1;40;0;9
1976;7.79;76;1174;0;1153
1977;null;null;null;null;null
1978;6.46;0;10;0;30
1979;6.49;0;7;0;28
1980;6.26;0;13;0;40
1981;6.88;0;12;0;48
1982;7.36;0;15;0;24
1983;7.71;5;25;0;29
1984;6.23;2;14;0;39
1985;6.76;0;16;0;43
1986;6.69;0;19;0;50
1987;6.74;0;16;0;40
1988;7.45;0;20;0;20
1989;8.01;0;8;0;4
1990;7.5;0;14;0;18
1991;6.73;0;17;0;28
1992;7.94;0;28;0;17
1993;7.25;0;19;0;34
1994;8.62;2;35;0;12
1995;7.24;0;22;0;23
1996;6.54;0;17;0;35
1997;7.8;0;7;0;12
1998;7.73;0;26;0;30
1999;7.7;0;14;0;32
2000;8.39;0;26;0;9
2001;7.77;0;29;0;26
2002;8.31;2;17;0;11
2003;8.07;3;52;0;25
2004;7.54;0;12;0;30
2005;7.13;0;20;0;46
2006;7.85;0;29;0;22
2007;8.47;2;20;0;10
2008;8.23;0;25;0;17
2009;8.09;0;41;0;32
2010;7.16;9;37;0;51
2011;8.93;4;32;0;18
2012;8.27;4;36;0;32
2013;8.13;12;42;0;24
2014;8.89;3;20;0;7
2015;9.39;8;44;0;6
2016;8.76;1;32;0;5
2017;8.77;5;43;0;22
2018;8.95;2;44;0;22
2019;9.01;8;50;0;14
2020;8.93;0;27;0;12
2021;8.01;0;32;0;22
2022;9.52;3;41;0;10
2023;null;0;0;0;7
