year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1955,6.745,637.7,0,13,0,134,40,78
1956,6.148,806.4,0,5,0,128,52,63
1957,8.093,660.8,7,21,0,108,14,37
1958,7.841,852.7,1,20,0,110,23,56
1959,8.424,538.7,3,32,0,121,24,29
1960,7.818,740.1,1,15,0,105,25,60
1961,8.41,753.5,3,24,0,84,20,51
1962,6.588,483.7,0,20,0,123,37,68
1963,6.509,531.8,5,18,0,124,68,74
1964,7.56,427.7,12,42,0,120,34,62
1965,6.964,822.2,1,16,0,123,28,94
1966,8.004,944.9,2,21,0,95,27,59
1967,9.469,625.9,4,33,0,91,16,41
1968,8.326,745.1,1,19,0,117,33,62
1969,7.907,699.6,6,30,0,139,52,116
1970,7.976,787.0,1,24,0,117,36,95
1971,8.763,569.0,10,34,0,106,18,0
1972,8.039,631.4,4,21,0,117,12,0
1973,8.602,555.0,3,38,0,126,17,0
1974,9.064,794.2,4,14,0,68,2,0
1975,9.205,614.7,2,33,0,99,9,0
1976,8.75,474.9,5,35,0,114,30,0
1977,8.821,865.8,1,12,0,93,12,0
1978,7.923,614.3,0,16,0,117,27,0
1979,7.831,673.3,2,22,0,131,27,0
1980,7.69,740.4,3,18,0,129,35,0
1981,8.407,925.0,0,22,0,114,35,0
1982,9.402,434.8,4,44,0,111,18,0
1983,9.363,622.3,6,44,0,100,25,0
1984,7.977,752.2,4,17,0,121,17,0
1985,7.698,592.1,2,25,0,127,49,0
1986,8.296,723.6,6,38,0,102,45,0
1987,7.632,808.3,1,23,0,118,46,0
1988,9.484,673.3,4,29,0,94,9,0
1989,10.09,556.7,5,35,0,90,7,0
1990,11.668,367.5,6,34,0,38,2,0
2017,7.553,193.4,0,0,0,29,0,1
2018,9.628,404.2,21,71,0,100,22,27
2019,9.694,506.9,18,64,0,108,7,10
2020,9.642,641.5,9,42,0,116,1,3
2021,8.344,709.9,3,37,0,128,14,47
2022,9.777,451.9,17,66,0,105,9,21
2023,10.056,728.6,8,64,0,86,8,28
2024,11.876,593.6,18,59,0,55,7,14
