year,month,averageTemperature,totalPrecipitation,averageSnowCover
1891,1,0.0,0.0,0.0
1891,2,0.0,0.0,0.0
1891,3,0.0,3.2,0.0
1891,4,-0.527,103.3,0.0
1891,5,7.416,62.5,0.0
1891,6,8.683,139.5,0.0
1891,7,10.197,191.1,0.0
1891,8,9.352,52.3,0.0
1891,9,9.203,61.9,0.0
1891,10,5.884,42.6,0.0
1891,11,-2.177,65.3,0.0
1891,12,-2.703,103.0,0.0
1892,1,-6.577,78.7,0.0
1892,2,-5.972,82.3,0.0
1892,3,-5.787,12.6,0.0
1892,4,1.77,61.8,0.0
1892,5,5.813,60.4,0.0
1892,6,9.503,114.5,0.0
1892,7,10.316,70.0,0.0
1892,8,14.113,41.0,0.0
1892,9,9.647,90.0,0.0
1892,10,2.365,40.0,0.0
1892,11,-0.687,9.3,0.0
1892,12,-6.99,58.8,0.0
1893,1,-10.41,55.8,0.0
1893,2,-3.132,76.7,0.0
1893,3,-1.629,71.9,0.0
1893,4,3.29,4.6,0.0
1893,5,5.765,62.4,0.0
1893,6,9.35,38.3,0.0
1893,7,11.697,93.4,0.0
1893,8,10.958,62.1,0.0
1893,9,6.637,65.3,0.0
1893,10,4.984,132.3,0.0
1893,11,-3.473,71.5,0.0
1893,12,-3.516,31.4,0.0
1894,1,-6.41,30.9,0.0
1894,2,-4.329,93.3,0.0
1894,3,-1.574,31.7,0.0
1894,4,5.73,157.3,0.0
1894,5,5.823,61.1,0.0
1894,6,7.27,187.1,0.0
1894,7,12.216,204.1,0.0
1894,8,9.8,89.6,0.0
1894,9,5.513,119.5,0.0
1894,10,2.516,158.1,0.0
1894,11,1.357,11.5,0.0
1894,12,-4.416,50.1,0.0
1895,1,-9.029,60.4,0.0
1895,2,-12.029,29.1,0.0
1895,3,-3.813,63.0,0.0
1895,4,2.43,66.4,0.0
1895,5,5.919,100.2,0.0
1895,6,9.937,74.7,0.0
1895,7,11.716,65.8,0.0
1895,8,11.219,105.4,0.0
1895,9,11.417,94.4,0.0
1895,10,1.519,82.5,0.0
1895,11,0.43,105.9,0.0
1895,12,-5.442,83.9,0.0
1896,1,-5.455,71.1,0.0
1896,2,-5.486,22.1,0.0
1896,3,-0.561,67.6,0.0
1896,4,-0.747,82.0,0.0
1896,5,3.8,68.7,0.0
1896,6,10.06,186.6,0.0
