year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1953,9.754,689.3,4,41,0,91,29,50
1954,8.426,972.2,0,25,0,83,35,45
1955,8.371,845.3,0,21,0,95,29,58
1956,7.761,768.4,0,25,0,86,35,51
1957,9.46,896.7,8,26,0,76,14,28
1958,8.945,901.8,3,40,0,81,24,67
1959,9.514,732.0,4,39,0,92,13,50
1960,9.116,798.9,3,28,0,79,19,55
1961,10.044,702.2,4,42,0,66,12,35
1962,8.702,706.4,9,48,0,85,19,47
1963,8.196,730.6,7,31,0,90,44,85
1964,8.999,822.3,9,49,0,73,30,49
1965,8.362,863.8,4,25,0,91,24,67
1966,10.015,991.6,2,25,0,65,17,32
1967,10.131,759.2,6,36,0,58,14,23
1968,9.553,831.6,0,29,0,74,13,28
1969,9.428,636.9,4,38,0,72,22,54
1970,8.958,928.1,1,38,0,79,25,75
1971,9.066,641.7,9,38,0,81,26,61
1972,9.027,617.4,7,29,0,86,16,17
1973,9.198,640.3,1,35,0,83,15,43
1974,9.782,774.0,5,22,0,52,3,19
1975,10.118,842.3,0,40,0,60,2,18
1976,9.803,683.8,6,42,0,71,10,21
1977,10.007,907.6,0,23,0,52,14,44
1978,8.749,840.1,0,21,0,78,25,61
1979,9.113,932.3,1,38,0,78,22,52
1980,8.878,817.9,2,23,0,72,17,37
1981,10.027,919.4,3,36,0,71,23,39
1982,9.812,716.1,2,45,0,77,27,34
1983,10.569,724.8,10,52,0,63,13,30
1984,8.87,686.9,3,21,0,93,12,54
1985,8.517,831.5,4,36,0,86,34,62
1986,9.363,707.1,5,45,0,74,32,46
1987,8.972,849.4,2,39,0,71,30,62
1988,10.206,803.5,2,31,0,65,5,25
1989,10.085,646.3,1,29,0,64,13,3
1990,9.68,881.9,3,36,0,73,15,17
1991,9.056,766.7,4,34,0,93,19,29
1992,10.427,558.6,17,54,0,78,12,20
1993,9.718,808.9,2,42,0,74,22,35
1994,10.943,633.7,22,56,0,60,8,9
1995,10.271,707.0,11,44,0,70,13,32
1996,8.594,684.8,3,34,0,97,37,41
1997,9.383,663.8,1,52,0,92,21,38
1998,10.278,778.3,11,46,0,69,12,23
1999,10.307,742.2,3,43,0,64,18,31
2000,10.512,851.5,9,49,0,65,12,15
2001,10.27,823.9,9,48,0,65,11,39
2002,10.526,822.5,8,52,0,76,18,22
2003,10.242,530.6,33,90,0,102,27,56
2004,9.792,693.3,3,39,0,83,18,56
2005,9.575,761.9,9,45,0,82,25,51
2006,9.598,707.7,16,51,0,85,34,85
2007,11.19,705.1,8,53,0,66,3,7
2008,10.62,686.0,10,54,0,78,7,3
2009,10.247,751.4,4,45,0,70,24,21
2010,9.478,705.5,12,41,0,92,34,65
2011,10.462,605.8,6,54,0,89,15,27
2012,10.349,679.3,12,60,0,67,18,36
2013,9.962,763.2,17,51,0,75,25,48
2014,10.976,653.0,7,40,0,79,3,2
2015,10.769,580.1,32,63,0,77,7,36
2016,10.784,835.6,6,60,0,64,6,23
2017,10.523,629.1,15,62,0,75,20,42
2018,11.633,601.9,20,80,0,76,13,21
2019,11.076,618.0,16,66,0,73,12,26
2020,10.92,769.3,8,53,0,75,4,1
2021,10.048,755.2,8,49,0,93,12,42
2022,11.651,602.0,13,73,0,82,2,7
2023,11.883,732.4,18,73,0,67,4,3
2024,12.444,845.1,21,68,0,44,8,14
