year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1953,8.243,728.7,4,41,0,141,36,61
1954,7.43,1072.7,0,25,0,111,36,49
1955,7.369,919.9,0,21,0,128,35,69
1956,6.61,833.7,0,25,0,124,50,61
1957,8.185,951.4,8,26,0,110,23,31
1958,7.846,1001.7,3,40,0,109,29,70
1959,8.248,816.3,4,39,0,122,21,51
1960,7.977,877.9,3,28,0,109,28,72
1961,8.357,836.4,4,42,0,106,27,55
1962,6.899,796.6,9,48,0,129,42,87
1963,6.955,823.6,7,31,0,123,63,103
1964,7.734,955.7,9,49,0,107,42,67
1965,7.296,1007.8,4,25,0,127,32,88
1966,8.571,1125.5,2,25,0,105,23,56
1967,8.604,838.8,6,36,0,100,28,42
1968,7.95,875.6,0,29,0,118,36,42
1969,7.779,778.6,4,38,0,115,48,90
1970,7.783,1031.9,1,38,0,113,37,87
1971,7.972,736.7,9,38,0,115,30,69
1972,7.569,743.0,7,29,0,126,31,17
1973,7.745,808.4,1,35,0,123,27,71
1974,8.713,958.4,5,22,0,77,3,28
1975,8.455,912.6,0,40,0,103,13,42
1976,8.236,779.9,6,42,0,107,27,42
1977,8.7,1040.1,0,23,0,79,27,60
1978,7.453,891.2,0,21,0,119,41,84
1979,8.167,1092.2,1,38,0,107,22,62
1980,7.473,904.4,2,23,0,120,31,66
1981,8.465,1109.3,3,36,0,112,35,74
1982,8.682,841.4,2,45,0,102,28,43
1983,8.795,808.2,10,52,0,107,31,54
1984,7.731,762.2,3,21,0,127,19,59
1985,7.276,960.4,4,36,0,130,50,86
1986,8.061,782.2,5,45,0,112,40,56
1987,7.902,982.2,2,39,0,102,37,63
1988,8.8,968.4,2,31,0,96,10,42
1989,8.467,751.2,1,29,0,107,26,7
1990,8.194,1011.6,3,36,0,112,29,40
1991,7.574,927.6,4,34,0,131,32,49
1992,9.048,719.6,17,54,0,106,24,21
1993,8.4,910.4,2,42,0,105,38,53
1994,9.907,762.3,22,56,0,83,12,18
1995,8.594,833.8,11,44,0,111,30,53
1996,7.131,786.4,3,34,0,139,54,70
1997,8.142,784.3,1,52,0,132,26,47
1998,8.583,892.2,11,46,0,116,29,52
1999,8.721,884.2,3,43,0,107,30,60
2000,9.211,933.3,9,49,0,90,18,17
2001,8.555,982.6,9,48,0,112,24,60
2002,9.258,1023.0,8,52,0,105,27,23
2003,8.791,586.1,33,90,0,142,34,70
2004,8.346,747.5,3,39,0,123,27,59
2005,7.981,861.0,9,45,0,126,40,93
2006,8.527,786.2,16,51,0,119,37,88
2007,9.493,834.2,8,53,0,107,17,14
2008,9.222,771.3,10,54,0,117,10,15
2009,8.987,850.8,4,45,0,103,33,29
2010,7.973,807.1,12,41,0,132,56,98
2011,9.165,688.6,6,54,0,124,18,28
2012,8.985,801.1,12,60,0,101,24,52
2013,8.682,828.5,17,51,0,112,29,53
2014,9.837,719.4,7,40,0,95,7,6
2015,9.759,637.8,32,63,0,114,7,36
2016,9.299,910.3,6,60,0,104,15,23
2017,9.179,746.0,15,62,0,109,21,47
2018,10.267,735.0,20,80,0,102,18,36
2019,9.732,702.7,16,66,0,111,14,34
2020,9.496,815.9,8,53,0,110,6,4
2021,8.804,862.0,8,49,0,129,13,49
2022,10.211,737.1,13,73,0,114,8,19
2023,10.528,1030.5,18,73,0,94,9,14
2024,12.592,796.7,21,68,0,44,8,14
