year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1945,2.911,928.1,0,0,0,71,38,71
1946,4.56,1521.8,0,1,0,109,51,97
1947,5.548,1056.2,0,4,0,110,56,111
1948,4.713,1546.4,0,0,0,93,32,87
1949,5.304,929.2,0,2,0,106,51,110
1950,4.957,1407.1,0,1,0,113,56,126
1951,3.976,1360.2,0,0,0,124,74,142
1952,4.199,1500.6,0,3,1,116,61,121
1953,4.574,1153.1,0,0,0,109,59,122
1954,2.974,1542.2,0,0,0,129,67,131
1955,3.49,1441.2,0,0,0,131,57,123
1956,2.557,1736.0,0,0,0,127,75,138
1957,4.516,1531.5,0,3,1,103,41,99
1958,4.158,1792.6,0,0,0,119,62,139
1959,5.614,1138.5,0,0,0,95,33,122
1960,3.961,1784.7,0,0,0,108,57,122
1961,5.369,1752.7,0,0,0,95,42,112
1962,3.153,1412.3,0,0,0,145,70,133
1963,3.21,1516.1,0,0,0,118,64,120
1964,4.826,1170.9,0,0,0,128,53,122
1965,3.199,1843.6,0,0,0,123,77,135
1966,4.461,1686.6,0,0,0,96,50,132
1967,4.434,1451.2,0,0,0,114,58,165
1968,3.948,1928.8,0,0,0,110,64,148
1969,4.388,1416.4,0,0,0,110,61,163
1970,3.554,2075.2,0,0,0,124,79,202
1971,4.548,1094.8,0,0,0,108,59,131
1972,3.843,1041.6,0,0,0,125,46,159
1973,4.134,1352.7,0,0,0,129,73,155
1974,3.826,1527.1,0,0,0,138,67,165
1975,4.611,1283.7,0,0,0,117,60,155
1976,4.74,1151.8,0,0,0,109,60,129
1977,4.176,1728.9,0,0,0,119,55,131
1978,3.461,1720.0,0,0,0,127,62,158
1979,3.789,1541.8,0,0,0,126,75,152
1980,3.402,1841.0,0,0,0,137,74,163
1981,4.071,1858.3,0,0,0,111,71,123
1982,4.853,1554.4,0,0,0,116,50,161
1983,5.113,1276.6,0,6,1,115,54,147
1984,3.102,1532.0,0,1,0,132,83,157
1985,3.914,1357.6,0,0,0,114,68,138
1986,4.014,1664.9,0,0,0,128,72,151
1987,3.851,1718.4,0,0,0,122,71,146
1988,4.759,1920.4,0,0,0,103,49,132
1989,5.769,1360.4,0,0,0,93,31,131
1990,5.704,1336.9,0,0,0,89,26,107
1991,4.797,1008.0,0,0,0,108,47,134
1992,5.212,1024.2,0,0,0,113,38,149
1993,5.053,1152.2,0,0,0,80,38,102
1994,5.502,1452.8,0,0,0,107,49,138
1995,4.717,1395.3,0,0,0,110,52,120
1996,4.03,1050.3,0,0,0,102,43,117
1997,5.589,1154.7,0,0,0,98,33,108
1998,5.009,1336.6,0,1,2,103,47,128
1999,5.076,1461.8,0,0,0,97,51,126
2000,5.29,1420.8,0,0,0,110,51,126
2001,5.085,1734.1,0,0,0,111,56,129
2002,5.32,1426.0,0,1,0,105,39,106
2003,5.924,1046.3,0,8,5,111,60,124
2004,4.566,1253.3,0,0,0,109,67,132
2005,5.02,1158.9,0,0,0,92,53,111
2006,5.422,1548.8,0,0,0,105,64,132
2007,5.718,1502.6,0,0,0,92,35,98
2008,5.023,1298.3,0,0,0,110,34,131
2009,5.118,779.5,0,0,1,106,67,127
2010,3.918,988.3,0,0,0,125,74,136
2011,6.055,1023.4,0,1,0,81,34,98
2012,5.035,1509.9,0,2,1,107,60,124
2013,4.494,1758.6,0,1,0,118,74,58
2014,6.071,1568.2,0,0,0,91,31,12
2015,5.731,1276.2,0,5,2,101,47,48
2016,5.319,1837.6,0,0,0,111,57,4
2017,6.004,1396.5,0,0,0,96,39,70
2018,6.597,1220.9,0,0,0,100,45,95
2019,5.95,1145.4,0,5,3,103,50,97
2020,6.341,1280.7,0,1,0,95,29,107
2021,4.846,994.1,0,0,0,112,58,127
2022,7.016,929.0,0,2,0,81,40,110
2023,6.686,989.4,0,2,0,94,43,112
2024,6.825,1364.0,0,1,0,84,31,111
