year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;8.82;1;43;0;26
1938;8.48;2;36;0;21
1939;8.03;1;25;0;21
1940;6.66;0;22;0;67
1941;7.11;1;24;0;40
1942;7.41;1;32;0;52
1943;8.56;6;26;0;12
1944;7.47;4;33;0;43
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;8.28;12;56;0;52
1948;8.6;1;30;0;22
1949;null;null;null;null;null
1950;null;null;null;null;null
1951;8.71;3;44;0;4
1952;7.81;11;50;0;29
1953;8.52;4;47;0;30
1954;7.47;1;37;0;34
1955;7.71;1;31;0;24
1956;6.87;1;32;0;48
1957;8.53;8;31;0;19
1958;8.11;3;41;0;20
1959;8.49;4;41;0;27
1960;8.24;3;32;0;20
1961;8.93;5;48;0;24
1962;7.25;9;47;0;34
1963;7.27;8;43;0;59
1964;7.69;5;47;0;42
1965;7.53;5;27;0;36
1966;9.04;4;35;0;23
1967;9.28;9;46;0;19
1968;8.86;4;38;0;24
1969;8.74;5;40;0;42
1970;8.54;2;40;0;30
1971;9.19;8;41;0;26
1972;8.8;6;34;0;24
1973;8.73;3;47;0;19
1974;9.57;5;34;0;2
1975;9.7;2;57;0;8
1976;9.25;9;55;0;21
1977;9.85;5;49;0;9
1978;8.71;2;44;0;27
1979;9.24;7;60;0;17
1980;8.39;2;26;0;28
1981;9.22;3;44;1;33
1982;9.87;1;51;0;18
1983;10.39;12;67;2;16
1984;9.05;2;25;1;13
1985;9;12;52;0;34
1986;9.56;5;59;1;29
1987;8.68;3;49;0;35
1988;9.99;10;48;0;8
1989;10.18;1;35;0;9
1990;10.02;4;41;0;8
1991;8.79;3;37;0;25
1992;10.15;19;55;1;17
1993;9.44;5;43;0;28
1994;11.04;22;56;2;11
1995;9.45;5;46;0;26
1996;7.98;3;32;0;52
1997;9.71;2;45;0;20
1998;10.03;8;49;1;26
1999;10.01;4;39;1;22
2000;10.8;10;54;0;12
2001;9.81;4;47;2;23
2002;10.67;10;52;0;22
2003;10.43;29;84;4;26
2004;9.77;3;43;0;19
2005;9.56;6;43;0;33
2006;9.98;13;54;2;32
2007;10.83;7;57;1;13
2008;10.66;7;57;0;7
2009;9.78;3;40;0;31
2010;8.84;12;45;2;52
2011;10.12;8;57;0;14
2012;9.79;11;55;1;25
2013;9.57;19;53;1;27
2014;10.83;8;36;0;4
2015;10.8;32;63;0;4
2016;10.41;8;64;0;6
2017;10.08;17;64;2;24
2018;11.22;21;87;0;14
2019;10.77;17;66;1;10
2020;10.66;10;57;0;2
2021;9.82;10;55;0;9
2022;null;12;53;1;1
