endDate;heatDays;summerDays;tropicalNights;iceDays
1951-10-13;1;34;0;12
1952-10-13;10;33;0;31
1953-10-13;1;26;0;37
1954-10-13;0;20;0;31
1955-10-13;0;9;0;22
1956-10-13;1;16;0;36
1957-10-13;6;19;0;8
1958-10-13;2;29;0;27
1959-10-13;0;17;0;16
1960-10-13;0;17;0;15
1961-10-13;1;37;0;16
1962-10-13;1;32;0;22
1963-10-13;2;23;0;38
1964-10-13;1;31;0;13
1965-10-13;3;21;0;29
1966-10-13;2;22;0;21
1967-10-13;3;24;0;15
1968-10-13;1;15;0;17
1969-10-13;2;23;0;27
1970-10-13;1;24;0;25
1971-10-13;1;28;0;22
1972-10-13;1;23;0;9
1973-10-13;0;28;0;21
1974-10-13;3;22;0;1
1975-10-13;1;23;0;2
1976-10-13;1;30;0;8
1977-10-13;2;14;0;14
1978-10-13;0;19;0;16
1979-10-13;0;20;0;15
1980-10-13;3;23;0;13
1981-10-13;0;31;0;27
1982-10-13;0;31;0;11
1983-10-13;7;36;0;13
1984-10-13;4;21;0;22
1985-10-13;1;28;0;26
1986-10-13;1;32;0;30
1987-10-13;0;32;0;24
1988-10-13;1;26;0;6
1989-10-13;0;12;0;0
1990-10-13;1;32;0;1
1991-10-13;2;40;0;10
1992-10-13;10;40;0;10
1993-10-13;0;21;0;16
1994-10-13;2;47;0;11
1995-10-13;0;25;0;16
1996-10-13;0;18;0;24
1997-10-13;0;16;0;3
1998-10-13;1;30;0;9
1999-10-13;1;18;0;19
2000-10-13;1;32;0;17
2001-10-13;1;34;0;12
2002-10-13;5;27;0;8
2003-10-13;13;62;0;25
2004-10-13;0;28;0;22
2005-10-13;4;34;0;34
2006-10-13;4;47;0;33
2007-10-13;5;35;0;4
2008-10-13;2;34;0;6
2009-10-13;3;35;0;26
2010-10-13;8;36;0;27
2011-10-13;7;36;0;11
2012-10-13;4;38;0;26
2013-10-13;12;44;0;25
2014-10-13;4;19;0;1
2015-10-13;16;55;0;15
2016-10-13;4;36;0;9
2017-10-13;3;44;0;17
2018-10-13;6;53;0;13
2019-10-13;13;48;0;15
2020-10-13;5;42;0;3
2021-10-13;3;33;0;21
2022-10-13;10;53;0;6
2023-10-13;12;50;0;11
2024-10-13;7;46;0;4
