year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1968;7.91;5;29;0;43
1969;null;null;null;null;null
1970;null;null;null;null;null
1971;null;null;null;null;null
1972;null;null;null;null;null
1973;null;null;null;null;null
1974;null;null;null;null;null
1975;8.57;1;44;0;14
1976;8.08;8;41;0;27
1977;8.55;2;32;0;20
1978;7.29;0;28;0;38
1979;8.1;2;45;0;27
1980;7.41;3;26;0;44
1981;8.11;4;39;0;38
1982;8.54;2;48;0;24
1983;8.69;13;56;0;21
1984;7.62;4;32;0;31
1985;7.9;3;56;0;38
1986;7.87;12;55;0;46
1987;7.9;4;56;0;31
1988;8.69;21;46;0;12
1989;null;null;null;null;null
1990;8.63;3;35;0;25
1991;7.55;2;41;0;36
1992;9.01;21;53;0;24
1993;8.58;5;49;0;36
1994;9.84;15;63;0;12
1995;8.71;5;47;0;29
1996;7.71;3;33;0;44
1997;8.82;0;52;0;21
1998;9.06;11;54;0;25
1999;9;4;37;0;24
2000;9.86;9;59;0;22
2001;9.28;8;57;0;24
2002;9.82;9;44;0;16
2003;9.16;29;86;0;27
2004;8.34;2;40;0;28
2005;7.99;10;47;0;45
2006;8.74;16;58;0;39
2007;9.66;12;58;0;14
2008;9.53;6;62;0;17
2009;9.24;10;56;0;28
2010;8.53;15;55;0;46
2011;9.38;12;60;0;26
2012;9.54;24;65;0;31
2013;9.29;24;64;0;25
2014;10.27;6;37;0;9
2015;9.83;26;63;0;10
2016;9.65;4;61;0;13
2017;9.56;21;66;0;28
2018;10.32;11;79;0;21
2019;10.32;16;65;0;12
2020;9.71;7;51;0;7
2021;9.04;13;65;0;26
2022;10.22;20;81;0;12
2023;null;0;0;0;8
