year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;7.32;0;24;0;37
1938;7.23;1;31;0;30
1939;6.71;1;18;0;45
1940;4.7;0;6;0;79
1941;5.63;0;11;0;51
1942;6.03;2;42;0;56
1943;7.45;6;33;0;32
1944;6.81;0;27;0;38
1945;null;null;null;null;null
1946;7.32;2;33;0;44
1947;7.14;3;49;0;56
1948;7.72;1;20;0;33
1949;7.55;0;18;0;22
1950;7.44;6;41;0;34
1951;7.75;3;38;0;14
1952;6.81;11;42;0;45
1953;7.37;3;37;0;45
1954;6.34;0;29;0;54
1955;6.38;1;24;0;50
1956;5.77;1;35;0;67
1957;7.28;7;36;0;27
1958;7.34;6;45;0;31
1959;7.32;3;31;0;30
1960;7.15;1;23;0;34
1961;7.85;9;49;0;38
1962;6.04;7;47;0;53
1963;6.15;6;45;0;78
1964;6.48;5;50;0;63
1965;6.32;8;26;0;47
1966;7.72;2;25;0;29
1967;7.87;12;50;0;33
1968;7.11;5;35;0;48
1969;6.63;4;34;0;62
1970;6.79;0;33;0;44
1971;7;6;36;0;41
1972;6.79;2;24;0;54
1973;6.85;5;33;0;37
1974;7.8;4;19;0;13
1975;7.74;0;30;0;21
1976;6.93;4;24;0;40
1977;7.56;0;24;0;39
1978;6.55;0;17;0;49
1979;6.89;0;29;0;29
1980;6.19;0;13;0;40
1981;7.08;1;29;0;51
1982;6.94;0;18;0;41
1983;7.44;3;41;0;39
1984;6.6;4;15;0;38
1985;6.22;3;30;0;54
1986;6.79;2;36;0;53
1987;6.18;0;23;0;55
1988;7.8;5;29;0;24
1989;7.94;1;20;0;30
1990;7.89;3;34;0;26
1991;6.79;2;24;0;39
1992;8.24;15;42;0;25
1993;7.31;6;35;0;40
1994;8.86;18;53;0;23
1995;7.62;2;36;0;41
1996;5.89;0;21;0;68
1997;7.17;1;28;0;33
1998;7.91;6;37;0;41
1999;7.92;3;21;0;32
2000;8.65;8;40;0;26
2001;7.63;4;31;0;39
2002;8.46;6;40;0;33
2003;7.77;17;67;0;44
2004;7.43;1;32;0;34
2005;7.17;4;27;0;54
2006;7.64;9;42;0;39
2007;8.85;9;53;0;23
2008;8.57;2;41;0;15
2009;8.27;4;39;0;35
2010;6.98;10;36;0;69
2011;8.31;6;46;0;33
2012;8.1;15;54;0;30
2013;7.94;14;44;0;40
2014;9.23;6;36;0;19
2015;9.32;32;58;0;6
2016;8.64;7;56;0;19
2017;8.53;18;66;0;38
2018;9.41;14;74;0;32
2019;9.32;14;61;0;18
2020;8.93;6;43;0;5
2021;7.92;7;46;0;23
2022;9.03;12;48;0;12
2023;null;0;0;0;0
