year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,8.365,545.5,21,58,0,107,61,61
1948,9.466,524.4,12,32,0,89,12,11
1949,9.413,548.9,8,38,0,83,9,5
1950,8.825,588.4,6,35,0,90,23,35
1951,8.948,567.8,5,30,0,90,8,12
1952,8.055,670.7,4,30,0,113,16,65
1953,9.473,518.4,8,39,0,93,14,30
1954,8.11,692.8,4,18,0,105,35,25
1955,7.773,669.5,2,28,0,115,32,61
1956,7.188,738.5,1,16,0,108,38,50
1957,8.981,580.0,7,31,0,86,11,17
1958,8.643,614.3,1,24,0,93,8,39
1959,9.31,308.2,9,52,0,98,21,14
1960,8.748,506.6,2,23,0,79,18,31
1961,9.193,683.2,6,29,0,71,19,12
1962,7.401,528.8,1,13,0,100,29,38
1963,7.297,468.4,7,40,0,114,66,81
1964,8.213,464.0,10,39,1,102,31,34
1965,7.764,627.8,0,15,0,94,18,44
1966,8.65,712.9,7,33,0,82,32,45
1967,9.344,673.5,3,26,0,72,10,20
1968,8.508,599.0,4,38,0,97,28,36
1969,7.866,529.5,17,48,1,119,49,76
1970,7.885,748.7,5,39,0,106,41,92
1971,8.764,429.3,13,43,0,95,18,42
1972,8.066,511.4,7,29,0,89,17,6
1973,8.643,466.6,11,48,0,88,8,28
1974,9.282,590.9,4,21,0,59,1,2
1975,9.415,518.1,17,56,0,69,5,6
1976,8.513,395.8,15,55,0,102,22,48
1977,8.879,623.6,3,18,0,69,11,16
1978,8.151,590.1,1,21,0,95,29,28
1979,7.919,581.3,3,28,0,106,40,71
1980,7.689,663.5,0,12,0,116,31,47
1981,8.639,653.4,2,27,0,96,25,0
1982,9.388,482.0,10,45,0,86,19,0
1983,9.56,605.6,16,54,1,73,19,0
1984,8.131,610.5,3,19,1,107,16,0
1985,7.671,482.5,3,26,0,103,43,0
1986,7.991,627.3,9,38,1,83,41,0
1987,7.246,585.3,1,16,0,95,40,0
1988,9.384,471.4,1,30,0,75,5,0
1989,10.008,427.3,8,50,0,67,9,0
1990,10.045,520.1,8,36,0,59,5,0
1991,9.492,403.7,7,33,0,103,23,18
1992,8.544,496.5,13,54,0,114,48,0
1993,7.925,556.0,0,32,0,99,35,20
1994,9.905,648.3,23,45,1,65,11,12
1995,9.189,513.9,21,58,0,103,22,27
1996,7.247,376.0,5,28,0,134,48,37
1997,9.131,518.0,10,58,0,107,18,19
1998,9.464,638.8,8,24,0,76,16,13
1999,10.199,447.1,11,52,0,79,5,19
2000,10.324,452.0,6,34,0,53,8,14
2001,9.324,606.0,11,36,0,87,17,24
2002,9.685,720.0,8,42,0,74,22,12
2003,9.601,388.6,22,61,0,107,18,41
2004,9.373,565.0,5,29,0,81,13,20
2005,9.524,537.5,14,49,0,101,16,38
2006,9.922,426.2,22,63,0,87,23,28
2007,10.282,774.3,7,42,0,75,8,7
2008,10.087,568.2,16,43,0,72,6,6
2009,9.625,583.6,10,50,0,93,20,20
2010,7.962,646.0,13,43,0,119,59,93
2011,9.912,480.6,4,49,0,91,11,11
2012,9.437,534.1,9,41,0,88,25,30
2013,9.274,614.2,14,55,0,102,25,59
2014,10.673,558.7,14,36,0,75,15,14
2015,10.248,562.2,16,46,0,72,4,3
2016,10.059,441.1,17,62,0,89,9,11
2017,9.98,679.1,4,37,0,86,12,7
2018,10.827,322.7,33,92,2,82,10,3
2019,10.912,491.4,24,64,0,70,5,2
2020,10.931,523.7,16,51,0,62,0,0
2021,9.707,511.0,10,50,1,87,14,20
2022,10.756,412.5,22,68,0,75,10,0
2023,11.773,649.1,14,73,0,53,0,3
