year,month,averageTemperature,totalPrecipitation,averageSnowCover
1934,1,1.003,22.5,3.0
1934,2,1.75,37.6,58.0
1934,3,5.145,11.7,0.0
1934,4,11.257,21.4,0.0
1934,5,13.997,48.5,0.0
1934,6,17.663,36.1,0.0
1934,7,19.135,41.0,0.0
1934,8,17.677,67.1,0.0
1934,9,16.513,20.5,0.0
1934,10,10.413,65.4,0.0
1934,11,4.64,41.0,0.0
1934,12,5.103,30.7,0.0
1935,1,-0.516,41.9,29.0
1935,2,2.282,43.3,37.0
1935,3,2.639,22.4,42.0
1935,4,8.19,63.1,0.0
1935,5,10.806,20.2,0.0
1935,6,18.18,73.5,0.0
1935,7,18.716,23.8,0.0
1935,8,17.51,66.3,0.0
1935,9,14.83,31.7,0.0
1935,10,9.297,59.9,0.0
1935,11,5.887,16.1,0.0
1935,12,0.723,23.8,61.0
1936,1,3.745,34.7,3.0
1936,2,0.417,51.1,21.0
1936,3,5.484,22.2,2.0
1936,4,6.793,53.8,0.0
1936,5,12.926,57.7,0.0
1936,6,17.26,15.8,0.0
1936,7,18.081,99.5,0.0
1936,8,17.152,25.5,0.0
1936,9,13.777,34.4,0.0
1936,10,6.861,34.7,0.0
1936,11,3.99,29.1,0.0
1936,12,1.761,18.9,1.0
1937,1,-1.703,18.9,96.0
1937,2,2.332,55.9,31.0
1937,3,3.584,36.2,7.0
1937,4,9.02,46.2,0.0
1937,5,16.023,85.7,0.0
1937,6,17.403,62.7,0.0
1937,7,17.758,54.0,0.0
1937,8,17.674,46.3,0.0
1937,9,14.723,25.3,0.0
1937,10,9.897,32.5,0.0
1937,11,3.613,18.6,0.0
1937,12,-0.135,25.5,36.0
1938,1,1.994,59.2,109.0
1938,2,0.979,13.2,42.0
1938,3,7.739,30.2,0.0
1938,4,5.01,16.9,0.0
1938,5,11.513,59.6,0.0
1938,6,16.557,35.1,0.0
1938,7,17.703,51.3,0.0
1938,8,19.097,71.6,0.0
1938,9,14.597,18.4,0.0
1938,10,9.206,60.2,0.0
1938,11,7.57,36.2,0.0
1938,12,-2.129,42.2,133.0
1939,1,3.09,30.0,124.0
1939,2,2.275,18.1,10.0
1939,3,2.174,35.3,12.0
1939,4,9.13,37.2,0.0
1939,5,10.655,47.3,0.0
