year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1967;7.12;4;33;0;33
1968;6.91;3;25;0;42
1969;6.76;2;30;0;51
1970;6.33;1;32;0;49
1971;6.62;1;26;0;45
1972;6.22;5;22;0;53
1973;6.32;1;29;0;47
1974;6.91;4;25;0;17
1975;7.11;0;16;0;25
1976;6.71;1;18;0;40
1977;7.23;0;17;0;35
1978;5.89;0;11;0;56
1979;6.36;0;23;0;42
1980;6.03;3;18;0;52
1981;6.56;2;24;0;64
1982;6.96;1;26;0;45
1983;7.26;7;41;0;45
1984;5.97;4;20;0;55
1985;6.3;1;31;0;62
1986;6.29;0;41;0;61
1987;6.57;1;34;0;49
1988;7.17;5;31;0;29
1989;8.23;168;1127;0;883
1990;null;null;null;null;null
1991;null;null;null;null;null
1992;null;null;null;null;null
1993;null;null;null;null;null
1994;null;null;null;null;null
1995;7.23;2;29;0;44
1996;6.44;0;20;0;58
1997;7.54;0;13;0;24
1998;7.75;2;32;0;39
1999;7.77;1;23;0;34
2000;8.47;5;40;0;26
2001;7.71;1;34;0;41
2002;8.61;4;31;0;24
2003;8.06;20;64;0;37
2004;7.46;2;30;0;40
2005;7.19;3;30;0;58
2006;7.95;6;45;0;35
2007;8.59;7;40;0;23
2008;8.62;4;43;0;16
2009;8.37;3;36;0;36
2010;7.43;8;36;0;62
2011;8.63;8;36;0;25
2012;8.28;6;49;0;36
2013;8.3;17;44;0;33
2014;9.27;3;24;0;7
2015;8.88;18;54;0;18
2016;8.83;0;45;0;17
2017;8.53;7;53;0;35
2018;9.35;4;52;0;29
2019;9.18;14;56;0;19
2020;8.77;4;41;0;11
2021;8.21;9;45;0;24
2022;null;6;38;0;4
