endDate;heatDays;summerDays;tropicalNights;iceDays
1967-08-31;4;32;0;22
1968-08-31;3;25;0;19
1969-08-31;2;28;0;21
1970-08-31;1;30;0;33
1971-08-31;1;26;0;37
1972-08-31;5;22;0;30
1973-08-31;1;22;0;29
1974-08-31;4;24;0;10
1975-08-31;0;14;0;9
1976-08-31;1;18;0;18
1977-08-31;0;15;0;17
1978-08-31;0;11;0;35
1979-08-31;0;22;0;32
1980-08-31;3;17;0;29
1981-08-31;2;22;0;40
1982-08-31;1;23;0;34
1983-08-31;7;40;0;21
1984-08-31;4;19;0;40
1985-08-31;1;29;0;41
1986-08-31;0;37;0;44
1987-08-31;1;25;0;40
1988-08-31;5;31;0;20
1989-08-31;180;1183;0;900
1990-08-31;0;0;0;0
1991-08-31;0;0;0;0
1992-08-31;0;0;0;0
1993-08-31;0;0;0;0
1994-08-31;0;0;0;0
1995-08-31;2;29;0;21
1996-08-31;0;20;0;35
1997-08-31;0;12;0;14
1998-08-31;2;32;0;17
1999-08-31;1;23;0;18
2000-08-31;5;40;0;22
2001-08-31;1;34;0;20
2002-08-31;4;31;0;16
2003-08-31;20;61;0;27
2004-08-31;2;29;0;28
2005-08-31;3;27;0;34
2006-08-31;6;41;0;30
2007-08-31;7;40;0;3
2008-08-31;4;38;0;6
2009-08-31;3;35;0;26
2010-08-31;8;36;0;37
2011-08-31;8;32;0;19
2012-08-31;6;47;0;25
2013-08-31;17;43;0;27
2014-08-31;3;24;0;2
2015-08-31;18;50;0;16
2016-08-31;0;40;0;12
2017-08-31;7;52;0;27
2018-08-31;4;47;0;19
2019-08-31;14;53;0;13
2020-08-31;4;38;0;3
2021-08-31;9;45;0;19
2022-08-31;9;47;0;4
2023-08-31;9;44;0;12
