year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1951,8.687,782.0,2,17,0,82,7,14
1952,7.763,610.4,2,17,0,108,14,43
1953,9.088,574.1,4,31,0,88,17,32
1954,7.753,861.1,2,13,0,102,31,35
1955,7.673,627.2,0,25,0,110,27,66
1956,7.134,577.0,0,13,0,102,37,58
1957,8.691,624.2,4,22,0,77,8,19
1958,8.153,689.8,0,14,0,97,20,48
1959,9.144,407.7,4,38,0,87,24,25
1960,8.027,732.8,0,12,0,75,21,34
1961,8.762,849.1,2,16,0,68,19,25
1962,7.241,636.2,0,4,0,93,26,30
1963,7.158,612.5,6,18,0,106,64,83
1964,7.884,568.6,4,24,0,96,29,29
1965,7.393,766.0,0,6,0,97,20,45
1966,8.249,846.5,3,20,0,78,33,49
1967,9.067,819.7,0,13,0,60,10,16
1968,8.318,734.9,2,25,0,89,30,37
1969,7.728,616.2,12,40,1,119,54,89
1970,7.381,812.1,1,24,0,112,41,95
1971,8.567,474.0,3,34,0,86,17,38
1972,7.984,587.7,5,24,0,89,22,16
1973,8.574,635.1,8,33,0,79,9,17
1974,8.908,817.8,2,10,0,46,0,4
1975,7.479,201.2,0,9,0,45,1,3
1984,5.455,183.0,0,0,0,30,8,8
1985,7.463,666.1,1,15,0,97,41,56
1986,7.856,707.2,4,24,0,90,32,53
1987,7.194,790.1,1,9,0,103,37,71
1988,9.183,707.7,0,15,0,76,6,23
1989,9.612,645.9,4,34,0,66,10,5
1990,9.643,771.7,3,21,0,49,5,4
1991,8.318,690.8,2,19,0,93,16,19
1992,9.478,661.7,4,41,0,69,9,6
1993,8.287,865.9,0,21,0,92,15,29
1994,9.509,890.4,18,34,1,61,10,14
1995,8.847,714.7,15,45,0,105,23,29
1996,7.035,526.9,3,20,0,135,48,42
1997,8.905,668.6,6,39,0,102,17,15
1998,9.103,957.9,1,14,0,75,15,17
1999,9.835,766.1,6,40,0,69,7,26
2000,9.914,705.3,4,20,0,54,6,9
2001,8.938,813.9,3,29,0,96,15,30
2002,9.311,936.3,6,40,0,73,19,21
2003,8.954,487.1,12,52,0,110,18,24
2004,8.967,733.9,2,23,0,84,11,17
2005,9.179,639.4,3,36,0,98,13,42
2006,9.82,685.5,17,54,0,82,19,51
2007,10.01,950.1,3,26,0,53,3,10
2008,9.817,695.4,13,32,0,63,4,5
2009,9.25,689.4,3,34,0,81,16,29
2010,7.828,799.2,12,32,0,118,57,93
2011,9.604,683.0,3,27,0,88,12,18
2012,8.979,627.6,4,27,0,82,23,34
2013,9.005,647.8,9,36,0,91,18,54
2014,10.515,635.2,4,36,0,54,16,12
2015,9.873,745.3,9,27,0,59,1,5
2016,9.558,636.0,6,39,0,86,11,17
2017,9.612,958.0,0,21,0,63,7,22
2018,10.348,487.5,23,74,1,74,8,24
2019,10.301,680.0,17,38,0,75,5,9
2020,10.412,677.6,15,38,0,47,0,2
2021,9.398,735.9,4,38,0,83,14,31
2022,10.274,639.5,15,49,0,65,9,15
2023,10.428,948.0,6,47,0,67,8,16
2024,12.181,633.0,13,46,0,35,4,16
