year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,12.17,656.0,27,57,13,59,32,14
1948,11.484,882.0,5,28,0,22,8,3
1949,11.952,533.1,23,71,5,52,9,22
1950,11.523,831.0,11,53,4,35,12,12
1951,10.779,931.5,1,39,0,27,1,6
1952,11.107,856.4,18,51,6,52,15,46
1953,10.902,735.2,10,35,3,53,27,45
1954,9.64,950.4,3,26,0,55,26,30
1955,10.034,815.9,1,30,0,83,13,15
1956,9.086,940.4,1,19,0,67,29,23
1957,11.133,725.7,9,30,3,42,7,18
1958,10.74,974.6,4,38,1,69,6,24
1959,11.689,785.5,7,55,1,50,11,10
1960,10.924,982.4,2,20,0,37,10,14
1961,12.11,831.4,8,45,0,28,6,3
1962,10.589,666.5,8,48,1,61,8,25
1963,9.663,819.9,3,36,1,69,39,63
1964,10.928,716.4,16,53,1,58,23,15
1965,9.996,1077.8,5,24,2,54,13,53
1966,11.466,971.5,4,36,0,35,14,14
1967,11.865,747.7,9,52,3,39,9,13
1968,10.912,1127.0,3,27,2,49,11,25
1969,10.705,952.4,5,46,1,57,13,40
1970,10.516,921.6,2,43,0,69,13,56
1971,11.165,652.5,11,49,0,55,16,40
1972,10.025,624.2,2,26,0,41,6,17
1973,10.616,871.3,9,52,0,72,13,52
1974,11.13,860.8,6,31,4,28,2,3
1975,11.274,797.1,9,39,1,43,2,7
1976,11.478,647.5,16,49,1,52,12,23
1977,11.262,888.6,0,21,0,32,4,29
1978,10.284,953.0,2,27,0,41,9,30
1979,10.467,852.0,1,36,0,50,15,44
1980,10.477,878.0,2,28,1,44,11,14
1981,10.981,899.3,3,33,0,55,12,37
1982,11.381,1000.4,8,58,3,51,13,33
1983,11.916,979.7,17,60,5,43,8,38
1984,10.487,811.0,7,36,3,55,5,38
1985,10.447,647.1,5,54,0,59,26,47
1986,10.473,1019.6,9,52,1,62,26,64
1987,10.332,973.9,2,38,2,63,23,59
1988,11.954,887.8,3,34,3,32,3,18
1989,12.246,714.8,6,53,3,28,5,0
1990,12.664,747.9,10,48,0,22,5,1
1991,11.34,594.1,9,62,2,49,20,21
1992,11.803,708.6,16,52,10,39,9,28
1993,11.628,736.0,5,43,1,43,12,19
1994,12.441,980.1,17,54,3,24,3,11
1995,11.55,975.6,7,46,1,28,6,17
1996,10.019,681.5,3,33,0,64,17,10
1997,11.295,729.5,3,51,0,47,16,18
1998,11.817,881.5,14,42,3,35,9,10
1999,11.516,1001.5,4,40,0,34,10,14
2000,11.65,841.9,7,44,0,25,4,7
2001,11.37,868.9,9,45,1,43,7,2
2004,16.354,396.1,7,41,0,0,0,0
2005,11.62,675.2,19,58,0,62,14,31
2006,11.622,921.3,24,67,0,64,17,24
2007,12.399,776.4,6,62,1,41,3,8
2008,11.799,829.2,11,55,0,54,0,1
2009,11.631,530.7,18,60,0,70,13,6
2010,10.804,642.2,19,49,0,69,20,27
2011,12.231,628.0,14,75,0,62,6,6
2012,11.431,683.4,13,62,0,58,14,18
2013,11.149,814.3,16,63,0,67,13,21
2014,12.688,718.1,9,48,0,49,0,0
2015,12.185,584.7,31,65,0,61,1,7
2016,12.114,914.8,15,73,0,39,4,5
2017,12.321,601.2,27,80,1,56,13,23
2018,13.097,545.7,33,107,0,48,5,4
2019,12.478,710.0,29,72,1,58,2,3
2020,13.224,551.9,23,85,1,43,3,0
2021,11.532,791.7,9,61,0,61,6,15
2022,13.44,557.2,44,100,0,60,3,1
2023,13.684,632.4,29,105,0,47,0,1
2024,13.65,853.3,26,78,0,21,7,9
