year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1952;5.2;0;15;0;72
1953;5.72;0;2;0;47
1954;4.39;0;0;0;53
1955;4.54;0;2;0;35
1956;3.69;0;5;0;67
1957;5.36;1;8;0;30
1958;null;null;null;null;null
1959;null;null;null;null;null
1960;null;null;null;null;null
1961;6.26;0;12;0;29
1962;4.07;0;8;0;57
1963;4.66;0;6;0;53
1964;5.36;0;6;0;34
1965;4.25;0;7;0;70
1966;5.29;0;6;0;50
1967;5.79;0;8;0;39
1968;4.63;1;7;0;47
1969;4.95;0;11;0;62
1970;4.6;0;6;0;59
1971;5.37;0;10;0;47
1972;4.59;1;11;0;46
1973;5.21;0;15;0;38
1974;5.39;0;9;0;19
1975;5.52;0;5;0;24
1976;4.93;0;8;0;47
1977;5.37;0;2;0;45
1978;4.62;0;1;0;56
1979;4.89;0;2;0;61
1980;4.42;0;7;0;64
1981;5.12;0;7;0;70
1982;5.53;0;4;0;43
1983;6.31;3;12;0;46
1984;4.87;1;10;0;53
1985;4.41;0;9;0;51
1986;5;0;5;0;53
1987;5.21;0;8;0;47
1988;5.73;0;9;0;37
1989;6.3;0;3;0;9
1990;5.81;0;11;0;32
1991;5.01;0;9;0;37
1992;null;null;null;null;null
1993;null;null;null;null;null
1994;7.11;0;24;0;21
1995;5.61;0;14;0;39
1996;5.05;0;11;0;44
1997;6.41;0;4;0;20
1998;6.27;0;16;0;37
1999;6.22;0;8;0;45
2000;6.78;0;18;0;18
2001;6.22;0;23;0;37
2002;6.81;0;13;0;14
2003;6.63;2;42;0;32
2004;5.95;0;11;0;48
2005;5.5;0;20;0;59
2006;6.5;1;25;0;40
2007;6.94;1;11;0;18
2008;6.36;0;6;0;36
2009;6.24;0;13;0;42
2010;5.21;0;22;0;63
2011;7.22;0;13;0;27
2012;6.54;0;15;0;45
2013;6.41;1;21;0;36
2014;7.2;0;6;0;14
2015;7.6;0;29;0;21
2016;6.86;0;8;0;19
2017;6.89;0;22;0;38
2018;7.14;0;14;0;39
2019;7.11;2;23;0;28
2020;7.05;0;13;0;25
2021;6.09;0;14;0;46
2022;null;0;23;0;10
