month;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1951-1;null;null;null;null;null
1951-2;null;null;null;null;null
1951-3;null;null;null;null;null
1951-4;null;null;null;null;null
1951-5;null;null;null;null;null
1951-6;null;null;null;null;null
1951-7;null;null;null;null;null
1951-8;null;null;null;null;null
1951-9;null;null;null;null;null
1951-10;null;null;null;null;null
1951-11;null;null;null;null;null
1951-12;null;null;null;null;null
1952-1;null;null;null;null;null
1952-2;null;null;null;null;null
1952-3;null;null;null;null;null
1952-4;null;null;null;null;null
1952-5;null;null;null;null;null
1952-6;null;null;null;null;null
1952-7;null;null;null;null;null
1952-8;null;null;null;null;null
1952-9;null;null;null;null;null
1952-10;null;null;null;null;null
1952-11;null;null;null;null;null
1952-12;null;null;null;null;null
1953-1;null;null;null;null;null
1953-2;null;null;null;null;null
1953-3;null;null;null;null;null
1953-4;null;null;null;null;null
1953-5;null;null;null;null;null
1953-6;null;null;null;null;null
1953-7;null;null;null;null;null
1953-8;null;null;null;null;null
1953-9;null;null;null;null;null
1953-10;null;null;null;null;null
1953-11;null;null;null;null;null
1953-12;null;null;null;null;null
1954-1;null;null;null;null;null
1954-2;null;null;null;null;null
1954-3;null;null;null;null;null
1954-4;null;null;null;null;null
1954-5;null;null;null;null;null
1954-6;null;null;null;null;null
1954-7;null;null;null;null;null
1954-8;null;null;null;null;null
1954-9;null;null;null;null;null
1954-10;null;null;null;null;null
1954-11;null;null;null;null;null
1954-12;null;null;null;null;null
1955-1;null;null;null;null;null
1955-2;null;null;null;null;null
1955-3;null;null;null;null;null
1955-4;null;null;null;null;null
1955-5;null;null;null;null;null
1955-6;null;null;null;null;null
1955-7;null;null;null;null;null
1955-8;null;null;null;null;null
1955-9;null;null;null;null;null
1955-10;null;null;null;null;null
1955-11;null;null;null;null;null
1955-12;null;null;null;null;null
1956-1;null;null;null;null;null
1956-2;null;null;null;null;null
1956-3;null;null;null;null;null
1956-4;null;null;null;null;null
1956-5;null;null;null;null;null
1956-6;null;null;null;null;null
1956-7;null;null;null;null;null
1956-8;null;null;null;null;null
1956-9;null;null;null;null;null
1956-10;null;null;null;null;null
1956-11;null;null;null;null;null
1956-12;null;null;null;null;null
1957-1;null;null;null;null;null
1957-2;null;null;null;null;null
1957-3;null;null;null;null;null
1957-4;null;null;null;null;null
1957-5;null;null;null;null;null
1957-6;null;null;null;null;null
1957-7;null;null;null;null;null
1957-8;null;null;null;null;null
1957-9;null;null;null;null;null
1957-10;null;null;null;null;null
1957-11;null;null;null;null;null
1957-12;null;null;null;null;null
1958-1;null;null;null;null;null
1958-2;null;null;null;null;null
1958-3;null;null;null;null;null
1958-4;null;null;null;null;null
1958-5;null;null;null;null;null
1958-6;null;null;null;null;null
1958-7;null;null;null;null;null
1958-8;null;null;null;null;null
1958-9;null;null;null;null;null
1958-10;null;null;null;null;null
1958-11;null;null;null;null;null
1958-12;null;null;null;null;null
1959-1;null;null;null;null;null
1959-2;null;null;null;null;null
1959-3;null;null;null;null;null
1959-4;null;null;null;null;null
1959-5;null;null;null;null;null
1959-6;null;null;null;null;null
1959-7;null;null;null;null;null
1959-8;null;null;null;null;null
1959-9;null;null;null;null;null
1959-10;null;null;null;null;null
1959-11;null;null;null;null;null
1959-12;null;null;null;null;null
1960-1;null;null;null;null;null
1960-2;null;null;null;null;null
1960-3;null;null;null;null;null
1960-4;null;null;null;null;null
1960-5;null;null;null;null;null
1960-6;null;null;null;null;null
1960-7;null;null;null;null;null
1960-8;null;null;null;null;null
1960-9;null;null;null;null;null
1960-10;null;null;null;null;null
1960-11;null;null;null;null;null
1960-12;null;null;null;null;null
1961-1;null;null;null;null;null
1961-2;null;null;null;null;null
1961-3;null;null;null;null;null
1961-4;null;null;null;null;null
1961-5;null;null;null;null;null
1961-6;null;null;null;null;null
1961-7;null;null;null;null;null
1961-8;null;null;null;null;null
1961-9;null;null;null;null;null
1961-10;null;null;null;null;null
1961-11;null;null;null;null;null
1961-12;null;null;null;null;null
1962-1;null;null;null;null;null
1962-2;null;null;null;null;null
1962-3;null;null;null;null;null
1962-4;null;null;null;null;null
1962-5;null;null;null;null;null
1962-6;null;null;null;null;null
1962-7;null;null;null;null;null
1962-8;null;null;null;null;null
1962-9;null;null;null;null;null
1962-10;null;null;null;null;null
1962-11;null;null;null;null;null
1962-12;null;null;null;null;null
1963-1;null;null;null;null;null
1963-2;null;null;null;null;null
1963-3;null;null;null;null;null
1963-4;null;null;null;null;null
1963-5;null;null;null;null;null
1963-6;null;null;null;null;null
1963-7;null;null;null;null;null
1963-8;null;null;null;null;null
1963-9;null;null;null;null;null
1963-10;null;null;null;null;null
1963-11;null;null;null;null;null
1963-12;null;null;null;null;null
1964-1;null;null;null;null;null
1964-2;null;null;null;null;null
1964-3;null;null;null;null;null
1964-4;null;null;null;null;null
1964-5;null;null;null;null;null
1964-6;null;null;null;null;null
1964-7;null;null;null;null;null
1964-8;null;null;null;null;null
1964-9;null;null;null;null;null
1964-10;null;null;null;null;null
1964-11;null;null;null;null;null
1964-12;null;null;null;null;null
1965-1;null;null;null;null;null
1965-2;null;null;null;null;null
1965-3;null;null;null;null;null
1965-4;null;null;null;null;null
1965-5;null;null;null;null;null
1965-6;null;null;null;null;null
1965-7;null;null;null;null;null
1965-8;null;null;null;null;null
1965-9;null;null;null;null;null
1965-10;null;null;null;null;null
1965-11;null;null;null;null;null
1965-12;null;null;null;null;null
1966-1;null;null;null;null;null
1966-2;null;null;null;null;null
1966-3;null;null;null;null;null
1966-4;null;null;null;null;null
1966-5;null;null;null;null;null
1966-6;null;null;null;null;null
1966-7;null;null;null;null;null
1966-8;null;null;null;null;null
1966-9;null;null;null;null;null
1966-10;null;null;null;null;null
1966-11;null;null;null;null;null
1966-12;null;null;null;null;null
1967-1;null;null;null;null;null
1967-2;null;null;null;null;null
1967-3;null;null;null;null;null
1967-4;null;null;null;null;null
1967-5;null;null;null;null;null
1967-6;null;null;null;null;null
1967-7;null;null;null;null;null
1967-8;null;null;null;null;null
1967-9;null;null;null;null;null
1967-10;null;null;null;null;null
1967-11;null;null;null;null;null
1967-12;null;null;null;null;null
1968-1;null;null;null;null;null
1968-2;null;null;null;null;null
1968-3;null;null;null;null;null
1968-4;null;null;null;null;null
1968-5;null;null;null;null;null
1968-6;null;null;null;null;null
1968-7;null;null;null;null;null
1968-8;null;null;null;null;null
1968-9;null;null;null;null;null
1968-10;null;null;null;null;null
1968-11;null;null;null;null;null
1968-12;null;null;null;null;null
1969-1;null;null;null;null;null
1969-2;null;null;null;null;null
1969-3;null;null;null;null;null
1969-4;null;null;null;null;null
1969-5;null;null;null;null;null
1969-6;null;null;null;null;null
1969-7;null;null;null;null;null
1969-8;null;null;null;null;null
1969-9;null;null;null;null;null
1969-10;null;null;null;null;null
1969-11;null;null;null;null;null
1969-12;null;null;null;null;null
1970-1;null;null;null;null;null
1970-2;null;null;null;null;null
1970-3;null;null;null;null;null
1970-4;null;null;null;null;null
1970-5;null;null;null;null;null
1970-6;null;null;null;null;null
1970-7;null;null;null;null;null
1970-8;null;null;null;null;null
1970-9;null;null;null;null;null
1970-10;null;null;null;null;null
1970-11;null;null;null;null;null
1970-12;null;null;null;null;null
1971-1;null;null;null;null;null
1971-2;null;null;null;null;null
1971-3;null;null;null;null;null
1971-4;null;null;null;null;null
1971-5;null;null;null;null;null
1971-6;null;null;null;null;null
1971-7;11.56;0;0;0;0
1971-8;13.32;0;2;0;0
1971-9;6.1;0;0;0;2
1971-10;5.29;0;0;0;1
1971-11;-1.5;0;0;0;12
1971-12;-0.4;0;0;0;11
1972-1;-6.45;0;0;0;27
1972-2;-2.61;0;0;0;12
1972-3;0.53;0;0;0;3
1972-4;1.94;0;0;0;0
1972-5;4.96;0;0;0;0
1972-6;8.66;0;0;0;0
1972-7;10.17;0;0;0;0
1972-8;10.52;0;0;0;0
1972-9;4.55;0;0;0;0
1972-10;2.71;0;0;0;3
1972-11;0.04;0;0;0;8
1972-12;-2.79;0;0;0;12
1973-1;-3.54;0;0;0;16
1973-2;-6.12;0;0;0;21
1973-3;-4.38;0;0;0;19
1973-4;null;null;null;null;null
1973-5;null;null;null;null;null
1973-6;null;null;null;null;null
1973-7;null;null;null;null;null
1973-8;12.05;0;0;0;0
1973-9;null;null;null;null;null
1973-10;null;null;null;null;null
1973-11;null;null;null;null;null
1973-12;null;null;null;null;null
1974-1;null;null;null;null;null
1974-2;null;null;null;null;null
1974-3;null;null;null;null;null
1974-4;null;null;null;null;null
1974-5;null;null;null;null;null
1974-6;null;null;null;null;null
1974-7;null;null;null;null;null
1974-8;null;null;null;null;null
1974-9;null;null;null;null;null
1974-10;null;null;null;null;null
1974-11;null;null;null;null;null
1974-12;null;null;null;null;null
1975-1;null;null;null;null;null
1975-2;null;null;null;null;null
1975-3;null;null;null;null;null
1975-4;null;null;null;null;null
1975-5;null;null;null;null;null
1975-6;null;null;null;null;null
1975-7;null;null;null;null;null
1975-8;null;null;null;null;null
1975-9;null;null;null;null;null
1975-10;null;null;null;null;null
1975-11;null;null;null;null;null
1975-12;null;null;null;null;null
1976-1;null;null;null;null;null
1976-2;null;null;null;null;null
1976-3;null;null;null;null;null
1976-4;null;null;null;null;null
1976-5;null;null;null;null;null
1976-6;null;null;null;null;null
1976-7;null;null;null;null;null
1976-8;null;null;null;null;null
1976-9;null;null;null;null;null
1976-10;null;null;null;null;null
1976-11;null;null;null;null;null
1976-12;null;null;null;null;null
1977-1;null;null;null;null;null
1977-2;null;null;null;null;null
1977-3;null;null;null;null;null
1977-4;null;null;null;null;null
1977-5;null;null;null;null;null
1977-6;null;null;null;null;null
1977-7;null;null;null;null;null
1977-8;null;null;null;null;null
1977-9;null;null;null;null;null
1977-10;null;null;null;null;null
1977-11;null;null;null;null;null
1977-12;null;null;null;null;null
1978-1;null;null;null;null;null
1978-2;null;null;null;null;null
1978-3;null;null;null;null;null
1978-4;null;null;null;null;null
1978-5;null;null;null;null;null
1978-6;null;null;null;null;null
1978-7;null;null;null;null;null
1978-8;null;null;null;null;null
1978-9;null;null;null;null;null
1978-10;null;null;null;null;null
1978-11;null;null;null;null;null
1978-12;null;null;null;null;null
1979-1;null;null;null;null;null
1979-2;null;null;null;null;null
1979-3;null;null;null;null;null
1979-4;null;null;null;null;null
1979-5;null;null;null;null;null
1979-6;null;null;null;null;null
1979-7;null;null;null;null;null
1979-8;null;null;null;null;null
1979-9;null;null;null;null;null
1979-10;null;null;null;null;null
1979-11;null;null;null;null;null
1979-12;null;null;null;null;null
1980-1;null;null;null;null;null
1980-2;null;null;null;null;null
1980-3;-3.53;0;0;0;15
1980-4;-2.95;0;0;0;15
1980-5;3.1;0;0;0;0
1980-6;7.06;0;0;0;0
1980-7;9.52;0;0;0;0
1980-8;11.73;0;2;0;0
1980-9;7.95;0;0;0;0
1980-10;2.42;0;0;0;4
1980-11;-2.12;0;0;0;16
1980-12;-5.89;0;0;0;20
1981-1;-8.27;0;0;0;26
1981-2;-7.06;0;0;0;21
1981-3;0.17;0;0;0;7
1981-4;2.22;0;0;0;4
1981-5;5.91;0;0;0;0
1981-6;9.51;0;0;0;0
1981-7;9.62;0;0;0;0
1981-8;11.05;0;0;0;0
1981-9;null;null;null;null;null
1981-10;3.2;0;0;0;4
1981-11;-1.73;0;0;0;16
1981-12;-7.53;0;0;0;30
1982-1;null;null;null;null;null
1982-2;null;null;null;null;null
1982-3;null;null;null;null;null
1982-4;null;null;null;null;null
1982-5;null;null;null;null;null
1982-6;null;null;null;null;null
1982-7;null;null;null;null;null
1982-8;null;null;null;null;null
1982-9;null;null;null;null;null
1982-10;null;null;null;null;null
1982-11;null;null;null;null;null
1982-12;null;null;null;null;null
1983-1;null;null;null;null;null
1983-2;null;null;null;null;null
1983-3;null;null;null;null;null
1983-4;null;null;null;null;null
1983-5;null;null;null;null;null
1983-6;null;null;null;null;null
1983-7;null;null;null;null;null
1983-8;null;null;null;null;null
1983-9;null;null;null;null;null
1983-10;null;null;null;null;null
1983-11;null;null;null;null;null
1983-12;null;null;null;null;null
1984-1;null;null;null;null;null
1984-2;null;null;null;null;null
1984-3;null;null;null;null;null
1984-4;null;null;null;null;null
1984-5;null;null;null;null;null
1984-6;null;null;null;null;null
1984-7;null;null;null;null;null
1984-8;null;null;null;null;null
1984-9;6.57;0;0;0;0
1984-10;4.97;0;0;0;0
1984-11;1;0;0;0;6
1984-12;-3.73;0;0;0;15
1985-1;-10.14;0;0;0;26
1985-2;-6.34;0;0;0;19
1985-3;-3.67;0;0;0;17
1985-4;0.22;0;0;0;7
1985-5;5.86;0;0;0;1
1985-6;6.82;0;0;0;0
1985-7;12.43;0;0;0;0
1985-8;10.97;0;0;0;0
1985-9;10.15;0;0;0;0
1985-10;4.52;0;0;0;0
1985-11;-5.03;0;0;0;19
1985-12;-1.07;0;0;0;11
1986-1;-7.15;0;0;0;26
1986-2;-10.66;0;0;0;27
1986-3;-2.68;0;0;0;11
1986-4;0.62;0;0;0;7
1986-5;8.19;0;0;0;1
1986-6;8.42;0;0;0;0
1986-7;10.36;0;0;0;0
1986-8;11.07;0;0;0;0
1986-9;8.54;0;0;0;0
1986-10;4.65;0;0;0;3
1986-11;0.05;0;0;0;8
1986-12;-4.17;0;0;0;17
1987-1;null;null;null;null;null
1987-2;-3.89;0;0;0;17
1987-3;-7.15;0;0;0;25
1987-4;1.42;0;0;0;8
1987-5;2.6;0;0;0;4
1987-6;8.06;0;0;0;0
1987-7;12.06;0;0;0;0
1987-8;10.35;0;0;0;0
1987-9;11.23;0;0;0;0
1987-10;4.19;0;0;0;1
1987-11;-0.67;0;0;0;11
1987-12;-2.2;0;0;0;15
1988-1;-2.95;0;0;0;11
1988-2;-6.22;0;0;0;22
1988-3;-4.72;0;0;0;21
1988-4;1.68;0;0;0;2
1988-5;6.39;0;0;0;0
1988-6;8.1;0;0;0;0
1988-7;12.33;0;0;0;0
1988-8;11.79;0;0;0;0
1988-9;7.67;0;0;0;0
1988-10;5.92;0;0;0;1
1988-11;-3.21;0;0;0;14
1988-12;-3.51;0;0;0;18
1989-1;-1.31;0;0;0;8
1989-2;-0.67;0;0;0;7
1989-3;1.16;0;0;0;4
1989-4;1.43;0;0;0;5
1989-5;5.16;0;0;0;1
1989-6;6.73;0;0;0;0
1989-7;11.11;0;0;0;0
1989-8;10.68;0;0;0;0
1989-9;7.72;0;0;0;0
1989-10;5.32;0;0;0;2
1989-11;-1.79;0;0;0;10
1989-12;-2.65;0;0;0;13
1990-1;-2.37;0;0;0;12
1990-2;-0.18;0;0;0;6
1990-3;1.03;0;0;0;6
1990-4;-0.11;0;0;0;8
1990-5;6.26;0;0;0;1
1990-6;7.37;0;0;0;0
1990-7;10.05;0;0;0;0
1990-8;10.69;0;0;0;0
1990-9;5.13;0;0;0;0
1990-10;4.51;0;0;0;2
1990-11;-3.1;0;0;0;14
1990-12;-8.06;0;0;0;27
1991-1;-5.26;0;0;0;23
1991-2;-8.06;0;0;0;18
1991-3;0.49;0;0;0;5
1991-4;-0.39;0;0;0;7
1991-5;1.11;0;0;0;5
1991-6;8.51;0;0;0;0
1991-7;12.44;0;0;0;0
1991-8;12.1;0;0;0;0
1991-9;10.1;0;0;0;0
1991-10;2.04;0;0;0;10
1991-11;-1.8;0;0;0;14
1991-12;-4.87;0;0;0;17
1992-1;-2.93;0;0;0;17
1992-2;-3.25;0;0;0;12
1992-3;-2.15;0;0;0;13
1992-4;0.48;0;0;0;4
1992-5;6.47;0;0;0;0
1992-6;9.38;0;0;0;0
1992-7;12.76;0;0;0;0
1992-8;14.44;0;0;0;0
1992-9;8.55;0;0;0;0
1992-10;1.31;0;0;0;6
1992-11;0.24;0;0;0;6
1992-12;-5.03;0;0;0;21
1993-1;-4.44;0;0;0;19
1993-2;-3.89;0;0;0;14
1993-3;-3.44;0;0;0;15
1993-4;2.38;0;0;0;3
1993-5;7.95;0;0;0;0
1993-6;9.78;0;0;0;0
1993-7;9.98;0;0;0;0
1993-8;11.65;0;0;0;0
1993-9;6.95;0;0;0;0
1993-10;3.85;0;0;0;0
1993-11;-3.89;0;0;0;16
1993-12;-3.47;0;0;0;19
1994-1;-3.43;0;0;0;14
1994-2;-5.25;0;0;0;15
1994-3;1.68;0;0;0;3
1994-4;null;null;null;null;null
1994-5;null;null;null;null;null
1994-6;null;null;null;null;null
1994-7;null;null;null;null;null
1994-8;null;null;null;null;null
1994-9;null;null;null;null;null
1994-10;null;null;null;null;null
1994-11;null;null;null;null;null
1994-12;null;null;null;null;null
1995-1;null;null;null;null;null
1995-2;-1.67;0;0;0;8
1995-3;-4.8;0;0;0;19
1995-4;1.16;0;0;0;9
1995-5;5.95;0;0;0;2
1995-6;7.27;0;0;0;0
1995-7;14.18;0;1;0;0
1995-8;10.04;0;0;0;0
1995-9;5.67;0;0;0;1
1995-10;8.16;0;0;0;0
1995-11;-2.86;0;0;0;13
1995-12;-5.42;0;0;0;20
1996-1;-5.17;0;0;0;25
1996-2;-7.52;0;0;0;24
1996-3;-5.18;0;0;0;18
1996-4;1.29;0;0;0;7
1996-5;6.7;0;0;0;0
1996-6;10.84;0;0;0;0
1996-7;9.95;0;0;0;0
1996-8;10.4;0;0;0;0
1996-9;3.63;0;0;0;0
1996-10;3.29;0;0;0;0
1996-11;-0.86;0;0;0;12
1996-12;-4.99;0;0;0;15
1997-1;-2.59;0;0;0;19
1997-2;-1.59;0;0;0;8
1997-3;-0.03;0;0;0;9
1997-4;-1.93;0;0;0;10
1997-5;6.55;0;0;0;1
