year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1927,8.572,436.6,0,15,0,55,20,20
1928,8.703,586.5,6,22,0,84,14,16
1929,7.827,497.3,10,41,0,103,47,37
1930,9.45,567.8,4,25,1,71,6,5
1931,8.313,635.5,3,23,0,96,24,15
1932,8.513,525.8,7,36,0,106,25,16
1933,8.088,409.8,2,20,0,109,36,28
1934,0.0,0.8,0,0,0,1,1,0
1935,5.335,239.9,0,0,0,55,15,11
1936,9.202,609.0,1,17,0,76,8,3
1937,9.269,552.5,5,30,0,72,15,28
1938,9.313,544.6,3,31,0,65,18,20
1939,9.035,703.9,2,28,0,80,14,11
1940,6.974,730.4,0,24,0,101,58,72
1941,7.876,650.0,10,26,0,89,31,37
1942,7.877,528.5,3,26,0,95,46,54
1943,6.961,144.3,0,3,0,44,8,8
1946,8.666,741.2,4,19,0,85,23,37
1947,8.353,568.5,27,68,0,114,49,63
1948,9.266,612.0,7,30,0,76,13,13
1949,9.217,559.8,4,40,0,80,8,22
1950,8.752,746.0,5,25,0,82,21,34
1951,9.017,515.5,4,29,0,91,3,9
1952,8.17,675.8,6,33,0,102,15,53
1953,9.222,469.4,5,32,0,99,17,31
1954,8.162,634.5,3,17,0,90,28,15
1955,7.718,586.5,0,18,0,112,26,66
1956,7.194,777.5,0,12,0,98,41,51
1957,9.004,691.9,8,24,0,74,9,13
1958,8.657,851.4,0,23,0,81,10,33
1959,9.275,391.6,6,52,0,97,8,17
1960,8.814,776.5,0,13,0,75,15,42
1961,9.279,824.1,3,26,0,61,19,19
1962,7.291,584.3,0,17,0,96,26,44
1963,7.08,502.0,4,23,0,109,59,82
1964,8.433,433.7,11,49,0,94,24,36
1965,7.851,694.9,0,14,0,85,20,52
1966,8.912,853.0,2,27,0,64,22,35
1967,9.392,829.0,2,27,0,60,10,25
1968,8.679,608.5,1,32,0,88,24,41
1969,8.37,665.5,9,41,0,110,39,78
1970,8.378,806.3,3,32,0,89,31,91
1971,9.128,455.3,6,36,0,65,16,37
1972,8.283,597.5,4,19,0,71,13,10
1973,8.863,538.9,7,41,0,78,7,37
1974,9.462,672.0,3,16,0,32,1,7
1975,9.645,583.3,11,46,0,53,4,5
1976,9.116,452.1,12,48,0,78,19,44
1977,9.294,663.7,0,20,0,46,5,22
1978,8.435,608.0,2,20,0,76,20,34
1979,8.235,626.1,3,28,0,85,20,68
1980,8.278,677.0,1,24,0,85,24,40
1981,8.645,1042.9,4,26,0,88,20,85
1982,9.592,475.4,11,55,0,70,11,22
1983,9.684,588.4,13,56,0,69,17,32
1984,8.635,733.6,5,19,0,74,8,26
1985,7.906,617.9,3,24,0,92,44,65
1986,8.545,750.5,6,36,0,72,33,60
1987,7.797,691.2,2,18,0,92,35,74
1988,9.751,692.2,2,28,1,60,3,27
1989,10.173,486.2,7,47,0,62,7,0
1990,10.181,593.1,9,38,0,43,3,15
1991,8.936,456.5,6,37,0,80,17,18
1992,9.918,644.9,11,54,0,50,11,8
1993,8.935,770.5,0,33,0,74,22,41
1994,9.837,730.2,15,41,0,49,7,10
1995,8.981,616.9,11,46,0,88,22,26
1996,7.158,542.9,2,23,0,104,47,43
1997,8.954,580.0,8,39,0,75,14,27
1998,9.218,756.8,7,23,0,70,16,35
1999,9.785,612.4,6,42,0,59,9,21
2000,10.097,570.7,5,27,0,50,5,12
2001,9.282,646.1,9,34,0,81,15,27
2002,9.57,861.5,8,32,0,61,15,22
2003,9.431,463.9,19,62,0,93,20,24
2004,9.046,674.1,6,34,0,89,6,15
2005,9.285,584.8,8,42,0,90,18,39
2006,9.669,525.4,13,55,0,85,15,44
2007,10.029,891.5,3,28,0,55,6,12
2008,9.772,575.8,8,31,0,64,6,12
2009,9.28,640.3,5,34,0,85,19,33
2010,8.004,703.6,10,34,0,113,57,93
2011,9.874,448.8,4,42,0,88,10,10
2012,9.409,623.9,5,34,0,75,21,17
2013,8.924,641.8,16,38,0,91,26,37
2014,10.594,609.2,3,33,0,54,8,13
2015,10.161,626.9,15,42,0,72,0,6
2016,9.838,543.6,13,44,0,82,9,12
2017,9.898,776.6,5,36,0,75,13,7
2018,10.642,429.6,26,82,0,77,10,17
2019,10.411,547.9,16,51,0,65,5,3
2020,10.447,574.3,8,44,0,69,0,0
2021,9.331,613.5,3,41,0,78,11,16
2022,10.605,488.9,19,62,0,66,9,8
2023,10.746,841.8,11,57,0,64,2,10
2024,12.328,716.7,11,53,0,34,5,8
