year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1962;7.1;4;43;0;45
1963;7.58;9;56;0;61
1964;7.79;2;56;0;47
1965;7.16;6;34;0;46
1966;8.56;4;50;0;35
1967;8.59;15;62;0;30
1968;7.7;6;45;0;49
1969;7.73;6;58;0;55
1970;7.93;7;51;0;38
1971;7.99;13;64;0;43
1972;8.1;8;48;0;40
1973;7.88;4;60;0;35
1974;8.76;13;47;0;13
1975;9.39;745;3073;3;1250
1976;null;null;null;null;null
1977;8.81;0;30;0;29
1978;7.33;0;21;0;53
1979;8.33;0;56;0;24
1980;7.41;2;29;0;44
1981;8.05;5;46;0;39
1982;8.79;2;50;0;29
1983;8.52;10;58;0;41
1984;7.95;4;31;0;37
1985;7.89;7;51;0;52
1986;7.83;5;55;0;55
1987;8;6;60;0;49
1988;8.77;16;46;0;23
1989;8.83;2;40;0;25
1990;9.19;6;51;0;20
1991;8.27;7;59;0;39
1992;9.58;26;77;0;24
1993;null;null;null;null;null
1994;10.34;25;80;0;13
1995;8.98;8;60;0;25
1996;8.3;8;56;0;39
1997;9.37;1;73;0;20
1998;9.66;22;70;0;22
1999;9.43;10;69;0;34
2000;10.45;24;77;0;23
2001;9.92;27;77;0;22
2002;10.43;17;74;0;17
2003;9.65;43;103;0;24
2004;9.13;10;57;0;22
2005;9.06;16;70;1;26
2006;9.29;30;64;0;30
2007;10.46;21;76;0;13
2008;10.44;14;82;0;13
2009;10.12;15;75;0;26
2010;9.38;26;76;1;45
2011;9.95;20;90;0;35
2012;10.12;30;85;0;30
2013;10.09;33;80;0;19
2014;11.27;12;59;0;9
2015;10.59;41;81;0;13
2016;10.54;15;88;0;14
2017;10.25;31;80;0;20
2018;11.22;23;102;0;8
2019;11.22;32;83;1;13
2020;10.72;20;80;0;5
2021;9.77;28;81;0;21
2022;null;32;83;0;6
