year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1901;null;null;null;null;null
1902;null;null;null;null;null
1903;null;null;null;null;null
1904;null;null;null;null;null
1905;null;null;null;null;null
1906;null;null;null;null;null
1907;null;null;null;null;null
1908;null;null;null;null;null
1909;null;null;null;null;null
1910;null;null;null;null;null
1911;null;null;null;null;null
1912;null;null;null;null;null
1913;null;null;null;null;null
1914;null;null;null;null;null
1915;null;null;null;null;null
1916;null;null;null;null;null
1917;null;null;null;null;null
1918;null;null;null;null;null
1919;null;null;null;null;null
1920;null;null;null;null;null
1921;null;null;null;null;null
1922;null;null;null;null;null
1923;null;null;null;null;null
1924;null;null;null;null;null
1925;null;null;null;null;null
1926;null;null;null;null;null
1927;null;null;null;null;null
1928;null;null;null;null;null
1929;null;null;null;null;null
1930;null;null;null;null;null
1931;null;null;null;null;null
1932;null;null;null;null;null
1933;null;null;null;null;null
1934;null;null;null;null;null
1935;null;null;null;null;null
1936;8.73;0;33;0;20
1937;8.78;0;27;0;27
1938;null;null;null;null;null
1939;8.2;0;30;0;29
1940;6.87;0;10;0;60
1941;7.16;0;34;0;34
1942;7.6;6;48;0;42
1943;8.86;10;54;0;22
1944;8.03;6;46;0;20
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;8.84;26;81;0;36
1948;9.01;2;49;0;20
1949;8.85;8;46;0;18
1950;8.96;21;79;0;26
1951;9.25;11;61;0;8
1952;8.36;13;61;0;22
1953;9.03;5;58;0;22
1954;7.95;1;47;0;35
1955;8.23;2;46;0;18
1956;7.51;3;48;0;40
1957;8.86;13;47;0;16
1958;8.88;11;57;0;18
1959;8.76;7;42;0;17
1960;8.54;5;37;0;27
1961;8.97;11;65;0;33
1962;7.32;8;49;0;45
1963;7.62;7;50;0;56
1964;8.21;8;58;0;37
1965;7.8;7;31;0;21
1966;9.01;3;43;0;27
1967;9.1;8;47;0;19
1968;8.5;4;31;0;28
1969;8.3;6;50;0;42
1970;8.27;2;49;0;21
1971;8.72;8;52;0;26
1972;8.43;8;39;0;28
1973;8.35;10;60;0;23
1974;9.03;8;44;0;3
1975;9.1;2;49;0;12
1976;8.55;6;37;0;26
1977;9.26;0;40;0;16
1978;8.17;0;30;0;23
1979;8.8;1;56;0;21
1980;8.26;6;36;0;24
1981;8.89;6;50;0;20
1982;9.35;6;69;0;21
1983;9.61;17;76;0;22
1984;8.79;9;43;0;13
1985;8.1;6;51;0;32
1986;8.29;4;50;0;37
1987;8.58;5;49;0;28
1988;9.39;15;44;0;4
1989;9.44;0;35;0;1
1990;9.42;7;52;0;15
1991;8.47;8;46;0;19
1992;10.01;33;79;0;16
1993;9.02;3;49;0;27
1994;10.38;20;63;0;8
1995;9.14;10;56;0;26
1996;8.43;7;42;0;23
1997;9.41;0;57;0;7
1998;9.7;17;56;1;9
1999;9.71;6;50;0;14
2000;10.3;13;62;0;20
2001;9.7;19;65;0;16
2002;10.16;12;58;0;18
2003;9.84;40;91;0;18
2004;9.17;7;45;0;13
2005;8.94;11;50;0;33
2006;9.48;16;49;0;19
2007;10.47;12;65;0;9
2008;10.54;11;62;0;9
2009;10.12;14;54;0;24
2010;9.21;17;53;0;45
2011;10.21;9;59;0;8
2012;10.16;19;74;0;22
2013;10.05;23;67;0;15
2014;11.11;6;41;0;5
2015;10.8;33;66;0;2
2016;10.65;7;76;0;8
2017;10.43;26;75;0;15
2018;11.21;18;85;0;11
2019;11.35;26;79;0;7
2020;10.76;17;72;0;1
2021;10.21;20;78;0;11
2022;11.19;23;82;1;3
2023;null;0;0;0;1
