endDate;heatDays;summerDays;tropicalNights;iceDays
1940-08-09;null;null;null;null
1941-08-09;null;null;null;null
1942-08-09;null;null;null;null
1943-08-09;null;null;null;null
1944-08-09;null;null;null;null
1945-08-09;null;null;null;null
1946-08-09;null;null;null;null
1947-08-09;null;null;null;null
1948-08-09;10;48;0;17
1949-08-09;10;36;1;12
1950-08-09;15;58;0;25
1951-08-09;6;38;0;6
1952-08-09;20;60;0;20
1953-08-09;7;52;1;23
1954-08-09;5;35;0;41
1955-08-09;2;32;0;32
1956-08-09;1;32;0;41
1957-08-09;9;43;3;12
1958-08-09;9;43;0;17
1959-08-09;6;30;0;15
1960-08-09;0;34;0;21
1961-08-09;8;29;0;14
1962-08-09;8;40;0;16
1963-08-09;12;47;0;46
1964-08-09;6;45;0;37
1965-08-09;1;26;0;24
1966-08-09;1;27;0;24
1967-08-09;18;48;1;12
1968-08-09;9;49;0;11
1969-08-09;13;54;0;29
1970-08-09;16;41;0;30
1971-08-09;16;52;3;29
1972-08-09;12;39;0;19
1973-08-09;9;46;1;8
1974-08-09;8;35;0;6
1975-08-09;4;47;0;0
1976-08-09;14;42;1;12
1977-08-09;6;52;0;13
1978-08-09;3;30;0;17
1979-08-09;13;54;1;17
1980-08-09;6;31;2;24
1981-08-09;17;49;3;15
1982-08-09;12;55;1;31
1983-08-09;26;59;3;11
1984-08-09;9;33;0;10
1985-08-09;11;40;0;34
1986-08-09;24;65;4;32
1987-08-09;8;38;1;35
1988-08-09;14;47;3;5
1989-08-09;9;43;2;10
1990-08-09;14;39;0;14
1991-08-09;12;37;1;24
1992-08-09;17;49;2;3
1993-08-09;17;55;1;21
1994-08-09;37;62;13;10
1995-08-09;25;54;2;13
1996-08-09;15;51;1;42
1997-08-09;2;38;0;23
1998-08-09;18;56;10;8
1999-08-09;8;51;1;16
2000-08-09;15;57;1;19
2001-08-09;17;56;3;8
2002-08-09;22;60;6;12
2003-08-09;30;74;10;27
2004-08-09;11;37;3;18
2005-08-09;15;54;10;23
2006-08-09;28;49;19;32
2007-08-09;28;68;13;2
2008-08-09;7;53;0;7
2009-08-09;12;52;0;21
2010-08-09;18;48;5;19
2011-08-09;6;49;1;15
2012-08-09;24;62;6;16
2013-08-09;25;57;9;17
2014-08-09;11;57;1;7
2015-08-09;28;53;9;2
2016-08-09;14;50;2;10
2017-08-09;26;62;4;24
2018-08-09;19;80;4;11
2019-08-09;22;62;4;6
2020-08-09;13;43;0;6
2021-08-09;23;59;3;7
2022-08-09;28;68;6;1
2023-08-09;15;49;4;1
