year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1947;9.35;17;65;0;40
1948;9.28;2;35;0;21
1949;9.57;12;52;0;19
1950;9.17;22;72;0;29
1951;9.37;16;58;0;7
1952;8.5;19;66;0;47
1953;9.11;17;52;0;39
1954;8.07;4;41;0;31
1955;8.39;4;40;0;17
1956;7.45;8;44;0;45
1957;9.11;11;36;0;16
1958;8.63;9;67;0;33
1959;9.37;7;52;0;17
1960;8.77;6;37;0;25
1961;9.91;23;66;0;19
1962;7.8;15;56;0;39
1963;8.07;10;49;0;47
1964;8.96;17;59;0;34
1965;8.19;11;33;0;22
1966;8.73;7;44;0;30
1967;9.02;13;52;0;23
1968;8.6;10;45;0;27
1969;8.54;11;61;0;43
1970;8.29;14;48;0;29
1971;8.81;15;52;0;28
1972;8.72;11;42;0;19
1973;8.54;16;59;0;21
1974;8.86;11;54;0;6
1975;8.81;7;56;0;19
1976;9.04;18;59;0;22
1977;9.26;5;42;0;18
1978;8.35;1;48;0;24
1979;8.6;5;53;0;20
1980;7.93;9;38;0;29
1981;8.46;14;48;0;36
1982;9.27;12;63;0;9
1983;9.37;14;63;0;18
1984;8.43;11;43;0;23
1985;8.58;14;68;0;35
1986;9.08;5;60;0;32
1987;9.02;10;50;0;25
1988;9.74;10;45;0;10
1989;10.03;3;38;0;8
1990;9.84;9;53;0;22
1991;9.34;16;68;0;13
1992;10;21;66;0;14
1993;9.36;6;49;0;19
1994;10.24;16;59;0;14
1995;8.68;8;41;0;25
1996;8.43;4;36;0;16
1997;9.47;1;44;0;11
1998;9.28;11;52;0;25
1999;9.09;3;38;0;25
2000;9.64;5;46;0;16
2001;9.1;7;43;0;18
2002;9.87;9;45;0;17
2003;9.93;33;86;0;27
2004;9.01;7;48;0;19
2005;8.63;13;50;0;42
2006;9.44;20;59;0;29
2007;10.06;8;52;0;16
2008;9.45;6;52;0;14
2009;9.6;10;57;0;27
2010;9.24;21;53;0;30
2011;10.76;18;77;0;11
2012;9.91;19;73;0;26
2013;9.75;21;66;0;17
2014;10.89;9;35;0;4
2015;10.78;33;71;0;5
2016;10.39;14;60;0;9
2017;10.32;24;73;0;23
2018;11.11;36;94;0;11
2019;10.52;25;70;0;12
2020;10.54;14;64;0;3
2021;9.7;15;60;0;22
2022;null;null;null;null;null
