year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1992;8.33;13;37;5;27
1993;7.67;0;23;0;56
1994;8.93;8;35;1;25
1995;7.5;2;23;1;50
1996;6.28;0;9;0;68
1997;7.68;0;10;0;39
1998;8.24;1;28;2;45
1999;8.02;1;10;0;41
2000;9.38;6;42;4;29
2001;8.01;5;28;1;48
2002;8.65;1;17;1;31
2003;8.44;5;45;2;45
2004;7.62;0;18;0;50
2005;7.2;1;17;2;65
2006;8.42;4;21;1;50
2007;9;6;36;4;26
2008;8.69;0;13;1;21
2009;8.39;1;20;1;45
2010;7.16;4;23;2;71
2011;8.77;3;20;2;40
2012;8.55;5;37;3;43
2013;8;10;31;6;49
2014;null;null;null;null;null
2015;9.66;21;48;15;24
2016;8.68;0;16;1;21
2017;8.74;1;39;3;40
2018;9.34;1;27;1;52
2019;9.71;8;44;4;26
2020;9.24;0;24;0;15
2021;8.4;1;30;1;36
2022;9.6;8;33;3;29
2023;null;0;0;0;14
