year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1907,9.406,537.4,3,19,0,79,20,0
1908,9.653,365.4,7,37,0,71,16,0
1909,9.001,352.5,1,16,0,139,29,0
1910,10.278,561.0,4,28,0,63,3,0
1911,10.844,281.5,18,54,0,68,15,0
1912,9.02,428.7,2,25,0,69,21,0
1913,10.073,333.3,1,28,0,66,12,0
1914,10.282,516.0,7,39,0,47,16,0
1915,9.401,547.1,9,32,0,73,15,0
1916,9.889,529.4,0,18,0,48,7,0
1917,9.163,391.3,9,49,1,85,38,0
1918,10.342,423.9,3,27,0,58,13,0
1919,9.251,350.0,10,27,0,72,19,0
1920,10.567,521.7,6,26,0,51,9,0
1921,11.367,436.3,12,50,0,41,0,0
1922,8.15,521.6,6,27,0,90,35,0
1923,9.546,423.0,12,26,1,59,13,0
1924,8.995,427.4,6,30,0,88,36,0
1925,10.501,519.5,6,33,0,44,7,0
1926,10.164,592.5,3,28,1,50,22,0
1927,9.982,571.7,3,28,0,40,12,0
1928,9.63,328.2,9,34,1,65,14,0
1929,8.074,324.6,11,39,0,100,61,0
1930,10.271,564.8,8,20,0,64,4,0
1931,8.685,503.2,6,27,0,92,33,0
1932,10.101,536.8,13,39,2,79,22,0
1933,9.699,422.1,7,48,0,69,26,0
1934,11.734,416.5,9,69,0,50,5,0
1935,10.174,499.3,15,49,1,72,18,0
1936,10.2,427.5,4,37,0,70,6,0
1937,10.677,431.7,11,55,1,67,23,0
1938,10.709,507.7,10,49,0,52,7,0
1939,10.317,609.6,7,45,0,63,5,0
1940,7.49,461.5,2,34,0,90,52,0
1941,8.289,611.3,6,26,1,90,34,0
1942,8.415,386.2,6,30,1,93,51,0
1943,10.859,338.5,10,33,4,56,15,0
1944,10.321,531.0,10,43,0,68,10,0
1945,13.68,168.5,1,7,0,1,0,0
1946,10.305,503.6,5,31,0,66,16,0
1947,9.41,536.3,22,62,2,81,56,0
1948,10.989,518.2,9,30,0,48,13,0
1949,10.804,412.8,6,43,0,63,8,0
1950,10.474,507.7,8,34,0,56,21,0
1951,10.19,379.8,5,38,0,67,15,27
1952,9.669,499.9,6,40,0,73,9,41
1953,11.043,430.6,11,44,0,62,16,43
1954,8.87,548.7,4,25,0,77,39,44
1955,8.786,582.3,0,33,0,92,28,66
1956,8.199,484.7,1,21,0,74,36,49
1957,10.255,460.9,10,33,1,53,7,9
1958,9.564,522.2,3,26,0,78,10,33
1959,10.937,389.6,6,48,0,56,12,37
1960,9.632,409.5,4,25,0,64,21,32
1961,10.847,511.3,5,32,0,36,10,21
1962,9.134,385.3,3,26,0,63,14,27
1963,8.986,283.7,10,45,2,81,48,68
1964,9.571,468.5,14,50,1,74,27,38
1965,9.144,566.4,1,19,0,68,16,53
1966,10.126,569.9,5,41,0,56,32,46
1967,10.977,595.4,8,41,1,48,9,15
1968,10.256,458.7,8,47,2,65,12,41
1969,9.483,506.7,16,45,0,87,29,65
1970,8.838,419.6,6,48,0,88,32,83
1971,10.087,335.2,19,51,2,61,17,37
1972,9.513,384.9,10,31,3,50,18,35
1973,10.161,410.2,6,45,0,56,4,12
1974,10.172,530.8,5,20,0,40,1,7
1975,11.097,384.6,8,55,1,46,2,3
1976,9.985,301.6,9,44,1,72,21,35
1977,9.998,495.4,3,25,0,48,8,28
1978,9.642,591.3,4,27,0,63,16,25
1979,9.04,426.1,8,37,2,80,31,68
1980,8.821,581.2,2,17,0,82,25,42
1981,9.976,571.6,2,30,0,58,15,43
1982,10.469,328.3,12,58,1,63,23,23
1983,11.277,568.2,12,60,0,46,10,24
1984,9.516,502.1,5,20,2,67,7,18
1985,8.894,440.2,2,31,0,77,40,49
1986,9.059,548.7,8,42,0,62,37,55
1987,8.209,603.6,1,17,1,80,37,63
1988,10.711,491.4,3,37,1,49,2,27
1989,11.787,296.8,8,51,1,33,0,1
1990,11.555,499.2,6,35,0,23,8,9
1991,10.294,337.4,6,38,0,63,19,19
1992,11.353,407.2,17,65,3,50,8,12
1993,10.241,478.8,3,39,0,68,16,32
1994,10.94,561.3,21,42,8,38,9,9
1995,11.133,512.1,13,53,1,52,6,23
1996,8.625,437.8,2,26,0,93,38,37
1997,10.47,500.6,7,54,0,74,13,19
1998,11.124,604.5,6,26,1,35,6,16
1999,11.495,394.2,7,51,0,47,8,20
2000,11.608,507.7,9,43,0,38,7,10
2001,10.813,467.4,10,37,1,59,9,28
2002,11.59,638.9,7,51,2,42,9,25
2003,10.742,315.9,18,64,1,85,20,26
2004,10.649,425.3,2,33,0,59,14,25
2005,10.927,494.4,6,46,0,62,18,38
2006,11.027,307.3,22,64,6,77,25,65
2007,12.063,609.1,7,44,1,24,4,10
2008,11.502,536.3,12,33,0,32,4,2
2009,10.737,467.4,6,43,0,57,20,37
2010,9.847,607.4,14,45,7,74,37,61
2011,11.352,508.2,5,43,0,56,18,11
2012,10.856,515.8,11,38,1,51,18,18
2013,10.244,539.9,9,44,3,80,30,60
2014,12.082,428.7,11,44,1,27,11,11
2015,11.395,408.5,23,55,6,54,5,15
2016,11.548,404.5,11,59,2,42,11,19
2017,11.172,660.3,7,41,0,52,17,34
2018,12.51,320.2,28,81,5,56,11,7
2019,12.45,452.8,23,63,5,39,5,10
2020,12.306,480.7,12,51,3,27,0,0
2021,11.089,442.7,10,54,4,62,13,34
2022,12.474,435.1,18,60,3,45,0,0
2023,12.428,563.7,11,67,1,46,1,8
2024,13.237,634.3,18,65,2,33,7,7
