year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1955;5.87;0;0;0;68
1956;5.24;0;0;0;77
1957;7.2;1;8;3;32
1958;6.91;0;7;0;47
1959;null;null;null;null;null
1960;null;null;null;null;null
1961;null;null;null;null;null
1962;5.75;0;5;0;60
1963;6.12;0;6;0;79
1964;6.37;0;5;0;65
1965;5.88;0;4;0;58
1966;7.18;0;1;0;42
1967;7.47;0;8;0;42
1968;6.81;0;3;0;51
1969;6.44;0;5;0;81
1970;null;null;null;null;null
1971;6.94;0;4;0;38
1972;6.04;0;4;0;48
1973;6.38;0;5;0;48
1974;7.01;0;7;0;22
1975;7.29;0;1;0;25
1976;6.23;0;4;0;56
1977;7.27;0;1;0;32
1978;5.92;0;0;0;51
1979;6.51;0;0;0;39
1980;5.74;0;1;0;52
1981;6.89;0;4;0;57
1982;7.08;0;1;0;44
1983;7.51;1;9;1;45
1984;5.89;0;2;0;61
1985;6.08;0;2;0;69
1986;6.4;0;0;0;62
1987;6.12;0;2;0;62
1988;6.8;0;10;1;38
1989;7.66;0;0;0;15
1990;7.48;0;1;0;26
1991;6.2;0;2;0;49
1992;7.79;1;20;2;23
1993;6.9;0;3;0;57
1994;8.25;0;19;1;22
1995;6.88;0;0;0;41
1996;5.62;0;3;0;68
1997;6.85;0;0;0;32
1998;7.3;0;11;0;45
1999;7.45;0;4;0;37
2000;8.41;0;12;1;29
2001;7.34;0;12;0;45
2002;8.05;0;7;0;29
2003;7.85;2;23;2;47
2004;6.9;0;3;0;52
2005;6.59;0;7;1;70
2006;7.7;0;15;0;44
2007;8.31;0;10;4;24
2008;7.94;0;4;0;21
2009;7.73;0;8;0;46
2010;6.67;1;12;2;68
2011;8.25;0;10;3;35
2012;8.06;0;20;1;40
2013;7.56;4;20;5;46
2014;8.65;0;3;0;27
2015;9.04;0;32;12;23
2016;8.32;0;4;0;21
2017;8.19;0;19;1;37
2018;8.74;0;13;1;50
2019;9.05;1;22;3;26
2020;8.63;0;7;0;18
2021;7.75;0;16;0;38
2022;9.04;0;20;4;27
2023;null;0;0;0;10
