year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1978;7.88;1;30;0;29
1979;8.47;3;45;0;22
1980;7.66;3;24;0;36
1981;null;null;null;null;null
1982;8.88;2;49;0;31
1983;9.23;12;66;0;32
1984;8.25;6;29;0;24
1985;7.77;6;40;0;50
1986;8.3;6;54;0;45
1987;7.98;2;50;0;48
1988;9.29;10;40;0;14
1989;9.38;1;43;0;24
1990;9.28;10;47;0;26
1991;8.36;4;42;0;32
1992;9.85;22;55;0;16
1993;8.94;11;52;0;35
1994;10.47;25;64;0;16
1995;9.26;10;53;0;32
1996;7.74;3;41;0;55
1997;8.93;2;60;0;24
1998;9.45;13;57;0;31
1999;9.7;5;46;0;25
2000;10.34;13;64;0;21
2001;9.4;12;53;0;25
2002;10.19;11;62;0;30
2003;9.5;29;85;0;34
2004;9.31;7;44;0;26
2005;8.91;9;53;0;37
2006;9.3;15;56;0;36
2007;10.57;16;71;2;21
2008;10.42;8;63;0;12
2009;10.06;8;58;0;31
2010;8.88;17;49;1;52
2011;10.16;17;64;0;21
2012;10.05;20;70;1;24
2013;9.87;23;64;2;30
2014;10.95;11;49;0;8
2015;11.21;39;74;3;4
2016;10.54;10;72;0;17
2017;10.42;26;71;3;24
2018;11.36;27;89;1;19
2019;11.26;26;83;1;11
2020;10.96;11;68;0;4
2021;10.05;17;67;0;12
2022;null;19;66;1;2
