year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1957,11.215,432.6,10,36,0,60,5,16
1958,10.521,541.7,5,28,0,83,10,36
1959,12.032,383.6,8,42,0,65,10,21
1960,10.8,382.0,4,26,0,56,20,19
1961,11.909,517.2,8,34,0,34,8,15
1962,10.121,392.3,3,24,0,59,11,17
1963,10.003,258.3,10,46,2,82,49,65
1964,10.432,402.6,13,44,0,71,24,27
1965,10.085,424.3,2,22,0,68,13,44
1966,10.96,575.1,3,38,0,55,31,43
1967,11.075,494.4,4,34,2,42,8,0
1968,10.305,474.8,8,49,0,61,12,0
1969,9.467,431.4,11,46,0,85,29,57
1970,8.85,426.4,5,52,0,93,32,77
1971,10.167,309.0,17,49,0,64,17,27
1972,9.351,453.0,10,33,0,65,15,20
1973,10.115,388.0,9,44,0,62,4,12
1974,10.262,483.2,5,22,0,49,1,4
1975,11.112,393.0,13,55,0,46,2,5
1976,9.917,286.8,11,47,0,73,17,32
1977,9.961,512.2,3,22,0,57,7,11
1978,9.748,489.1,8,33,0,68,14,26
1979,8.897,415.7,7,37,0,88,32,65
1980,8.799,497.3,2,21,0,86,26,39
1981,10.332,457.8,6,35,0,66,13,41
1982,10.576,284.0,16,64,0,70,21,22
1983,11.25,449.4,12,59,0,49,6,21
1984,9.708,424.4,5,28,0,66,6,10
1985,9.065,339.9,4,38,1,79,33,39
1986,9.211,477.3,10,47,0,62,35,46
1987,8.328,503.9,2,19,1,84,36,52
1988,10.913,375.0,5,38,0,49,1,16
1989,11.798,253.3,11,53,0,37,0,0
1990,11.588,435.6,9,34,0,27,3,5
1991,10.374,288.0,8,44,0,61,14,20
1992,11.432,396.6,14,63,1,50,5,3
1993,10.37,502.9,0,34,0,63,13,16
1994,10.992,624.8,20,41,1,47,9,7
1995,11.234,528.9,17,48,0,54,6,17
1996,8.749,416.2,2,26,0,93,38,34
1997,10.682,400.2,11,59,0,84,12,17
1998,11.313,514.8,6,27,0,40,7,11
1999,11.65,346.0,6,48,0,54,9,13
2000,11.752,444.3,9,40,0,47,7,9
2001,10.735,482.6,10,33,0,62,8,25
2002,11.565,612.6,7,52,0,42,9,11
2003,10.663,328.1,16,66,0,95,19,21
2004,10.576,378.3,5,34,0,66,14,19
2005,10.807,540.7,7,46,0,67,14,32
2006,10.87,341.7,21,64,1,78,23,51
2007,11.995,682.5,5,39,0,33,4,8
2008,11.662,456.0,14,43,0,37,2,2
2009,11.034,447.1,7,46,0,61,18,26
2010,10.091,456.1,15,43,5,79,34,59
2011,11.444,508.5,5,42,0,63,13,9
2012,11.073,424.0,12,36,0,53,18,13
2013,10.532,485.0,9,44,2,78,27,56
2014,12.228,392.0,11,45,1,37,11,12
2015,11.469,363.3,19,50,4,59,2,9
2016,11.692,400.0,12,62,1,48,10,13
2017,11.342,610.4,6,41,0,57,15,20
2018,12.659,337.7,32,88,4,58,10,5
2019,12.847,408.8,30,71,2,38,4,1
2020,12.653,493.9,17,54,2,32,0,0
2021,11.384,407.4,12,58,2,59,13,21
2022,12.748,342.0,21,69,0,52,0,0
2023,12.563,544.9,13,71,1,49,2,0
2024,13.326,512.3,21,75,0,38,6,0
