year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1957,8.595,1315.8,6,20,2,81,12,32
1958,8.058,1750.0,0,14,0,102,17,40
1959,9.704,1141.3,2,36,0,76,14,18
1960,8.296,1648.5,0,7,0,77,18,40
1961,8.948,1669.7,0,23,0,71,16,32
1962,7.12,1179.4,0,13,0,128,20,47
1963,7.08,1284.7,0,8,0,110,60,78
1964,8.22,1108.8,11,36,0,98,25,42
1965,7.355,2063.2,0,8,0,105,20,72
1966,8.731,1686.7,2,15,1,85,15,26
1967,9.099,1471.3,1,25,1,72,16,18
1968,8.16,1131.2,3,13,0,95,28,34
1969,8.471,907.9,1,32,0,97,37,73
1970,8.362,1156.3,0,20,0,80,28,76
1971,9.007,746.9,2,24,1,71,17,32
1972,8.36,785.7,3,16,0,59,11,18
1973,8.951,817.6,5,41,1,83,10,36
1974,9.127,1259.2,2,18,0,37,0,9
1975,9.385,850.2,7,32,0,69,2,15
1976,9.47,710.4,19,56,7,72,17,36
1977,8.958,1249.0,0,15,0,57,8,26
1978,7.978,1156.0,0,11,0,86,28,39
1979,8.159,1326.9,0,20,0,93,23,61
1980,8.015,1392.6,0,12,0,75,24,33
1981,8.563,1476.4,0,17,0,94,19,78
1982,9.373,1254.4,3,40,1,68,12,33
1983,9.455,1198.1,11,54,8,75,17,28
1984,8.485,1430.5,4,18,0,65,4,41
1985,7.801,997.4,2,16,0,97,40,67
1986,8.404,1310.8,2,30,0,76,30,49
1987,8.096,1380.6,0,18,1,86,27,33
1988,9.412,1524.4,0,18,0,50,4,34
1989,9.985,1124.4,2,34,1,59,7,1
1990,9.902,1235.0,7,32,2,41,6,21
1991,9.144,1003.4,7,42,1,75,18,20
1992,9.666,1260.4,5,37,1,49,6,7
1993,9.029,1373.4,0,32,0,70,21,26
1994,10.344,1346.8,15,41,6,44,6,8
1995,9.681,1546.7,11,44,3,70,15,17
1996,8.092,927.5,1,28,0,96,38,45
1997,9.057,771.6,2,29,1,51,14,20
1998,9.508,1333.6,6,26,3,63,16,24
1999,10.085,1275.5,0,40,0,55,12,34
2000,10.323,1404.7,2,28,0,37,4,8
2001,9.697,1402.8,3,34,2,74,8,20
2002,10.139,1359.0,5,22,4,46,16,20
2003,10.613,839.7,18,69,11,73,13,24
2004,9.252,1053.0,0,31,1,76,17,28
2005,9.704,907.2,11,44,2,84,20,52
2006,10.171,1048.9,16,48,6,77,15,24
2007,10.294,1223.3,3,34,0,43,4,11
2008,9.568,1022.2,4,32,0,77,10,26
2009,9.81,1073.4,6,39,1,71,17,31
2010,8.612,1063.4,9,38,1,99,44,86
2011,10.437,896.1,3,32,1,53,6,18
2012,9.573,1184.3,5,32,1,55,15,24
2013,8.989,1193.7,10,36,1,91,23,41
2014,10.728,985.3,5,29,2,33,1,8
2015,10.293,878.5,18,50,5,66,4,32
2016,9.64,1062.5,11,44,1,68,6,17
2017,10.046,1100.3,8,43,1,57,11,37
2018,11.187,1042.7,15,84,6,55,12,21
2019,10.733,1136.1,19,57,4,48,6,17
2020,11.248,1158.2,18,61,6,45,0,10
2021,9.631,1098.2,3,38,0,65,7,37
2022,11.636,1018.8,30,79,1,52,6,3
2023,11.22,1518.9,11,68,1,54,4,16
2024,4.211,371.8,0,0,0,17,6,5
