year,month,averageTemperature,totalPrecipitation,averageSnowCover
1947,1,-4.981,42.9,145.0
1947,2,-6.175,44.9,194.0
1947,3,3.055,99.7,66.0
1947,4,10.02,54.0,0.0
1947,5,15.139,15.3,0.0
1947,6,18.43,90.6,0.0
1947,7,19.674,33.1,0.0
1947,8,19.877,7.0,0.0
1947,9,17.857,12.2,0.0
1947,10,7.919,5.8,0.0
1947,11,4.43,104.5,29.0
1947,12,0.1,163.1,93.0
1948,1,2.603,113.8,36.0
1948,2,-0.2,81.1,41.0
1948,3,6.242,21.5,0.0
1948,4,10.397,25.2,0.0
1948,5,14.339,32.2,0.0
1948,6,15.867,98.0,0.0
1948,7,15.997,106.6,0.0
1948,8,16.503,72.2,0.0
1948,9,13.473,10.1,0.0
1948,10,8.481,23.6,0.0
1948,11,3.003,28.1,0.0
1948,12,-1.248,17.3,0.0
1949,1,-0.126,41.2,48.0
1949,2,-0.261,25.1,32.0
1949,3,2.052,41.4,82.0
1949,4,10.807,40.4,0.0
1949,5,12.594,82.0,0.0
1949,6,14.303,27.7,0.0
1949,7,18.245,13.5,0.0
1949,8,17.761,50.4,0.0
1949,9,16.28,42.6,0.0
1949,10,10.448,12.7,0.0
1949,11,3.19,37.0,0.0
1949,12,2.261,64.4,31.0
1950,1,-2.01,47.6,2.0
1950,2,1.986,84.3,61.0
1950,3,4.129,9.5,14.0
1950,4,6.333,56.5,0.0
1950,5,13.952,76.2,0.0
1950,6,17.787,63.8,0.0
1950,7,18.219,107.6,0.0
1950,8,17.074,90.2,0.0
1950,9,12.63,100.2,0.0
1950,10,7.4,36.1,20.0
1950,11,3.5,105.5,0.0
1950,12,-2.526,32.4,150.0
1951,1,1.174,54.4,123.0
1951,2,1.739,50.4,6.0
1951,3,2.123,45.9,5.0
1951,4,7.24,24.8,0.0
1951,5,11.852,75.1,0.0
1951,6,15.357,112.3,0.0
1951,7,17.381,45.0,0.0
1951,8,17.094,53.0,0.0
1951,9,14.077,52.9,0.0
1951,10,7.832,19.9,0.0
1951,11,5.657,75.9,0.0
1951,12,0.668,50.7,2.0
1952,1,-0.768,64.0,122.0
1952,2,-1.366,23.1,376.0
1952,3,2.545,121.2,12.0
1952,4,10.347,26.4,1.0
1952,5,12.248,47.6,0.0
1952,6,15.817,55.7,0.0
1952,7,19.752,13.9,0.0
1952,8,18.655,36.6,0.0
1952,9,10.393,98.9,0.0
1952,10,6.826,72.9,0.0
1952,11,1.403,114.7,5.0
1952,12,-1.303,63.7,154.0
1953,1,-2.194,35.0,312.0
1953,2,-0.307,41.8,216.0
1953,3,5.352,5.6,0.0
1953,4,9.753,24.2,0.0
1953,5,14.174,43.8,0.0
1953,6,16.417,126.6,0.0
1953,7,17.642,79.5,0.0
1953,8,16.645,20.8,0.0
1953,9,13.817,23.8,0.0
1953,10,9.916,27.2,0.0
1953,11,3.43,6.4,0.0
1953,12,1.742,26.8,3.0
1954,1,-4.123,69.5,177.0
1954,2,-3.557,19.8,23.0
1954,3,4.661,15.6,0.0
1954,4,6.307,60.3,3.0
1954,5,12.535,31.1,0.0
1954,6,16.643,38.4,0.0
1954,7,14.29,125.6,0.0
1954,8,15.913,100.3,0.0
1954,9,13.047,159.2,0.0
1954,10,9.332,53.8,0.0
1954,11,2.817,22.0,0.0
1954,12,2.116,69.2,15.0
1955,1,-2.784,49.7,33.0
1955,2,-2.371,59.0,206.0
1955,3,0.861,26.2,96.0
1955,4,7.07,26.4,0.0
1955,5,10.426,52.7,0.0
1955,6,15.25,70.1,0.0
1955,7,17.255,95.9,0.0
1955,8,16.232,131.0,0.0
1955,9,12.98,52.4,0.0
1955,10,7.516,29.7,0.0
1955,11,2.94,15.5,13.0
1955,12,1.135,120.5,21.0
1956,1,-0.929,46.8,87.0
1956,2,-10.145,20.2,470.0
1956,3,2.661,39.1,25.0
1956,4,5.94,65.9,7.0
1956,5,12.99,40.6,0.0
1956,6,13.327,134.2,0.0
1956,7,16.987,127.2,0.0
1956,8,14.113,112.6,0.0
1956,9,13.75,41.8,0.0
1956,10,7.861,43.3,0.0
1956,11,1.577,41.7,15.0
1956,12,0.71,35.7,69.0
1957,1,-1.332,52.0,158.0
1957,2,3.246,77.4,7.0
1957,3,6.435,39.4,0.0
1957,4,8.187,18.1,1.0
1957,5,10.213,39.0,0.0
1957,6,17.937,68.0,0.0
1957,7,18.561,75.3,0.0
1957,8,14.91,104.0,0.0
1957,9,11.393,134.5,0.0
1957,10,8.552,15.7,0.0
1957,11,3.783,15.3,0.0
1957,12,-0.342,50.4,54.0
1958,1,-1.471,52.4,112.0
1958,2,1.582,82.8,88.0
1958,3,-0.571,34.8,79.0
1958,4,5.377,32.2,4.0
1958,5,13.948,116.0,0.0
1958,6,14.777,88.5,0.0
1958,7,17.087,88.5,0.0
1958,8,17.026,68.2,0.0
1958,9,14.303,67.6,0.0
1958,10,8.455,51.2,0.0
1958,11,4.547,17.4,0.0
1958,12,1.79,87.1,7.0
1959,1,-0.739,50.5,142.0
1959,2,-0.339,6.3,9.0
1959,3,6.581,31.9,0.0
1959,4,9.67,37.6,0.0
1959,5,13.271,46.9,0.0
1959,6,16.75,42.0,0.0
1959,7,19.71,44.4,0.0
1959,8,17.384,90.1,0.0
1959,9,13.547,2.2,0.0
1959,10,7.861,56.8,0.0
1959,11,2.443,34.9,0.0
1959,12,2.11,54.8,31.0
1960,1,-0.916,59.6,147.0
1960,2,0.048,31.3,28.0
