year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1949;null;null;null;null;null
1950;null;null;null;null;null
1951;null;null;null;null;null
1952;null;null;null;null;null
1953;7.34;6;46;0;47
1954;6.21;2;32;0;50
1955;6.31;1;21;0;45
1956;null;null;null;null;null
1957;7.24;6;34;0;24
1958;7.15;7;40;0;39
1959;7.44;4;23;0;26
1960;6.92;4;23;0;37
1961;7.38;4;37;0;27
1962;5.5;5;25;0;59
1963;6.39;3;33;0;57
1964;6.78;1;34;0;37
1965;6.17;3;17;0;48
1966;6.95;0;18;0;47
1967;7.07;2;25;0;39
1968;null;null;null;null;null
1969;null;null;null;null;null
1970;6.49;0;26;0;45
1971;7.1;1;23;0;31
1972;6.91;2;17;0;18
1973;6.12;2;20;0;54
1974;6.76;3;15;0;15
1975;6.86;0;13;0;21
1976;6.4;1;11;0;40
1977;7.19;0;11;0;31
1978;6.05;0;4;0;35
1979;6.54;0;19;0;28
1980;5.79;1;12;0;42
1981;6.4;1;21;0;57
1982;7.39;0;25;0;26
1983;7.4;3;33;0;34
1984;6.37;3;13;0;38
1985;6.21;1;22;0;53
1986;6.51;1;28;0;55
1987;6.42;0;24;0;47
1988;7.26;3;21;0;28
1989;7.62;0;11;0;7
1990;7.37;0;18;0;16
1991;6.41;0;10;0;37
1992;7.56;10;31;1;18
1993;7.1;1;20;0;38
1994;8.26;3;37;0;21
1995;6.94;1;23;0;34
1996;6.12;0;15;0;49
1997;7.08;0;9;0;19
1998;7.47;1;32;0;32
1999;7.43;1;14;1;34
2000;8.28;3;30;0;26
2001;6.93;0;23;0;45
2002;7.84;0;20;0;26
2003;7.39;5;51;0;44
2004;6.79;0;18;0;46
2005;6.42;2;17;0;66
2006;7.09;2;31;0;43
2007;7.74;5;24;0;27
2008;7.98;1;31;0;15
2009;7.49;1;25;0;36
2010;6.27;3;23;0;67
2011;7.91;2;25;0;25
2012;7.67;3;39;0;39
2013;7.36;9;28;0;40
2014;8.82;1;15;0;8
2015;8.48;12;48;0;18
2016;8.01;0;30;0;15
2017;7.76;2;41;0;31
2018;8.53;0;30;0;39
2019;8.53;6;40;0;22
2020;8.27;2;23;0;8
2021;7.59;2;32;0;32
2022;null;3;30;0;9
