year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1951,8.338,912.0,0,12,0,65,1,19
1952,7.758,901.3,8,22,2,104,29,67
1953,8.814,519.5,1,20,1,81,27,50
1954,7.519,757.1,0,11,0,74,28,24
1955,7.509,681.7,0,11,0,117,38,69
1956,6.665,833.2,0,6,0,103,40,51
1957,8.408,826.7,6,19,2,73,12,30
1958,7.946,927.0,0,14,0,97,23,44
1959,9.388,667.1,3,31,2,66,19,16
1960,8.144,859.7,0,7,0,74,23,43
1961,8.833,901.3,0,20,0,65,19,17
1962,6.895,744.8,0,13,0,108,33,46
1963,6.854,644.9,0,10,0,100,63,78
1964,8.054,687.9,8,30,1,97,35,25
1965,7.223,1146.2,0,4,0,92,30,67
1966,8.236,1069.4,1,12,0,78,17,34
1967,8.305,952.8,0,16,1,70,21,24
1968,7.597,908.5,0,7,0,99,32,40
1969,7.708,713.1,1,23,1,107,46,81
1970,7.661,874.0,0,13,0,87,38,66
1971,8.208,644.4,0,19,0,84,22,42
1972,7.561,645.1,1,13,0,79,11,28
1973,7.945,624.3,1,30,0,114,23,38
1974,8.228,790.1,2,8,0,59,4,18
1975,8.329,587.0,0,25,0,90,11,20
1976,8.604,571.8,12,38,3,93,24,48
1977,8.182,884.8,0,7,0,65,12,36
1978,7.115,880.8,0,7,0,100,34,62
1979,7.331,923.0,0,11,0,111,37,76
1980,7.219,943.4,0,6,0,93,27,36
1981,7.763,962.2,0,12,0,106,23,83
1982,8.58,793.9,1,26,0,78,16,37
1983,8.622,783.1,3,40,2,90,21,39
1984,7.672,886.8,1,14,1,94,14,71
1985,7.224,670.5,0,11,0,104,47,74
1986,7.652,781.1,1,25,0,92,37,73
1987,7.254,1039.8,0,13,0,95,38,73
1988,8.706,854.8,0,12,0,68,6,41
1989,9.379,717.0,1,22,0,55,4,4
1990,9.115,793.5,6,24,1,55,12,27
1991,8.355,594.3,1,31,1,81,24,24
1992,8.908,828.2,4,27,2,61,14,11
1993,8.199,796.0,0,21,0,88,26,35
1994,9.53,738.3,10,34,5,63,10,23
1995,8.881,934.7,5,33,2,87,19,37
1996,7.204,574.6,1,16,0,110,48,47
1997,8.958,714.8,0,28,0,76,18,32
1998,7.553,717.7,5,16,1,110,71,13
1999,8.679,786.6,0,32,0,82,37,0
2000,9.099,967.6,0,14,0,56,14,0
2001,8.758,659.5,3,27,0,121,64,0
2002,9.136,870.2,3,14,0,95,77,0
2003,9.503,621.3,14,46,7,92,21,0
2004,8.464,691.2,0,21,0,100,31,0
2005,8.889,633.4,3,36,0,95,46,0
2006,9.044,765.1,8,33,3,88,30,0
2007,9.367,942.9,1,12,0,55,10,0
2008,8.787,785.6,1,17,0,81,12,2
2009,8.949,848.1,1,24,0,86,24,24
2010,7.666,805.3,6,28,0,101,54,75
2011,9.753,699.5,1,19,1,62,13,17
2012,8.804,860.5,3,16,1,67,21,10
2013,8.217,944.5,7,23,2,97,34,43
2014,10.091,829.9,4,17,2,39,4,6
2015,9.638,771.6,13,35,3,74,10,22
2016,9.078,830.7,6,25,0,78,4,15
2017,9.418,894.3,5,26,0,68,18,36
2018,10.22,851.1,8,50,3,64,15,13
2019,9.961,870.1,10,39,5,62,9,20
2020,10.504,828.3,11,35,2,50,0,7
2021,8.931,812.1,0,16,1,75,16,40
2022,10.787,722.4,11,57,1,58,9,4
2023,10.53,1040.1,3,42,0,55,11,19
2024,3.771,188.8,0,0,0,18,10,5
