date;Biomass;Fossil Gas;Fossil Oil;Hydro Pumped Storage;Hydro Run-of-river and poundage;Hydro Water Reservoir;Waste;Solar;Wind Onshore
2021-02-21T00:00:00+00:00;17292;118162;0;20303;228762;20483;9600;7048;149944
2021-02-22T00:00:00+00:00;17384;178499;0;64259;243780;30273;9600;8860;60612
2021-02-23T00:00:00+00:00;17444;140827;0;50680;246239;19525;9600;10600;33304
2021-02-24T00:00:00+00:00;17360;143830;0;75262;244950;28172;9600;11232;13916
2021-02-25T00:00:00+00:00;17280;129117;0;58033;253501;35789;9600;10704;29380
2021-02-26T00:00:00+00:00;17340;151871;0;44158;256038;31457;9600;11504;51908
2021-02-27T00:00:00+00:00;17280;104156;0;70948;254747;32337;9600;8612;185604
2021-02-28T00:00:00+00:00;17360;126059;0;18468;257935;23687;9600;9864;49164
2021-03-01T00:00:00+00:00;17664;175112;0;29790;240574;40259;9600;9716;46820
2021-03-02T00:00:00+00:00;17624;148392;0;67267;232195;42113;9600;9604;3636
2021-03-03T00:00:00+00:00;17656;163891;0;69713;234962;36185;9600;10824;5816
2021-03-04T00:00:00+00:00;17640;156670;0;60739;228587;44108;9600;8872;38168
2021-03-05T00:00:00+00:00;17636;144090;0;71941;227937;32883;9600;4196;136844
2021-03-06T00:00:00+00:00;17624;154151;0;16077;229769;19576;9600;11212;27456
2021-03-07T00:00:00+00:00;17644;155036;0;13825;215926;19811;9600;11240;15744
2021-03-08T00:00:00+00:00;17620;173568;0;70536;213903;41511;9600;9304;63304
2021-03-09T00:00:00+00:00;17280;202192;0;77757;209163;49907;9600;7556;5748
2021-03-10T00:00:00+00:00;17332;175066;0;61799;209542;39949;9600;7532;13152
2021-03-11T00:00:00+00:00;17476;143175;0;46897;202866;24242;9600;3172;152824
2021-03-12T00:00:00+00:00;17640;120025;0;22445;212747;19237;9600;8816;159076
2021-03-13T00:00:00+00:00;17700;73315;0;3209;212446;10800;9600;10236;161788
2021-03-14T00:00:00+00:00;17700;71279;0;16185;209209;22299;9600;5008;149040
2021-03-15T00:00:00+00:00;17652;129703;0;54330;210906;26634;9600;8308;154848
2021-03-16T00:00:00+00:00;17660;136633;0;72612;214130;29569;9600;6600;245412
2021-03-17T00:00:00+00:00;17712;136397;0;51850;223487;35748;9600;9008;179416
2021-03-18T00:00:00+00:00;17664;142427;0;73761;230791;35032;9600;8372;103320
2021-03-19T00:00:00+00:00;17600;145072;0;52237;224295;32340;9600;8460;26128
2021-03-20T00:00:00+00:00;17664;147147;0;19097;211932;12796;9600;8808;71804
2021-03-21T00:00:00+00:00;17664;143407;0;6446;195619;16071;9600;7012;99844
2021-03-22T00:00:00+00:00;17664;147586;0;56618;195067;31666;9600;10628;185104
2021-03-23T00:00:00+00:00;17664;153931;0;41867;199856;19302;9600;7324;164452
2021-03-24T00:00:00+00:00;17628;165297;0;46354;194466;16067;9600;10052;111928
2021-03-25T00:00:00+00:00;17484;171164;0;54522;208546;24037;9600;14828;15608
2021-03-26T00:00:00+00:00;17524;140911;0;44017;232982;29062;9600;15024;48688
2021-03-27T00:00:00+00:00;17384;102336;0;25096;249307;12803;9600;9552;114120
2021-03-28T00:00:00+00:00;19632;90379;0;6237;244407;14165;9600;10144;52468
2021-03-29T00:00:00+00:00;17340;123331;0;33408;248413;19829;9600;13060;18340
2021-03-30T00:00:00+00:00;17508;156376;0;43820;263193;30354;9600;15072;37912
2021-03-31T00:00:00+00:00;17276;130921;0;61444;289096;37688;9600;16080;13236
2021-04-01T00:00:00+00:00;17228;92492;0;35579;322920;38288;9600;15132;65224
2021-04-02T00:00:00+00:00;17304;80379;0;8296;352162;38882;9600;10044;120528
2021-04-03T00:00:00+00:00;17116;65181;0;17826;346811;28930;9600;9672;189204
2021-04-04T00:00:00+00:00;17124;68797;0;9407;314570;20922;9600;10716;58676
2021-04-05T00:00:00+00:00;17304;52554;0;9046;269619;20001;9600;15156;129756
2021-04-06T00:00:00+00:00;17164;88316;0;132191;253927;42553;9600;12136;167992
2021-04-07T00:00:00+00:00;17084;100573;0;88438;247716;44549;9600;12980;158724
2021-04-08T00:00:00+00:00;17252;108726;0;81145;244339;44542;9600;10948;163472
2021-04-09T00:00:00+00:00;17308;92001;0;25897;242581;40578;9600;8644;133596
2021-04-10T00:00:00+00:00;17180;88700;0;14108;246713;33165;9600;16612;100592
2021-04-11T00:00:00+00:00;16972;74501;0;1382;252331;25448;9600;12104;222224
2021-04-12T00:00:00+00:00;15936;111275;0;66984;263773;48482;9600;7368;136508
2021-04-13T00:00:00+00:00;16280;169625;0;53631;242544;36453;9600;8264;253004
2021-04-14T00:00:00+00:00;16316;124543;0;50676;243413;31734;9600;11788;204872
2021-04-15T00:00:00+00:00;16492;103358;0;41417;236843;29403;9600;13236;147680
2021-04-16T00:00:00+00:00;16672;128816;0;34175;232830;29111;9600;14684;104884
2021-04-17T00:00:00+00:00;18116;106851;0;6536;223746;26999;9600;13316;53468
2021-04-18T00:00:00+00:00;18284;166392;0;1837;202729;18892;9600;11760;58796
2021-04-19T00:00:00+00:00;18248;210117;0;38817;203895;34807;9600;8284;63680
2021-04-20T00:00:00+00:00;18164;162405;0;19889;214609;17424;9600;10704;68908
2021-04-21T00:00:00+00:00;18172;148901;0;16022;228984;10438;9600;15052;25600
2021-04-22T00:00:00+00:00;18112;135165;0;17883;233780;21198;9600;12396;79848
2021-04-23T00:00:00+00:00;17196;112375;0;34441;253074;15624;9600;16484;74904
2021-04-24T00:00:00+00:00;16980;129304;0;9461;246373;11148;9600;18428;8276
2021-04-25T00:00:00+00:00;17080;75524;0;4284;245958;12244;9600;17460;88364
2021-04-26T00:00:00+00:00;17136;156632;0;40823;241460;23606;9600;14356;29616
2021-04-27T00:00:00+00:00;16756;105203;0;47273;255440;25014;9600;12780;32052
2021-04-28T00:00:00+00:00;16720;115660;0;16552;259669;28886;9600;13776;153696
2021-04-29T00:00:00+00:00;16920;144872;0;36321;275705;40828;9600;12936;59764
2021-04-30T00:00:00+00:00;16952;85066;0;46816;324109;47951;9600;10280;54132
2021-05-01T00:00:00+00:00;16716;34622;0;2405;383931;46974;9600;13560;51716
2021-05-02T00:00:00+00:00;16952;34909;0;1294;407658;45389;9600;11052;215448
2021-05-03T00:00:00+00:00;16712;44316;0;53995;401808;43886;9600;15152;96364
2021-05-04T00:00:00+00:00;17136;30911;0;14539;378033;30908;9600;15600;122360
2021-05-05T00:00:00+00:00;16832;36850;0;92763;353109;53798;9600;8996;108984
2021-05-06T00:00:00+00:00;16920;43846;0;90892;347884;55466;9600;14272;140324
2021-05-07T00:00:00+00:00;16920;44612;0;89533;350376;59319;9600;10688;105532
2021-05-08T00:00:00+00:00;16920;39190;0;14291;365340;26216;9600;18804;81072
2021-05-09T00:00:00+00:00;16920;1167;0;6267;337929;24323;9600;22896;183152
2021-05-10T00:00:00+00:00;16968;31051;0;64904;382324;68654;9600;15812;180752
2021-05-11T00:00:00+00:00;16908;36489;0;50169;436008;77863;9600;14480;188336
2021-05-12T00:00:00+00:00;16456;38231;0;74138;479086;92468;9600;5528;93556
2021-05-13T00:00:00+00:00;16552;36681;0;41828;494855;62367;9600;9392;172200
2021-05-14T00:00:00+00:00;16572;41074;0;71547;495284;60834;9600;11672;92564
2021-05-15T00:00:00+00:00;16728;38367;0;18938;493322;53015;9600;13540;31520
2021-05-16T00:00:00+00:00;16924;28431;0;24000;472419;45990;9600;13304;70604
2021-05-17T00:00:00+00:00;16920;40556;0;79550;463129;74020;9600;10584;136316
2021-05-18T00:00:00+00:00;16920;49315;0;76215;469811;66505;9600;12928;166708
2021-05-19T00:00:00+00:00;16920;46761;0;79772;472538;73723;9600;8576;81148
2021-05-20T00:00:00+00:00;16592;45899;0;48756;489394;57558;9600;13656;144684
2021-05-21T00:00:00+00:00;17012;32408;0;24480;466164;37980;9600;13684;61956
2021-05-22T00:00:00+00:00;16920;0;0;25397;455427;35754;9600;10364;53024
2021-05-23T00:00:00+00:00;16920;0;0;32305;458799;46158;9600;12184;51340
2021-05-24T00:00:00+00:00;16852;400;0;20978;482308;44498;9600;9968;101068
2021-05-25T00:00:00+00:00;16200;39770;0;94069;472971;85015;9600;8280;88640
2021-05-26T00:00:00+00:00;16396;54652;0;52423;478050;60571;9600;16684;94632
2021-05-27T00:00:00+00:00;16428;62572;0;81587;445257;76053;9600;9152;66776
2021-05-28T00:00:00+00:00;16264;42962;0;45149;451115;80889;9600;13908;77636
2021-05-29T00:00:00+00:00;16072;36859;0;12363;449676;61892;9600;14688;76876
2021-05-30T00:00:00+00:00;16184;29551;0;9421;434948;44916;9600;17012;111092
2021-05-31T00:00:00+00:00;16072;38211;0;59289;409261;69284;9600;15520;65896
2021-06-01T00:00:00+00:00;15584;616;0;62018;419995;69868;9600;16820;23232
2021-06-02T00:00:00+00:00;16024;0;0;48872;425986;66152;9600;16764;18200
2021-06-03T00:00:00+00:00;15432;0;0;57801;432745;76376;9600;18988;9308
2021-06-04T00:00:00+00:00;15164;0;0;104520;443418;86609;9600;17132;30080
2021-06-05T00:00:00+00:00;14860;0;0;36120;469433;80866;9600;15264;28980
2021-06-06T00:00:00+00:00;14756;0;0;13049;504391;75343;9600;9620;48376
2021-06-07T00:00:00+00:00;14740;0;0;95836;493904;94404;9600;14520;23796
2021-06-08T00:00:00+00:00;14908;0;0;83515;494873;93504;9600;15516;22900
2021-06-09T00:00:00+00:00;14964;8214;0;85170;491395;92521;9600;14564;68032
2021-06-10T00:00:00+00:00;14680;0;0;109198;491158;90570;9600;13912;56172
2021-06-11T00:00:00+00:00;14452;0;0;92055;494939;90833;9600;13516;63256
2021-06-12T00:00:00+00:00;14180;0;0;8039;499509;66550;9600;15192;75464
2021-06-13T00:00:00+00:00;13656;0;0;13866;481899;64640;9600;19424;205596
2021-06-14T00:00:00+00:00;13440;7974;0;88529;477540;85841;9600;17724;53168
2021-06-15T00:00:00+00:00;13380;431;0;107369;462185;95430;9600;17772;5500
2021-06-16T00:00:00+00:00;13432;0;0;91039;448966;99740;9600;16956;6696
2021-06-17T00:00:00+00:00;13748;223;0;75261;438305;87441;9600;17244;47456
2021-06-18T00:00:00+00:00;13484;2180;0;81520;437558;89027;9600;16844;58368
2021-06-19T00:00:00+00:00;13352;0;0;52446;442346;80156;9600;16700;13916
2021-06-20T00:00:00+00:00;13072;0;0;30938;437186;76926;9600;17004;35996
2021-06-21T00:00:00+00:00;13288;14963;0;76902;426685;86468;9600;15660;42364
2021-06-22T00:00:00+00:00;12876;12535;0;87667;447938;87567;9600;16656;30316
2021-06-23T00:00:00+00:00;12788;21899;0;108265;439486;92149;9600;16228;52908
2021-06-24T00:00:00+00:00;13392;54896;0;84696;445567;95350;9600;15712;41840
2021-06-25T00:00:00+00:00;13636;15757;0;72470;440716;89153;9600;13352;101760
2021-06-26T00:00:00+00:00;14752;4258;0;39685;435982;66967;9600;17032;42972
2021-06-27T00:00:00+00:00;13464;6781;0;28750;414201;61515;9600;17848;7636
2021-06-28T00:00:00+00:00;13708;83751;0;96846;379852;84578;9600;16240;21344
2021-06-29T00:00:00+00:00;14264;45532;0;91074;378187;80006;9600;15720;52028
2021-06-30T00:00:00+00:00;14680;27449;0;95632;386322;76672;9600;11112;129036
2021-07-01T00:00:00+00:00;14236;189;0;92819;401217;82019;9600;12128;138356
2021-07-02T00:00:00+00:00;13952;434;0;108478;379530;84761;9600;14484;131452
2021-07-03T00:00:00+00:00;13824;0;0;35738;366464;65725;9600;17868;52732
2021-07-04T00:00:00+00:00;13608;0;0;10486;354955;64245;9600;16412;5452
2021-07-05T00:00:00+00:00;14244;0;0;70371;385790;97912;9600;14008;48544
2021-07-06T00:00:00+00:00;14600;13694;0;52316;364916;85388;9600;16876;64984
2021-07-07T00:00:00+00:00;14592;43993;0;126061;336185;105809;9600;16032;49984
2021-07-08T00:00:00+00:00;14976;25123;0;124840;356826;103058;9600;13484;71960
2021-07-09T00:00:00+00:00;15428;0;0;23491;425025;92542;9600;12628;126428
2021-07-10T00:00:00+00:00;15576;22349;0;25718;419866;72413;9600;18484;37772
2021-07-11T00:00:00+00:00;15360;0;0;9512;415180;72191;9600;12544;34424
2021-07-12T00:00:00+00:00;15360;17694;0;57084;420294;87041;9600;15484;34044
2021-07-13T00:00:00+00:00;15388;6090;0;80451;395457;97716;9600;15088;120968
2021-07-14T00:00:00+00:00;15720;6877;0;65551;434478;95143;9600;10916;71576
2021-07-15T00:00:00+00:00;15356;50377;0;100308;427243;101428;9600;13360;29284
2021-07-16T00:00:00+00:00;14976;0;0;83737;411455;97468;9600;13772;78396
2021-07-17T00:00:00+00:00;15044;15936;0;20413;431683;98974;9600;8816;77696
2021-07-18T00:00:00+00:00;15716;0;0;11089;356218;77281;9600;11008;140464
2021-07-19T00:00:00+00:00;15388;19842;0;51738;348019;86662;9600;14844;138128
2021-07-20T00:00:00+00:00;15628;0;0;76501;410270;70591;9600;14724;99256
2021-07-21T00:00:00+00:00;15648;465;0;70628;428695;71051;9600;15724;53672
2021-07-22T00:00:00+00:00;15744;160;0;88236;427424;90766;9600;14660;17236
2021-07-23T00:00:00+00:00;15496;7805;0;82403;419710;93675;9600;14748;4196
2021-07-24T00:00:00+00:00;15400;0;0;23084;402321;65820;9600;17092;70592
2021-07-25T00:00:00+00:00;15360;181;0;25223;417939;68206;9600;16476;39692
2021-07-26T00:00:00+00:00;15404;0;0;108318;405910;99203;9600;13928;35080
2021-07-27T00:00:00+00:00;15708;0;0;101195;413342;107458;9600;14296;36332
2021-07-28T00:00:00+00:00;15740;0;0;69983;396816;89371;9600;12660;70000
2021-07-29T00:00:00+00:00;15684;24122;0;58631;382395;58267;9600;15492;26712
2021-07-30T00:00:00+00:00;15744;54348;0;82372;358048;70050;9600;14008;12092
2021-07-31T00:00:00+00:00;15744;0;0;5676;389867;51072;9600;14792;38204
2021-08-01T00:00:00+00:00;15744;0;0;15425;443367;82802;9600;9536;84592
2021-08-02T00:00:00+00:00;15744;0;0;102234;504391;92812;9600;12516;54272
2021-08-03T00:00:00+00:00;15744;0;0;128317;469412;118173;9600;11472;20464
2021-08-04T00:00:00+00:00;15744;0;0;149393;431346;134033;9600;10560;16156
2021-08-05T00:00:00+00:00;15748;0;0;40936;454269;133207;9600;5996;87052
2021-08-06T00:00:00+00:00;15744;0;0;56957;482294;88305;9600;13520;47828
2021-08-07T00:00:00+00:00;15552;0;0;21713;474902;59397;9600;16332;97432
2021-08-08T00:00:00+00:00;15412;0;0;14786;447582;69375;9600;7960;48192
2021-08-09T00:00:00+00:00;15360;0;0;123633;454162;112629;9600;15292;18236
2021-08-10T00:00:00+00:00;15360;0;0;126544;449955;118334;9600;14992;20892
2021-08-11T00:00:00+00:00;15360;0;0;135857;436003;121864;9600;14476;39584
2021-08-12T00:00:00+00:00;15364;0;0;151573;407160;124589;9600;15096;12380
2021-08-13T00:00:00+00:00;15364;0;0;124464;382898;117119;9600;14660;14596
2021-08-14T00:00:00+00:00;15400;0;0;50426;354982;72821;9600;15212;5028
2021-08-15T00:00:00+00:00;15360;0;0;21928;330271;56466;9600;14536;26624
2021-08-16T00:00:00+00:00;15360;10674;0;50668;346677;82271;9600;10324;60472
2021-08-17T00:00:00+00:00;15272;0;0;32156;453893;71571;9600;13772;117308
2021-08-18T00:00:00+00:00;15272;0;0;69325;418642;84633;9600;10200;47904
2021-08-19T00:00:00+00:00;15360;0;0;99435;383348;101748;9600;12680;7852
2021-08-20T00:00:00+00:00;15360;0;0;122310;381734;111886;9600;11536;2840
2021-08-21T00:00:00+00:00;15360;42548;0;61344;359296;90824;9600;15456;3544
2021-08-22T00:00:00+00:00;14576;0;0;18019;334480;71240;9600;13248;14768
2021-08-23T00:00:00+00:00;14488;0;0;70727;395489;96312;9600;11104;66932
2021-08-24T00:00:00+00:00;14592;32489;0;89838;403367;89585;9600;7412;107528
2021-08-25T00:00:00+00:00;14924;71901;0;42938;417576;67498;9600;14072;65208
2021-08-26T00:00:00+00:00;14596;21046;0;119797;373558;88493;9600;9080;61780
2021-08-27T00:00:00+00:00;14596;38701;0;100864;408351;91895;9600;10612;40068
2021-08-28T00:00:00+00:00;14732;0;0;40805;419185;72615;9600;9768;21204
2021-08-29T00:00:00+00:00;13148;0;0;13562;420238;77545;9600;10568;100160
2021-08-30T00:00:00+00:00;14796;809;0;110421;407144;118834;9600;8216;46928
2021-08-31T00:00:00+00:00;15280;1731;0;67879;413212;105087;9600;7684;138524
2021-09-01T00:00:00+00:00;14592;1927;0;65344;430014;93999;9600;12340;165684
2021-09-02T00:00:00+00:00;14592;1117;0;76068;427322;91440;9600;13576;41940
2021-09-03T00:00:00+00:00;14720;2663;0;84070;418017;79350;9600;14336;592
2021-09-04T00:00:00+00:00;14948;9;0;35298;399069;62929;9600;14980;684
2021-09-05T00:00:00+00:00;14592;157;0;28247;365831;49047;9600;15204;22504
2021-09-06T00:00:00+00:00;14592;3771;0;67759;337963;89552;9600;13480;4928
2021-09-07T00:00:00+00:00;14692;4785;0;46711;329771;89467;9600;11848;8604
2021-09-08T00:00:00+00:00;14744;4848;0;39217;320958;71644;9600;13524;75536
2021-09-09T00:00:00+00:00;14784;4530;0;70977;294938;81435;9600;13500;114424
2021-09-10T00:00:00+00:00;14976;3864;0;80271;292834;87577;9600;12888;36600
2021-09-11T00:00:00+00:00;14920;49;0;19194;293918;47694;9600;12116;7380
2021-09-12T00:00:00+00:00;14752;3456;0;7030;279783;34691;9600;11872;9828
2021-09-13T00:00:00+00:00;14156;27522;0;72980;260138;64979;9600;11352;8120
2021-09-14T00:00:00+00:00;14104;32402;0;113203;257186;68903;9600;11988;8240
2021-09-15T00:00:00+00:00;13496;23411;0;112215;255564;75229;9600;11604;10964
2021-09-16T00:00:00+00:00;14096;49027;0;85716;269144;51988;9600;8728;38920
2021-09-17T00:00:00+00:00;14160;32391;0;23741;314307;48796;9600;8616;133520
2021-09-18T00:00:00+00:00;14440;32569;0;8816;298238;23049;9600;10436;40436
2021-09-19T00:00:00+00:00;14600;4088;0;1717;270417;21775;9600;7968;47632
2021-09-20T00:00:00+00:00;14664;59046;0;72648;287691;53488;9600;7860;49588
2021-09-21T00:00:00+00:00;14828;37874;0;48322;290377;41867;9600;9072;28492
2021-09-22T00:00:00+00:00;14976;39009;0;97320;267274;46492;9600;7120;95036
2021-09-23T00:00:00+00:00;14660;34004;0;56923;253160;31951;9600;11452;56436
2021-09-24T00:00:00+00:00;14868;97515;0;79384;235642;32655;9600;9696;153928
2021-09-25T00:00:00+00:00;14912;10497;0;52684;238733;32295;9600;12224;22988
2021-09-26T00:00:00+00:00;14744;1373;0;14789;227931;29843;9600;12104;12320
2021-09-27T00:00:00+00:00;14844;81695;0;80971;228525;39715;9600;6284;21768
2021-09-28T00:00:00+00:00;14976;1965;0;114096;255461;43483;9600;8148;57984
2021-09-29T00:00:00+00:00;14872;116811;0;71530;240798;36295;9600;5480;17492
2021-09-30T00:00:00+00:00;14864;35853;0;105774;244274;40063;9600;9176;49932
2021-10-01T00:00:00+00:00;14352;29497;0;62596;237000;30220;9600;10512;88576
2021-10-02T00:00:00+00:00;15308;11507;0;1416;221316;22317;9600;10720;147244
2021-10-03T00:00:00+00:00;15308;1610;0;6814;209430;29203;9600;10688;190704
2021-10-04T00:00:00+00:00;15316;104090;0;87607;193596;43095;9600;8428;37236
2021-10-05T00:00:00+00:00;15316;137354;0;61743;209340;33572;9600;7512;185764
2021-10-06T00:00:00+00:00;15396;126211;0;115941;257339;53156;9600;3208;28372
2021-10-07T00:00:00+00:00;15360;83461;0;71620;308176;63164;9600;2408;38164
