year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;5.98;0;7;0;40
1938;5.72;0;22;0;45
1939;5.5;0;11;0;63
1940;4.56;0;5;0;68
1941;5.16;0;20;0;50
1942;5.63;0;24;0;70
1943;6.51;4;27;0;35
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;5.93;1;22;0;52
1947;6.77;7;50;0;54
1948;6.66;0;26;0;35
1949;6.52;2;26;0;43
1950;6.58;5;42;0;42
1951;6.52;1;30;0;33
1952;5.67;7;19;0;57
1953;7.06;0;15;0;39
1954;5.64;0;12;0;41
1955;5.86;0;2;0;33
1956;4.86;1;7;0;52
1957;6.81;4;16;0;22
1958;6.56;1;19;0;37
1959;7.27;0;8;0;19
1960;6.36;0;8;0;28
1961;7.43;0;22;0;21
1962;5.29;0;20;0;51
1963;5.27;0;16;0;61
1964;5.99;0;31;0;54
1965;5.28;2;15;0;54
1966;5.87;1;18;0;45
1967;6.05;1;22;0;43
1968;5.67;2;17;0;54
1969;5.54;1;22;0;56
1970;5.3;1;22;0;58
1971;6.18;2;27;0;48
1972;5.94;3;20;0;42
1973;5.58;0;26;0;50
1974;5.93;2;21;0;26
1975;5.89;1;19;0;43
1976;5.86;0;18;0;43
1977;6.38;0;8;0;49
1978;5.43;0;10;0;52
1979;5.94;0;14;0;45
1980;5.16;2;20;0;51
1981;5.56;0;20;0;58
1982;6.08;0;20;0;36
1983;6.15;6;22;0;46
1984;5.47;3;13;0;37
1985;5.59;1;20;0;51
1986;5.74;1;18;0;51
1987;5.51;1;28;0;50
1988;6.25;0;19;0;39
1989;6.63;1;16;0;36
1990;6.59;1;24;0;43
1991;6.04;3;30;0;54
1992;6.75;7;31;0;40
1993;6.56;2;25;0;43
1994;7.98;4;45;0;20
1995;6.13;2;21;0;44
1996;5.65;1;16;0;53
1997;6.72;0;13;0;27
1998;6.44;4;27;0;46
1999;6.43;3;18;0;45
2000;7.07;1;29;0;26
2001;6.58;3;32;0;38
2002;7.42;3;27;0;26
2003;7.1;15;58;0;41
2004;6.34;0;28;0;50
2005;5.89;3;31;0;73
2006;6.12;0;37;0;56
2007;7.02;2;17;0;27
2008;6.42;1;32;0;40
2009;6.37;2;28;0;51
2010;5.52;3;26;0;63
2011;7.09;4;28;0;36
2012;6.47;7;30;0;48
2013;6.18;11;30;0;47
2014;7.6;2;16;0;10
2015;7.38;6;48;0;39
2016;7.13;2;31;0;34
2017;6.76;1;36;0;45
2018;7.57;1;40;0;38
2019;7.07;7;36;0;32
2020;7.06;1;21;0;39
2021;6.16;0;23;0;44
2022;7.93;5;41;0;28
2023;null;0;0;0;14
