year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1950;8.42;8;46;0;25
1951;8.46;1;35;0;11
1952;7.38;7;35;0;29
1953;7.7;1;33;0;27
1954;7.06;1;30;0;43
1955;7.03;0;18;0;30
1956;6.59;1;37;0;54
1957;8.15;7;31;0;19
1958;8.03;3;31;0;18
1959;7.5;2;14;0;18
1960;7.08;0;19;0;25
1961;7.65;4;37;0;27
1962;6.15;4;33;0;40
1963;6.82;5;36;0;62
1964;6.7;2;36;0;40
1965;6.84;3;16;0;32
1966;7.84;1;18;0;25
1967;8.1;4;37;0;19
1968;7.69;2;28;0;30
1969;7.55;3;40;0;30
1970;7.4;1;30;0;14
1971;null;null;null;null;null
1972;null;null;null;null;null
1973;null;null;null;null;null
1974;null;null;null;null;null
1975;null;null;null;null;null
1976;7.86;4;29;0;25
1977;8.34;0;24;0;17
1978;7.32;0;18;0;23
1979;7.82;0;22;0;23
1980;7.18;2;18;0;36
1981;8.22;1;29;0;28
1982;8.3;1;26;0;32
1983;8.93;6;53;0;24
1984;7.3;2;16;0;24
1985;7.47;3;31;0;44
1986;7.6;4;33;1;47
1987;7.69;2;35;0;41
1988;8.4;6;31;0;11
1989;8.65;0;17;0;7
1990;8.64;1;33;0;19
1991;7.48;1;26;0;34
1992;8.93;17;44;0;21
1993;8.21;3;36;0;36
1994;9.77;12;59;0;14
1995;8.33;2;35;0;32
1996;7.13;0;25;0;46
1997;8.04;0;30;0;18
1998;8.79;9;43;0;28
1999;8.86;3;23;0;23
2000;9.77;10;47;0;19
2001;8.78;3;45;0;27
2002;9.46;6;40;0;22
2003;8.67;20;69;0;38
2004;8.45;3;37;0;30
2005;8.04;5;33;1;40
2006;8.64;5;44;0;32
2007;9.39;9;55;0;22
2008;9.45;2;45;0;10
2009;8.97;5;45;0;30
2010;7.97;12;38;0;53
2011;9.33;8;48;0;24
2012;9.31;16;59;0;27
2013;9;16;47;0;28
2014;10;4;30;0;14
2015;10.02;27;55;2;4
2016;9.64;5;54;0;10
2017;9.52;17;61;1;20
2018;10.16;6;62;0;24
2019;10.34;13;68;1;12
2020;9.79;4;45;0;2
2021;9.15;7;50;0;12
2022;null;17;56;0;2
