year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,10.883,368.6,34,84,2,73,41,47
1948,11.405,547.5,12,32,0,40,6,8
1949,11.393,321.0,12,59,0,56,7,2
1950,11.198,567.8,11,47,0,44,7,2
1951,10.737,468.1,5,39,1,51,0,10
1952,10.793,456.7,15,43,1,64,7,12
1953,11.111,348.6,13,49,0,64,10,36
1954,9.813,466.4,6,27,0,62,25,13
1955,9.609,511.8,3,33,0,88,20,50
1956,9.067,541.6,0,16,0,68,28,39
1957,10.856,549.3,9,32,1,44,6,4
1958,10.36,620.1,0,33,0,62,8,27
1959,11.455,281.3,12,64,0,53,7,14
1960,10.461,579.4,0,17,0,41,10,15
1961,11.304,607.9,2,28,0,30,7,16
1962,9.974,361.6,3,29,0,54,7,9
1963,9.234,444.7,6,30,0,73,43,67
1964,10.601,323.8,17,50,1,59,17,5
1965,9.882,612.2,0,18,0,56,8,16
1966,11.145,528.0,4,31,0,37,15,11
1967,11.37,506.9,7,37,0,32,5,7
1968,10.561,671.1,2,24,0,55,6,23
1969,10.363,591.0,11,42,1,63,16,23
1970,10.004,641.5,4,37,0,68,19,44
1971,10.726,324.9,10,53,0,52,20,19
1972,10.066,437.6,5,22,1,52,8,4
1973,10.922,371.8,6,44,1,56,6,1
1974,10.777,464.9,3,21,0,22,0,0
1975,7.004,242.5,9,38,0,154,150,0
1976,11.406,258.7,15,54,1,59,10,14
1977,10.808,489.9,1,20,0,39,2,10
1978,9.894,429.2,2,20,0,46,12,19
1979,9.241,505.3,2,24,0,77,24,61
1980,9.621,540.3,1,17,0,44,12,6
1981,10.172,787.5,0,22,0,57,16,44
1982,10.445,458.6,8,54,0,55,17,26
1983,11.144,620.6,8,52,0,40,6,28
1984,9.766,714.7,5,21,0,55,1,18
1985,9.264,508.0,2,25,0,66,30,49
1986,9.711,557.8,4,43,1,57,24,48
1987,9.223,697.0,2,22,1,65,24,50
1988,10.998,578.8,2,29,0,31,0,12
1989,11.392,459.4,4,45,0,26,5,1
1990,11.533,471.5,9,41,0,28,2,4
1991,10.431,331.4,8,41,0,58,14,28
1992,11.171,516.2,8,42,0,49,6,0
1993,10.806,500.6,2,41,0,54,14,1
1994,11.584,546.4,24,57,1,36,1,7
1995,11.538,639.4,18,57,0,42,6,7
1996,9.446,467.4,5,34,0,70,18,9
1997,11.102,371.4,10,55,0,48,17,27
1998,11.508,483.9,13,40,0,38,4,0
1999,11.903,386.1,13,58,0,35,3,4
2000,11.788,547.2,8,47,0,30,2,1
2001,3.607,218.8,0,0,0,43,2,6
2004,10.92,42.0,0,0,0,0,0,0
2005,11.849,495.5,17,54,0,45,6,10
2006,11.745,425.5,20,71,3,62,13,13
2007,12.796,527.0,8,48,0,19,2,1
2008,12.136,456.6,13,59,0,41,0,3
2009,11.569,470.5,11,54,0,58,11,8
2010,10.857,501.1,17,51,2,64,24,31
2011,12.14,426.5,6,65,0,52,6,6
2012,11.733,461.4,11,54,0,38,14,2
2013,11.098,510.6,19,57,1,66,17,29
2014,12.905,581.6,11,54,0,30,0,0
2015,12.184,338.9,30,66,3,42,1,0
2016,12.304,474.8,16,69,1,37,4,0
2017,12.175,555.5,15,63,0,45,5,0
2018,13.393,359.2,43,105,5,48,7,0
2019,12.807,475.4,25,75,2,41,3,0
2020,13.056,421.8,21,78,2,26,1,0
2021,11.471,519.9,8,52,1,45,5,0
2022,13.402,503.6,36,89,0,30,0,0
2023,13.27,540.3,21,84,2,32,0,0
2024,13.432,617.8,22,69,0,24,6,0
