year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1964;9.66;15;59;1;42
1965;9.17;5;40;0;21
1966;10.62;5;43;0;23
1967;10.58;18;56;1;15
1968;9.9;10;50;0;26
1969;9.61;9;59;0;49
1970;10.02;22;59;0;27
1971;10.55;21;67;3;23
1972;10.23;14;47;3;20
1973;10.44;15;64;1;12
1974;11.04;12;53;2;1
1975;11;3;69;0;6
1976;10.25;10;45;2;18
1977;10.63;3;56;1;23
1978;9.66;2;41;1;22
1979;9.95;6;59;0;19
1980;9.21;4;34;2;34
1981;10.62;17;59;2;20
1982;10.4;7;73;1;32
1983;11.24;29;79;5;19
1984;9.77;8;40;0;17
1985;9.43;10;56;0;40
1986;9.88;16;70;2;40
1987;9.6;8;59;0;38
1988;10.72;19;58;4;9
1989;10.77;6;51;0;12
1990;11.05;13;59;1;17
1991;9.86;9;52;2;28
1992;11.45;31;75;9;10
1993;10.35;17;64;3;33
1994;11.86;33;81;8;14
1995;10.56;19;66;1;22
1996;9.02;5;42;0;52
1997;10.23;2;61;0;24
1998;10.98;19;64;6;23
1999;10.89;8;52;0;20
2000;11.89;22;70;2;20
2001;10.86;17;64;2;18
2002;11.59;14;74;1;28
2003;11.28;41;101;8;23
2004;10.67;11;53;2;26
2005;10.52;11;65;4;30
2006;11;21;60;10;34
2007;12;25;79;6;16
2008;11.86;11;73;1;8
2009;11.49;13;78;2;25
2010;10.31;16;54;6;42
2011;11.54;18;80;4;17
2012;11.76;35;86;6;21
2013;11.19;26;68;13;20
2014;12.28;14;62;4;11
2015;12.31;40;74;17;2
2016;11.77;14;77;3;14
2017;11.91;37;80;7;22
2018;12.73;31;107;13;15
2019;12.75;40;88;10;6
2020;12.16;20;79;2;5
2021;11.53;24;84;7;8
2022;null;27;68;7;1
