year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1949,9.83,807.3,1,9,0,30,4,4
1950,8.965,870.8,0,15,0,62,19,6
1951,9.107,980.5,0,10,0,52,3,7
1952,8.184,816.9,1,10,0,77,11,10
1953,9.588,678.3,1,19,0,56,17,17
1954,8.305,872.2,0,7,0,73,25,7
1955,8.304,787.5,0,17,0,88,26,53
1956,7.646,724.3,0,4,0,84,34,42
1957,9.202,754.6,2,13,0,42,5,10
1958,8.724,761.9,0,11,0,78,11,23
1959,9.65,483.0,2,24,0,56,16,15
1960,9.052,840.7,0,7,0,57,13,17
1961,9.504,883.0,2,11,0,38,17,1
1962,7.803,740.3,0,3,0,75,18,18
1963,7.736,673.1,1,7,0,94,60,73
1964,8.601,585.9,3,12,0,76,24,21
1965,8.261,928.5,0,3,0,64,15,29
1966,8.859,945.3,1,15,0,60,27,35
1967,9.751,943.4,0,9,0,32,6,11
1968,9.054,708.2,1,15,0,67,15,23
1969,8.593,676.8,4,22,1,97,39,50
1970,8.441,806.2,0,17,0,82,33,62
1971,9.349,468.9,1,16,0,37,14,15
1972,8.778,630.6,2,14,1,54,15,11
1973,9.265,752.5,2,21,0,39,7,16
1974,9.684,784.1,0,7,0,16,0,0
1975,9.874,682.8,6,25,2,36,2,1
1976,9.229,542.1,4,23,1,71,17,36
1977,9.481,743.2,0,7,0,37,6,12
1978,8.724,837.1,0,13,0,61,20,28
1979,8.097,794.6,0,13,0,78,33,72
1980,8.645,739.1,0,9,0,75,19,23
1981,9.07,797.5,1,14,0,65,20,49
1982,9.714,579.6,8,22,0,55,14,20
1983,10.013,721.3,4,28,0,43,7,15
1984,8.919,735.4,1,10,0,57,5,13
1985,8.225,761.3,1,11,0,82,38,38
1986,8.829,692.0,2,14,0,68,33,49
1987,8.219,772.2,0,8,0,72,28,39
1988,9.939,782.7,0,5,0,18,2,9
1989,10.456,639.9,1,14,0,31,4,1
1990,10.538,894.4,3,14,0,17,2,0
1991,9.364,620.0,2,18,0,50,13,12
1992,10.366,638.1,3,28,0,23,6,3
1993,9.03,814.5,0,11,0,57,14,4
1994,10.22,780.9,11,27,8,31,9,5
1995,9.796,772.5,4,28,1,51,15,17
1996,8.063,487.9,4,17,0,89,40,32
1997,9.878,608.6,6,28,2,45,15,13
1998,9.8,1039.5,2,9,0,32,7,10
1999,10.747,719.9,2,31,0,31,1,7
2000,10.649,683.2,2,9,1,23,5,1
2001,9.885,927.5,3,15,1,56,11,14
2002,10.524,994.7,5,24,0,46,15,5
2003,10.252,661.1,9,34,2,58,12,17
2004,10.17,867.4,4,16,0,45,4,4
2005,10.415,769.7,1,22,1,50,4,25
2006,10.87,727.7,7,36,3,57,10,18
2007,10.977,920.9,2,15,0,19,5,5
2008,10.478,835.4,5,21,0,25,4,3
2009,10.169,697.3,2,17,0,49,13,11
2010,8.534,713.6,7,20,4,96,52,67
2011,10.26,738.9,1,15,0,42,8,4
2012,9.779,729.1,2,18,1,44,15,5
2013,9.405,738.2,1,21,1,69,19,24
2014,11.265,678.0,2,29,1,25,10,4
2015,10.439,844.8,4,16,0,20,1,1
2016,10.251,677.1,3,22,0,54,11,10
2017,10.383,843.0,0,9,0,28,6,2
2018,11.152,568.3,8,47,5,43,7,6
2019,11.073,755.1,9,30,1,18,2,2
2020,11.223,706.0,9,28,3,6,0,0
2021,10.271,747.1,1,18,2,35,12,13
2022,11.158,812.3,7,29,3,26,5,0
2023,11.141,939.0,0,21,0,29,4,9
