year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,9.255,622.7,21,57,0,180,52,40
1948,10.161,611.1,8,26,0,65,6,1
1949,9.426,541.6,1,25,0,135,89,3
1950,9.401,694.1,3,27,0,74,28,2
1951,9.382,795.0,3,29,0,77,2,0
1952,8.491,804.7,5,26,0,98,11,35
1953,9.8,523.6,7,38,0,75,12,29
1954,8.499,789.2,3,20,0,84,29,12
1955,8.41,620.3,2,28,0,106,22,49
1956,7.718,787.1,0,15,0,89,33,49
1957,9.426,737.3,6,24,0,68,8,15
1958,8.995,825.1,0,22,0,86,5,29
1959,9.954,349.5,13,62,1,76,12,17
1960,9.299,775.4,2,16,0,69,12,13
1961,9.633,917.9,4,22,0,62,17,6
1962,7.636,610.0,0,5,0,85,27,20
1963,7.595,616.2,3,22,0,99,67,72
1964,8.727,471.2,9,38,0,82,30,13
1965,8.271,806.8,0,9,0,78,14,17
1966,9.102,784.7,3,29,0,66,29,31
1967,9.894,800.7,0,21,0,46,9,9
1968,8.984,648.0,2,28,0,79,23,22
1969,8.601,718.9,8,34,2,103,40,26
1970,8.565,809.2,4,32,0,84,34,69
1971,9.35,514.5,4,32,0,63,14,15
1972,8.434,599.3,5,22,0,78,16,8
1973,9.092,601.5,6,32,0,79,5,12
1974,9.773,699.1,2,17,0,28,0,1
1975,9.971,575.7,11,43,0,67,2,7
1976,9.29,579.2,11,46,0,99,16,43
1977,9.507,682.0,2,18,0,55,7,13
1978,8.701,709.4,5,22,0,82,25,40
1979,8.135,746.6,1,24,0,85,31,72
1980,8.595,707.7,1,20,0,79,13,34
1981,8.999,945.8,4,21,0,79,18,66
1982,9.791,666.0,9,41,0,66,12,11
1983,9.94,752.7,12,49,0,65,9,26
1984,8.939,760.8,3,20,1,77,6,18
1985,8.279,601.3,3,25,0,89,34,47
1986,8.647,779.9,11,41,1,79,33,48
1987,8.095,843.6,6,34,0,88,29,66
1988,9.883,788.2,0,26,0,45,3,16
1989,10.355,643.4,6,48,0,51,7,1
1990,10.475,727.9,7,33,0,34,3,2
1991,9.254,665.0,4,31,0,68,13,17
1992,10.252,833.1,7,52,0,42,11,3
1993,9.036,927.5,0,32,0,68,18,21
1994,10.333,918.4,20,39,2,41,8,8
1995,9.831,757.2,18,55,0,79,17,21
1996,7.995,612.5,5,29,0,105,43,50
1997,9.783,616.6,9,42,0,62,13,17
1998,9.891,868.5,8,21,1,53,13,14
1999,10.642,734.5,11,46,0,47,3,18
2000,10.707,710.4,6,29,1,33,5,9
2001,9.885,875.3,9,36,0,64,12,16
2002,10.238,1007.0,9,37,0,56,13,8
2003,10.17,570.6,19,58,1,82,12,22
2004,10.015,850.9,8,30,0,61,4,13
2005,10.133,806.2,9,38,0,68,9,33
2006,10.623,656.8,12,61,2,71,7,13
2007,10.648,875.7,5,31,0,32,7,5
2008,10.269,701.6,10,33,0,50,5,7
2009,10.17,645.3,7,46,0,67,16,20
2010,8.478,686.3,13,34,2,103,49,78
2011,10.317,556.3,3,39,0,69,9,7
2012,9.842,644.9,7,37,0,60,16,7
2013,9.403,590.7,11,33,0,85,18,46
2014,11.082,654.2,3,37,0,43,11,5
2015,10.47,733.4,10,36,0,51,1,3
2016,10.272,565.2,12,49,0,66,9,15
2017,10.321,766.3,4,29,0,40,9,9
2018,10.244,399.4,11,62,0,65,8,0
2019,11.112,635.0,22,52,2,50,2,0
2020,11.377,561.0,13,43,1,24,0,0
2021,10.045,693.4,3,40,0,53,14,0
2022,11.167,534.5,21,61,0,51,6,0
2023,11.236,973.3,12,55,0,52,4,0
2024,12.928,694.6,9,52,0,24,5,0
