year,month,averageTemperature,totalPrecipitation,averageSnowCover
1947,1,-3.906,29.9,35.0
1947,2,-7.429,18.7,100.0
1947,3,2.368,52.1,213.0
1947,4,9.95,58.8,0.0
1947,5,15.974,18.8,0.0
1947,6,18.903,56.1,0.0
1947,7,19.135,51.2,0.0
1947,8,19.874,39.2,0.0
1947,9,17.507,42.7,0.0
1947,10,8.523,16.8,0.0
1947,11,6.233,130.2,9.0
1947,12,2.813,108.2,0.0
1948,1,3.913,108.0,2.0
1948,2,1.962,66.0,0.0
1948,3,5.826,19.3,0.0
1948,4,11.37,33.3,0.0
1948,5,14.181,53.7,0.0
1948,6,16.737,40.5,0.0
1948,7,17.555,102.5,0.0
1948,8,17.1,91.3,0.0
1948,9,15.057,32.2,0.0
1948,10,9.481,22.2,0.0
1948,11,5.22,20.0,0.0
1948,12,3.248,22.1,0.0
1949,1,3.268,33.5,0.0
1949,2,3.889,41.4,0.0
1949,3,3.119,36.0,19.0
1949,4,11.547,52.8,0.0
1949,7,17.4,68.8,0.0
1949,8,17.306,51.8,0.0
1949,9,16.947,82.8,0.0
1949,10,11.474,8.8,0.0
1949,11,4.967,80.7,0.0
1949,12,3.977,85.0,0.0
1950,1,0.413,40.6,1.0
1950,2,4.371,81.1,1.0
1950,3,6.213,16.9,0.0
1950,4,7.553,80.7,0.0
1950,5,14.003,42.1,0.0
1950,6,17.85,48.8,0.0
1950,7,17.823,145.8,0.0
1950,8,18.303,44.1,0.0
1950,9,13.397,71.2,0.0
1950,10,8.026,47.6,0.0
1950,11,5.19,42.2,0.0
1950,12,-0.613,33.0,0.0
1951,1,2.623,79.4,0.0
1951,2,2.704,58.9,0.0
1951,3,3.01,66.7,0.0
1951,4,7.66,61.6,0.0
1951,5,11.858,65.5,0.0
1951,6,15.8,82.4,0.0
1951,7,17.019,114.0,0.0
1951,8,17.471,66.2,0.0
1951,9,14.833,41.9,0.0
1951,10,7.39,3.8,0.0
1951,11,7.453,99.8,0.0
1951,12,4.377,54.8,0.0
1952,1,1.677,68.3,3.0
1952,2,1.938,33.3,58.0
1952,3,2.81,80.9,25.0
1952,4,11.087,21.3,6.0
1952,5,12.819,75.0,0.0
1952,6,15.177,47.9,0.0
1952,7,17.758,41.0,0.0
1952,8,17.468,179.4,0.0
1952,9,10.913,52.5,0.0
1952,10,7.535,76.8,0.0
1952,11,1.817,75.7,63.0
1952,12,0.629,52.6,25.0
1953,1,1.139,33.7,35.0
1953,2,0.968,26.2,123.0
1953,3,5.071,22.0,1.0
1953,4,9.31,49.3,0.0
1953,5,13.561,81.0,0.0
1953,6,17.107,63.4,0.0
1953,7,17.732,50.1,0.0
1953,8,17.052,61.7,0.0
1953,9,13.233,50.1,0.0
1953,10,10.8,16.1,0.0
1953,11,6.867,28.6,0.0
1953,12,4.139,41.4,0.0
1954,1,-2.003,40.9,7.0
1954,2,-3.064,24.8,30.0
1954,3,4.416,38.2,5.0
1954,4,6.547,22.1,0.0
1954,5,13.042,40.1,0.0
