year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,7.473,0.0,0,4,1,96,66,0
1948,8.556,0.0,0,3,0,48,11,0
1949,8.911,0.0,0,1,0,45,5,0
1950,8.238,0.0,0,2,0,67,14,0
1951,8.315,592.0,0,2,0,61,16,27
1952,7.335,711.8,0,1,0,106,9,39
1953,8.755,425.5,0,5,0,67,14,22
1954,7.232,652.9,0,0,0,92,30,36
1955,7.498,687.2,0,0,0,102,31,52
1956,6.706,559.5,0,0,0,99,35,59
1957,8.089,552.1,0,1,0,52,6,10
1958,7.496,612.3,0,1,0,89,25,49
1959,8.847,478.9,0,1,0,53,17,21
1960,7.754,830.5,0,1,0,63,19,34
1961,8.624,482.3,0,1,0,54,12,17
1962,7.087,467.8,0,0,0,80,23,37
1963,7.04,534.7,0,2,1,105,63,79
1964,7.852,398.2,1,4,0,96,26,34
1965,7.23,652.4,0,0,0,86,13,48
1966,7.585,592.5,0,2,0,89,30,47
1967,8.752,575.6,0,1,0,64,9,22
1968,8.167,593.4,0,0,0,79,16,36
1969,7.296,424.1,0,0,0,112,43,77
1970,7.006,572.1,0,2,0,105,43,93
1971,8.148,331.3,0,4,0,60,17,20
1972,7.738,474.8,0,0,0,55,18,11
1973,8.456,484.8,0,4,0,52,7,22
1974,8.406,567.7,1,2,0,23,2,3
1975,8.973,441.1,0,7,4,32,2,4
1976,7.998,373.5,0,7,0,81,18,40
1977,8.082,610.6,0,0,0,62,11,27
1978,7.517,478.7,0,0,0,75,21,37
1979,6.91,526.9,0,0,0,97,47,75
1980,7.071,597.3,0,0,0,106,33,59
1981,7.792,618.5,0,0,0,82,21,58
1982,8.473,397.7,0,5,1,69,26,26
1983,8.813,566.9,1,5,0,54,5,29
1984,7.926,584.1,0,0,0,73,5,22
1985,6.829,561.3,0,1,0,102,44,61
1986,7.327,559.3,0,2,0,91,40,49
1987,6.752,546.5,0,2,0,90,41,61
1988,8.486,547.8,0,1,0,50,2,12
1989,9.802,496.1,0,7,0,31,2,1
1990,9.784,566.8,0,2,0,18,1,1
1991,8.234,580.0,0,3,0,45,13,18
1992,8.978,530.6,0,7,0,35,6,7
1993,7.849,559.3,0,0,0,55,13,11
1994,8.718,556.7,0,9,7,48,15,24
1995,8.529,425.7,1,7,0,65,14,19
1996,7.003,483.4,0,1,0,121,51,60
1997,8.756,460.0,0,14,6,50,14,18
1998,8.267,643.0,0,1,0,51,15,11
1999,9.028,673.0,0,0,0,47,9,24
2000,9.367,440.0,1,4,1,29,5,8
2001,8.743,561.2,1,2,0,53,8,28
2002,9.404,615.7,0,1,0,51,7,5
2003,8.938,458.4,0,7,0,70,23,36
2004,8.665,563.9,0,1,0,62,12,20
2005,8.936,474.4,0,5,0,59,9,36
2006,9.543,537.6,0,12,6,70,19,42
2007,9.647,706.9,0,3,0,22,5,10
2008,9.501,472.3,0,2,0,23,2,6
2009,8.884,460.2,0,3,0,59,10,24
2010,7.647,732.0,1,9,5,105,52,93
2011,8.873,713.8,0,0,0,53,24,9
2012,8.538,485.0,0,5,0,51,19,29
2013,8.786,511.3,2,4,0,72,20,56
2014,10.045,557.0,0,5,1,31,10,8
2015,9.597,614.1,0,3,0,25,1,4
2016,9.466,450.0,1,4,0,47,7,12
2017,9.246,658.9,0,3,0,43,7,7
2018,9.958,412.8,0,20,9,49,12,24
2019,9.987,552.0,2,8,1,24,3,2
2020,10.316,543.3,0,4,0,7,0,0
2021,9.294,681.3,1,4,1,55,10,19
2022,9.742,449.2,0,11,2,30,10,0
2023,9.964,618.0,0,2,0,41,1,13
2024,3.481,140.2,0,0,0,17,2,0
