year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,8.134,0.0,0,4,1,85,65,0
1948,9.448,0.0,0,3,0,40,11,0
1949,9.787,0.0,0,1,0,39,5,0
1950,9.304,0.0,0,2,0,43,13,0
1951,8.822,489.6,0,2,0,58,16,27
1952,8.4,607.5,0,1,0,73,8,27
1953,9.643,369.2,0,5,0,51,12,22
1954,7.873,511.8,0,0,0,83,30,36
1955,8.232,615.6,0,0,0,82,29,43
1956,7.4,467.4,0,0,0,83,30,51
1957,8.949,498.3,0,1,0,35,2,10
1958,8.127,551.8,0,1,0,80,25,49
1959,9.926,419.2,0,1,0,41,14,17
1960,8.387,663.1,0,1,0,56,19,34
1961,9.774,428.2,0,1,0,32,6,8
1962,8.077,403.4,0,0,0,53,13,23
1963,7.674,423.9,0,2,1,88,56,68
1964,8.608,330.8,1,4,0,78,26,24
1965,8.247,443.5,0,0,0,57,11,25
1966,8.512,492.6,0,2,0,65,29,45
1967,9.783,470.2,0,1,0,40,5,14
1968,9.209,522.8,0,0,0,52,11,28
1969,8.487,314.1,0,0,0,79,28,45
1970,7.557,427.9,0,2,0,90,42,88
1971,8.811,273.5,0,4,0,50,17,18
1972,8.417,403.8,0,0,0,41,18,11
1973,9.643,390.3,0,4,0,29,3,9
1974,9.065,441.1,1,2,0,21,2,3
1975,10.009,389.6,0,7,4,19,0,3
1976,8.949,312.4,0,7,0,66,15,31
1977,8.791,479.3,0,0,0,50,11,26
1978,8.287,397.0,0,0,0,57,18,32
1979,7.574,408.0,0,0,0,85,45,72
1980,7.781,498.3,0,0,0,86,30,51
1981,8.912,523.5,0,0,0,54,11,34
1982,9.246,318.3,0,5,1,59,26,25
1983,9.948,478.4,1,5,0,31,1,15
1984,8.788,515.7,0,0,0,53,4,15
1985,7.542,419.2,0,1,0,81,42,53
1986,7.852,457.2,0,2,0,77,36,43
1987,7.217,442.7,0,2,0,80,40,60
1988,9.472,480.3,0,1,0,30,0,9
1989,10.902,379.8,0,7,0,9,0,1
1990,10.902,421.6,0,2,0,9,1,0
1991,9.142,503.1,0,3,0,35,12,18
1992,10.059,446.7,0,7,0,23,4,6
1993,8.88,461.1,0,0,0,38,8,3
1994,9.375,470.4,0,9,7,41,14,23
1995,9.924,371.6,1,7,0,30,4,7
1996,7.858,390.6,0,1,0,97,45,52
1997,9.759,392.3,0,14,6,42,12,18
1998,9.624,546.2,0,1,0,21,5,2
1999,10.027,533.2,0,0,0,32,8,23
2000,10.145,376.7,1,4,1,18,4,6
2001,9.794,481.2,1,2,0,38,6,19
2002,10.721,528.9,0,1,0,28,2,5
2003,9.689,384.2,0,7,0,63,22,36
2004,9.443,493.8,0,1,0,51,12,19
2005,9.883,390.5,0,5,0,45,8,30
2006,10.022,430.0,0,12,6,70,19,42
2007,10.697,612.8,0,3,0,15,4,10
2008,10.437,409.4,0,2,0,16,2,6
2009,9.842,347.6,0,3,0,47,6,16
2010,8.915,587.2,1,9,5,68,35,58
2011,9.608,630.3,0,0,0,51,24,8
2012,9.577,401.9,0,5,0,35,15,16
2013,9.456,427.7,2,4,0,70,20,56
2014,10.976,451.3,0,5,1,19,9,6
2015,10.123,413.6,0,3,0,23,1,4
2016,10.424,372.2,1,4,0,37,7,12
2017,10.071,555.4,0,3,0,39,7,7
2018,10.842,345.4,0,20,9,46,12,24
2019,10.884,456.1,2,8,1,21,3,2
2020,11.203,480.8,0,4,0,3,0,0
2021,10.213,572.0,1,4,1,41,9,16
2022,10.7,375.9,0,11,2,17,7,0
2023,11.001,463.5,0,2,0,28,1,2
2024,11.296,578.0,0,2,0,18,2,0
