year,month,averageTemperature,totalPrecipitation,averageSnowCover
1945,1,-10.423,140.6,3337.0
1945,2,0.696,160.3,2723.0
1945,3,1.877,256.3,3767.0
1945,4,5.847,186.5,555.0
1945,8,15.095,119.3,0.0
1945,9,11.883,236.9,0.0
1945,10,6.271,173.8,10.0
1945,11,-0.11,81.4,137.0
1945,12,-3.565,159.3,1184.0
1946,1,-7.455,85.9,1921.0
1946,2,-0.754,351.6,2878.0
1946,3,2.277,35.5,2906.0
1946,4,7.73,42.2,123.0
1946,5,11.806,167.3,0.0
1946,6,13.513,214.4,0.0
1946,7,16.361,220.2,0.0
1946,8,15.216,170.5,0.0
1946,9,13.24,90.5,0.0
1946,10,6.006,184.0,0.0
1946,11,1.737,130.9,10.0
1946,12,-7.481,103.6,1119.0
1947,1,-7.752,88.7,2416.0
1947,2,-7.721,46.2,2590.0
1947,3,1.358,85.9,1800.0
1947,4,8.197,128.1,11.0
1947,5,13.129,57.9,0.0
1947,6,15.47,155.2,0.0
1947,7,17.197,221.1,0.0
1947,8,16.89,56.4,0.0
1947,9,15.273,26.2,0.0
1947,10,6.252,55.8,0.0
1947,11,3.323,304.7,163.0
1947,12,-3.406,239.5,1577.0
1948,1,-1.077,139.8,1878.0
1948,2,-2.879,212.4,2113.0
1948,3,2.868,143.2,1561.0
1948,4,7.233,105.9,20.0
1948,5,12.323,83.3,0.0
1948,6,12.277,294.4,0.0
1948,7,13.306,341.9,0.0
1948,8,15.526,246.8,0.0
1948,9,12.337,77.5,0.0
1948,10,7.968,66.0,0.0
1948,11,2.193,54.1,5.0
1948,12,-5.474,59.3,430.0
1949,1,-3.758,154.4,1350.0
1949,2,-2.243,63.2,1706.0
1949,3,-0.187,135.7,1350.0
1949,4,8.133,151.7,54.0
1949,5,9.448,299.5,5.0
1949,6,12.743,229.9,0.0
1949,7,15.387,268.8,0.0
1949,8,14.116,474.7,0.0
1949,9,14.227,94.8,0.0
1949,10,8.484,51.0,3.0
1949,11,1.78,93.6,28.0
1949,12,-1.365,246.0,854.0
1950,1,-5.335,283.1,2981.0
1950,2,-0.696,193.1,2587.0
1950,3,2.787,79.8,1438.0
1950,4,5.407,187.9,14.0
1950,5,12.035,73.1,0.0
1950,6,16.75,113.0,0.0
1950,7,17.706,289.3,0.0
1950,8,15.861,305.2,0.0
1950,9,11.72,234.6,0.0
1950,10,5.768,97.3,64.0
1950,11,1.103,135.0,119.0
1950,12,-5.681,51.8,544.0
1951,1,-3.255,211.2,1913.0
1951,2,-1.143,81.3,2149.0
1951,3,-0.568,149.6,2339.0
1951,4,4.957,51.7,423.0
1951,5,10.687,140.7,0.0
1951,8,15.868,213.2,0.0
1951,9,13.093,77.2,0.0
1951,10,5.094,13.1,0.0
1951,11,3.187,162.2,28.0
1951,12,-3.858,105.1,607.0
1952,1,-6.377,189.4,2520.0
1952,2,-3.438,234.2,4102.0
1952,3,0.174,233.1,2968.0
1952,4,6.823,46.6,612.0
1952,5,10.665,222.2,0.0
1952,6,14.557,214.8,0.0
1952,7,17.797,87.8,0.0
1952,8,16.823,175.5,0.0
1952,9,9.377,144.0,0.0
1952,10,6.255,203.3,0.0
1952,11,-0.9,244.3,1024.0
1952,12,-3.765,105.0,1324.0
1953,1,-5.103,68.9,2636.0
1953,2,-2.996,94.4,2899.0
1953,3,2.416,53.4,1050.0
1953,4,7.897,106.5,0.0
1953,5,11.365,159.4,21.0
1953,6,14.3,184.6,0.0
1953,7,16.797,345.1,0.0
1953,8,14.429,122.7,0.0
1953,9,13.07,85.0,0.0
1953,10,9.629,35.5,0.0
1953,11,1.5,22.5,0.0
1953,12,0.103,73.8,296.0
1954,1,-6.123,235.8,2452.0
1954,2,-4.614,40.0,1505.0
1954,3,3.187,57.7,1301.0
1954,4,4.157,170.3,221.0
1954,5,9.365,301.0,10.0
1954,6,14.613,158.7,0.0
1954,7,13.339,432.3,0.0
1954,8,14.713,154.9,0.0
1954,9,12.897,183.2,0.0
1954,10,7.184,165.4,0.0
1954,11,1.947,85.5,189.0
1954,12,0.581,206.2,594.0
1955,1,-3.261,68.6,896.0
1955,2,-2.086,195.1,1973.0
1955,3,-0.784,44.2,2142.0
1955,4,4.85,270.3,430.0
1955,5,9.665,200.9,0.0
1955,6,13.95,212.1,0.0
1955,7,15.426,410.3,0.0
1955,8,14.332,127.0,0.0
1955,9,12.153,152.8,0.0
1955,10,6.813,80.0,0.0
1955,11,1.273,57.5,196.0
1955,12,0.487,142.2,300.0
1956,1,-2.426,106.9,708.0
1956,2,-12.445,63.9,2450.0
1956,3,1.197,158.2,1726.0
1956,4,4.733,150.2,92.0
1956,5,10.661,122.2,2.0
1956,6,11.653,288.6,3.0
1956,7,16.045,137.1,0.0
1956,8,14.519,235.1,0.0
1956,9,13.563,130.9,0.0
1956,10,6.242,169.4,138.0
1956,11,-0.247,90.6,334.0
1956,12,-2.374,140.7,211.0
1957,1,-3.539,93.0,748.0
1957,2,1.346,204.6,613.0
1957,3,4.839,63.6,446.0
1957,4,6.187,132.3,44.0
1957,5,7.89,128.5,29.0
1957,6,15.693,186.9,0.0
1957,7,15.719,366.6,0.0
1957,8,14.065,178.3,0.0
1957,9,11.163,129.5,0.0
1957,10,7.765,22.6,0.0
1957,11,3.003,50.4,0.0
1957,12,-2.023,51.9,243.0
1958,1,-3.406,97.5,1125.0
1958,2,-0.714,263.2,1553.0
1958,3,-2.461,146.4,3558.0
1958,4,3.687,111.2,1151.0
1958,5,13.781,82.6,0.0
1958,6,13.447,286.2,0.0
1958,7,16.326,131.4,0.0
1958,8,16.061,109.9,0.0
1958,9,13.47,167.8,0.0
1958,10,6.69,267.0,83.0
1958,11,2.607,42.5,3.0
1958,12,-1.158,100.6,313.0
1959,1,-3.732,123.8,1842.0
1959,2,-1.686,27.6,1504.0
1959,3,4.703,55.7,544.0
1959,4,7.977,170.6,7.0
1959,5,11.29,160.6,2.0
1959,6,13.533,407.4,0.0
1959,7,16.723,226.7,0.0
1959,8,14.797,207.6,0.0
1959,9,12.143,56.1,0.0
1959,10,7.358,38.7,1.0
1959,11,1.54,34.4,27.0
1959,12,-0.471,134.1,509.0
1960,1,-3.91,149.0,1898.0
1960,2,-1.493,99.6,2180.0
1960,3,3.194,135.9,1169.0
1960,4,6.053,87.9,42.0
1960,5,11.719,118.3,0.0
1960,6,14.75,210.6,0.0
1960,7,14.0,185.0,0.0
1960,8,14.816,214.6,0.0
1960,9,11.197,127.9,0.0
1960,10,7.158,138.9,10.0
1960,11,3.397,65.9,1.0
1960,12,-2.568,41.5,319.0
1961,1,-4.152,34.7,988.0
1961,2,1.239,129.0,1370.0
1961,3,3.287,159.4,800.0
1961,4,9.83,114.4,0.0
1961,5,8.665,312.3,5.0
1961,6,15.08,169.1,0.0
1961,7,14.413,189.9,0.0
1961,8,14.987,177.4,0.0
1961,9,15.093,43.3,0.0
1961,10,8.713,41.8,27.0
1961,11,2.35,53.2,114.0
1961,12,-2.971,256.9,230.0
1962,1,-2.348,173.0,668.0
1962,2,-2.707,146.0,2233.0
1962,3,-1.645,96.6,2551.0
1962,4,5.98,86.6,938.0
1962,5,8.371,259.3,33.0
1962,6,12.127,135.4,9.0
1962,7,14.71,238.1,0.0
1962,8,16.465,74.8,0.0
1962,9,11.68,137.7,0.0
1962,10,7.535,37.9,3.0
1962,11,0.82,45.6,223.0
1962,12,-6.816,204.5,2131.0
1963,1,-8.623,71.0,3332.0
1963,2,-7.164,18.9,3222.0
1963,3,0.29,134.4,2119.0
1963,4,6.98,62.4,545.0
1963,5,10.3,113.3,0.0
1963,6,14.81,163.3,0.0
1963,7,16.723,130.9,0.0
1963,8,14.916,213.2,0.0
1963,9,13.12,124.6,0.0
1963,10,6.974,45.5,0.0
1963,11,5.01,95.4,22.0
1963,12,-6.039,24.4,376.0
1964,1,-6.113,26.9,625.0
1964,2,-1.107,91.3,1409.0
1964,3,0.203,78.4,676.0
1964,4,7.567,138.7,23.0
1964,5,12.239,183.6,0.0
1964,6,15.63,158.2,0.0
1964,7,16.697,103.6,0.0
1964,8,14.539,157.7,0.0
1964,9,12.07,82.2,0.0
1964,10,4.987,253.0,65.0
1964,11,3.253,183.2,3.0
1964,12,-3.603,94.5,1034.0
1965,1,-1.552,96.6,1926.0
1965,2,-5.789,191.0,3743.0
1965,3,0.452,152.0,2948.0
1965,4,4.09,231.9,334.0
1965,5,8.771,297.3,0.0
1965,6,14.207,292.9,0.0
1965,7,14.648,153.7,0.0
1965,8,13.806,107.9,0.0
1965,9,11.19,117.1,0.0
1965,10,6.848,2.5,0.0
1965,11,1.59,78.5,117.0
1965,12,-1.39,233.7,1312.0
1966,1,-5.861,89.4,2160.0
1966,2,2.193,116.1,1275.0
1966,3,0.839,169.2,1125.0
1966,4,8.02,117.4,107.0
1966,5,10.452,222.6,1.0
1966,6,14.997,244.0,0.0
1966,7,14.087,308.1,0.0
1966,8,13.471,272.2,0.0
1966,9,13.2,87.9,0.0
1966,10,10.403,76.0,6.0
1966,11,-0.403,78.3,334.0
1966,12,-2.174,252.1,1661.0
1967,1,-3.503,222.3,3401.0
1967,2,-0.914,72.3,2532.0
1967,3,2.265,202.1,2045.0
1967,4,4.333,179.7,770.0
1967,5,10.835,169.8,9.0
1967,6,13.047,188.4,0.0
1967,7,17.574,148.5,0.0
1967,8,15.523,112.4,0.0
1967,9,12.1,148.4,0.0
1967,10,9.187,59.1,0.0
1967,11,2.05,42.0,18.0
1967,12,-3.977,118.3,666.0
1968,1,-4.3,265.1,3034.0
1968,2,-1.034,45.1,2765.0
1968,3,0.59,114.4,2862.0
1968,4,6.85,46.5,424.0
1968,5,10.319,108.4,0.0
1968,6,14.277,167.9,0.0
1968,7,14.419,288.1,0.0
1968,8,14.019,297.4,0.0
1968,9,11.493,156.7,0.0
1968,10,7.916,126.5,0.0
1968,11,2.697,46.1,4.0
1968,12,-4.658,74.5,349.0
1969,1,-2.794,102.0,1831.0
1969,2,-3.743,59.9,1842.0
1969,3,0.597,57.3,702.0
1969,4,5.473,121.0,164.0
1969,5,12.535,97.5,0.0
1969,6,12.077,207.3,0.0
1969,7,16.345,97.2,0.0
1969,8,13.813,257.2,0.0
1969,9,13.243,49.3,0.0
1969,10,7.226,22.6,0.0
1969,11,1.8,118.3,265.0
1969,12,-8.113,86.1,1666.0
1970,1,-3.181,68.2,1641.0
1970,2,-2.25,310.9,2497.0
1970,3,-0.794,133.2,3484.0
1970,4,2.86,184.3,2050.0
1970,5,8.2,157.4,133.0
1970,6,15.003,221.2,0.0
1970,7,15.252,237.0,0.0
1970,8,14.981,275.6,0.0
1970,9,12.143,144.1,0.0
1970,10,5.752,178.8,48.0
1970,11,2.813,123.6,179.0
1970,12,-3.735,79.1,375.0
1971,1,-4.052,6.5,879.0
1971,2,-2.575,136.6,1513.0
1971,3,-2.171,99.6,2427.0
1971,4,7.483,41.9,124.0
1971,5,12.026,194.4,0.0
1971,6,12.573,239.8,0.0
1971,7,16.552,79.0,0.0
1971,8,16.506,223.8,0.0
1971,9,10.207,106.9,0.0
