month;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1951-1;0.61;0;0;0;2
1951-2;3.26;0;0;0;1
1951-3;4.31;0;0;0;0
1951-4;9.74;0;0;0;0
1951-5;13.71;0;2;0;0
1951-6;18;1;9;0;0
1951-7;18.96;0;16;0;0
1951-8;20.07;4;23;0;0
1951-9;16.98;0;12;0;0
1951-10;8.57;0;0;0;0
1951-11;6.77;0;0;0;0
1951-12;0.56;0;0;0;5
1952-1;-1.7;0;0;0;5
1952-2;-0.96;0;0;0;2
1952-3;2.49;0;0;0;2
1952-4;12.64;0;0;0;0
1952-5;13.96;0;4;0;0
1952-6;18.21;3;16;0;0
1952-7;20.87;9;24;0;0
1952-8;20.61;10;20;0;0
1952-9;12.6;0;3;0;0
1952-10;8.99;0;0;0;0
1952-11;2.63;0;0;0;0
1952-12;-0.73;0;0;0;7
1953-1;-1.12;0;0;0;10
1953-2;0.75;0;0;0;4
1953-3;5.37;0;0;0;0
1953-4;10.69;0;0;0;0
1953-5;14.62;0;9;0;0
1953-6;17.98;0;11;0;0
1953-7;20.02;4;17;0;0
1953-8;17.34;0;14;0;0
1953-9;16.14;0;7;0;0
1953-10;11.8;0;0;0;0
1953-11;2.97;0;0;0;1
1953-12;-0.11;0;0;0;10
1954-1;-5.6;0;0;0;21
1954-2;-5.11;0;0;0;17
1954-3;6.16;0;0;0;0
1954-4;8.5;0;0;0;0
1954-5;13.51;0;2;0;0
1954-6;18.82;0;12;0;0
1954-7;17.24;1;10;0;0
1954-8;18.01;1;15;0;0
1954-9;16.08;0;11;0;0
1954-10;9.43;0;0;0;0
1954-11;3.01;0;0;0;4
1954-12;2.82;0;0;0;0
1955-1;-1.78;0;0;0;18
1955-2;0.08;0;0;0;7
1955-3;2.48;0;0;0;2
1955-4;8.64;0;1;0;0
1955-5;12.92;0;4;0;0
1955-6;16.74;0;9;0;0
1955-7;19.3;1;16;0;0
1955-8;18.38;0;10;0;0
1955-9;15.53;0;4;0;0
1955-10;9.31;0;0;0;0
1955-11;3.44;0;0;0;0
1955-12;1.68;0;0;0;3
1956-1;0.13;0;0;0;5
1956-2;-7.48;0;0;0;24
1956-3;2.19;0;0;0;2
1956-4;8.69;0;0;0;0
1956-5;14.75;0;4;0;0
1956-6;16.76;0;6;0;0
1956-7;19.9;0;17;0;0
1956-8;18.57;0;13;0;0
1956-9;16.1;0;4;0;0
1956-10;9.8;0;0;0;0
1956-11;2;0;0;0;5
1956-12;-0.04;0;0;0;12
1957-1;-2.64;0;0;0;13
1957-2;3.8;0;0;0;1
1957-3;7.53;0;0;0;0
1957-4;9.76;0;0;0;0
1957-5;12.08;0;1;0;0
1957-6;19.81;1;19;1;0
1957-7;20.45;8;12;4;0
1957-8;17.9;0;8;0;0
1957-9;14.69;0;1;0;0
1957-10;10.34;0;0;0;0
1957-11;6.15;0;0;0;0
1957-12;0.44;0;0;0;6
1958-1;-1.38;0;0;0;10
1958-2;3.47;0;0;0;0
1958-3;2.12;0;0;0;0
1958-4;8.05;0;0;0;0
1958-5;18.81;4;13;0;0
1958-6;17.76;0;6;0;0
1958-7;20.67;1;16;0;0
1958-8;20.27;4;16;1;0
1958-9;15.96;0;2;0;0
1958-10;11.01;0;0;0;0
1958-11;5.82;0;0;0;0
1958-12;1.63;0;0;0;5
1959-1;0.51;0;0;0;5
1959-2;0.15;0;0;0;10
1959-3;8.22;0;0;0;0
1959-4;11.14;0;0;0;0
1959-5;14.59;0;1;0;0
1959-6;17.68;0;6;0;0
1959-7;20.97;2;17;0;0
1959-8;19.18;0;9;0;0
1959-9;14.83;0;1;0;0
1959-10;9.11;0;0;0;0
1959-11;4.48;0;0;0;0
1959-12;2.58;0;0;0;0
1960-1;-0.96;0;0;0;8
1960-2;-0.22;0;0;0;9
1960-3;5.46;0;0;0;5
1960-4;10.32;0;0;0;0
1960-5;13.91;0;3;0;0
1960-6;18.47;0;13;0;0
1960-7;17.72;0;8;0;0
1960-8;19.11;1;13;0;0
1960-9;14.13;0;0;0;0
1960-10;11.12;0;0;0;0
1960-11;6.29;0;0;0;0
1960-12;2.24;0;0;0;3
1961-1;-3;0;0;0;18
1961-2;3.54;0;0;0;0
1961-3;8.15;0;0;0;0
1961-4;13.26;0;1;0;0
1961-5;13.19;0;1;0;0
1961-6;18.85;3;9;0;0
1961-7;17.85;2;10;0;0
1961-8;18.73;2;16;0;0
1961-9;17.75;0;15;0;0
1961-10;11.42;0;0;0;0
1961-11;4.5;0;0;0;0
1961-12;-1.92;0;0;0;15
1962-1;-1.42;0;0;0;9
1962-2;0.5;0;0;0;4
1962-3;2.12;0;0;0;3
1962-4;10.47;0;2;0;0
1962-5;12.86;0;2;0;0
1962-6;15.36;1;7;0;0
1962-7;17.35;1;10;0;0
1962-8;19.61;2;17;0;0
1962-9;13.82;0;3;0;0
1962-10;10.27;0;0;0;0
1962-11;3.4;0;0;0;3
1962-12;-4.38;0;0;0;19
1963-1;-5.97;0;0;0;23
1963-2;-4.27;0;0;0;17
1963-3;3.1;0;0;0;2
1963-4;11.06;0;0;0;0
1963-5;14.28;0;2;0;0
1963-6;18.37;1;11;0;0
1963-7;20.32;3;18;0;0
1963-8;19.1;1;16;0;0
1963-9;16.81;0;1;0;0
1963-10;9.73;0;0;0;0
1963-11;8.01;0;0;0;0
1963-12;-5.34;0;0;0;25
1964-1;-6.35;0;0;0;25
1964-2;0.69;0;0;0;4
1964-3;2.49;0;0;0;6
1964-4;10.85;0;0;0;0
1964-5;14.38;0;1;0;0
1964-6;19.99;0;17;0;0
1964-7;19.83;2;19;0;0
1964-8;18.22;0;11;0;0
1964-9;15.07;0;4;0;0
1964-10;9;0;0;0;0
1964-11;6.5;0;0;0;0
1964-12;-0.22;0;0;0;10
1965-1;0.12;0;0;0;2
1965-2;-2.62;0;0;0;6
1965-3;4.85;0;0;0;0
1965-4;8.93;0;0;0;0
1965-5;13.08;0;3;0;0
1965-6;17.74;3;10;0;0
1965-7;18.46;1;13;0;0
1965-8;17.04;2;9;0;0
1965-9;15.21;0;0;0;0
1965-10;9.46;0;0;0;0
1965-11;1.93;0;0;0;7
1965-12;0.21;0;0;0;2
1966-1;-3.64;0;0;0;20
1966-2;5.73;0;0;0;0
1966-3;4.85;0;0;0;0
1966-4;12.1;0;1;0;0
1966-5;14.77;0;4;0;0
1966-6;18.39;0;10;0;0
1966-7;18.5;0;9;0;0
1966-8;17.96;3;7;0;0
1966-9;15.66;0;3;0;0
1966-10;13.85;0;0;0;0
1966-11;2.75;0;0;0;1
1966-12;0.47;0;0;0;2
1967-1;-1.16;0;0;0;9
1967-2;1.52;0;0;0;1
1967-3;6.96;0;0;0;0
1967-4;9.22;0;0;0;0
1967-5;15.17;0;2;0;0
1967-6;17.42;3;11;0;0
1967-7;20.87;4;21;0;0
1967-8;18.72;1;9;0;0
1967-9;15.7;0;4;0;0
1967-10;11.39;0;0;0;0
1967-11;4.77;0;0;0;0
1967-12;-0.51;0;0;0;8
1968-1;-2.48;0;0;0;12
1968-2;1.71;0;0;0;1
1968-3;5.62;0;0;0;0
1968-4;11.71;0;2;0;0
1968-5;14.9;0;3;0;0
1968-6;17.48;0;9;0;0
