year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1949;10.33;11;57;0;8
1950;9.98;16;70;0;27
1951;10.56;5;55;0;6
1952;9.47;20;61;0;16
1953;9.74;9;62;0;21
1954;8.71;1;48;0;40
1955;8.83;1;41;0;30
1956;8.12;5;52;0;51
1957;9.65;9;50;1;19
1958;9.9;12;52;0;14
1959;9.58;6;44;0;20
1960;null;null;null;null;null
1961;9.9;13;54;0;32
1962;8.52;14;59;0;35
1963;8.19;11;54;0;61
1964;8.78;12;58;0;45
1965;8.56;7;36;0;19
1966;9.9;3;36;0;22
1967;9.69;13;54;0;16
1968;9.08;7;43;0;29
1969;8.81;7;57;0;46
1970;9.03;10;50;0;24
1971;9.66;16;60;0;30
1972;9.29;6;41;1;25
1973;9.75;11;56;1;16
1974;10.41;12;42;0;2
1975;10.1;1;53;0;10
1976;9.55;7;42;1;21
1977;9.86;0;49;1;24
1978;8.92;2;33;1;24
1979;9.49;2;49;0;20
1980;10.32;771;2809;65;935
1981;null;null;null;null;null
1982;9.59;9;70;0;30
1983;10.61;27;80;2;22
1984;9.28;9;41;0;18
1985;8.85;6;56;0;40
1986;9.22;10;63;1;41
1987;9.05;11;57;0;42
1988;10.13;18;56;0;7
1989;10.33;4;48;1;14
1990;10.38;15;56;0;22
1991;9.13;7;53;0;29
1992;10.77;28;79;2;13
1993;9.59;13;61;1;31
1994;11.05;29;76;2;16
1995;9.98;17;62;0;25
1996;8.68;7;48;0;52
1997;9.63;5;66;0;20
1998;10.34;21;61;3;26
1999;10.25;8;55;0;24
2000;11.21;24;72;1;20
2001;10.33;21;65;1;17
2002;10.96;15;72;1;24
2003;10.32;40;98;2;29
2004;9.94;8;52;1;26
2005;9.56;11;61;1;32
2006;10.01;22;61;3;30
2007;11.31;28;80;3;17
2008;11.1;11;74;0;11
2009;10.61;13;74;0;25
2010;9.46;18;57;1;42
2011;10.52;17;78;0;18
2012;10.75;33;84;2;21
2013;10.49;27;70;8;23
2014;11.61;10;55;0;11
2015;11.6;42;77;8;4
2016;11.04;14;81;2;17
2017;11.06;35;82;3;23
2018;11.83;25;99;2;18
2019;11.87;36;84;7;6
2020;11.32;19;77;0;8
2021;10.78;25;84;3;10
2022;null;33;84;4;0
