year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1937,8.663,500.1,4,36,1,93,37,15
1939,8.608,753.7,5,41,0,96,19,25
1940,6.159,508.6,2,31,0,129,69,68
1941,6.902,541.6,5,26,0,117,49,62
1942,7.324,412.6,7,26,0,123,52,57
1943,9.078,360.8,9,27,1,100,25,25
1944,8.835,563.3,9,43,0,90,19,13
1949,9.358,0.0,3,41,0,83,10,0
1950,8.784,0.0,7,31,0,93,27,0
1951,8.96,515.1,5,32,0,87,20,17
1952,7.888,485.4,4,29,0,113,24,67
1953,9.437,533.7,6,40,0,99,25,43
1954,7.76,551.2,3,18,0,114,44,41
1955,7.64,542.1,0,35,0,116,37,55
1956,6.899,606.6,0,16,0,109,46,46
1957,8.677,519.9,8,28,1,96,11,26
1958,8.229,585.3,3,21,0,108,13,44
1959,9.008,454.1,5,36,0,103,24,51
1960,8.409,547.1,3,19,0,91,24,23
1961,8.958,583.7,3,30,0,80,22,26
1962,7.413,465.5,2,18,0,105,30,48
1963,7.413,396.2,10,38,0,124,66,82
1964,8.14,481.3,12,44,0,108,37,40
1965,7.558,587.6,1,15,0,117,33,70
1966,8.476,686.3,2,35,0,97,35,54
1967,9.402,567.9,3,34,1,85,14,27
1968,8.525,516.1,8,44,0,104,34,51
1969,7.386,515.2,9,45,0,128,59,104
1970,7.6,507.5,3,42,0,114,48,95
1971,8.853,344.8,14,42,1,83,21,40
1972,7.913,476.7,9,30,0,92,24,37
1973,8.436,483.5,5,42,0,97,18,38
1974,9.005,721.3,5,16,0,61,1,9
1975,9.311,443.3,8,54,1,77,8,15
1976,8.155,382.0,10,38,0,110,34,50
1977,8.77,572.7,2,21,0,73,10,26
1978,8.145,641.0,2,20,0,90,38,38
1979,7.784,537.6,4,28,0,102,45,72
1980,7.301,559.6,1,12,0,113,39,57
1981,10.61,456.4,1,26,0,42,21,0
1982,9.155,361.8,11,54,0,85,25,0
1983,9.36,630.0,10,51,0,81,20,0
1984,8.087,516.7,5,17,1,100,24,0
1985,7.676,442.3,4,30,0,102,52,0
1986,8.099,632.7,7,41,1,83,42,0
1987,7.37,714.1,1,16,0,94,49,0
1988,9.271,548.6,3,33,1,79,9,0
1989,9.97,384.2,11,52,0,69,11,0
1990,9.862,606.6,6,31,0,48,12,0
1991,9.068,356.7,8,38,1,79,21,19
1992,8.987,333.4,16,60,1,131,100,4
1993,8.657,614.2,2,37,0,92,27,52
1994,9.749,696.4,18,41,2,70,12,19
1995,8.967,548.4,13,49,1,101,28,49
1996,7.143,493.8,2,22,0,133,59,44
1997,9.053,548.4,5,50,0,113,18,20
1998,9.347,667.3,5,26,0,74,24,24
1999,10.046,437.1,8,51,1,82,11,24
2000,10.412,458.9,10,37,0,62,13,14
2001,7.547,506.5,6,17,1,130,47,25
2002,9.667,793.4,7,52,1,76,25,15
2003,9.354,480.3,12,58,0,110,22,41
2004,9.235,537.3,2,34,0,86,14,22
2005,9.191,533.5,6,43,0,103,18,46
2006,9.978,363.1,25,66,2,89,26,56
2007,10.304,690.2,5,43,0,64,9,11
2008,10.102,574.6,13,42,0,61,7,5
2009,9.245,599.2,5,41,0,86,29,34
2010,7.855,763.2,11,41,0,128,66,92
2011,9.782,623.8,5,40,0,89,18,10
2012,9.247,517.7,11,37,0,85,27,31
2013,9.094,512.4,9,41,1,102,31,60
2014,10.472,560.7,10,46,0,63,20,17
2015,10.356,467.6,21,55,3,77,2,8
2016,9.812,455.8,10,55,0,89,16,14
2017,9.813,618.8,4,37,0,80,19,21
2018,10.661,385.8,27,84,1,83,14,6
2019,10.934,488.1,24,64,0,72,5,3
2020,10.776,506.8,17,51,0,58,1,0
2021,9.528,503.9,9,53,0,92,19,39
2022,10.561,359.0,17,57,0,78,11,9
2023,11.324,583.0,10,67,0,67,5,14
