year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1959;8.24;0;25;0;14
1960;7.75;0;20;0;25
1961;8.14;3;43;0;36
1962;6.76;1;34;0;39
1963;7.06;0;39;0;63
1964;7.31;0;42;0;35
1965;6.65;1;22;0;33
1966;7.99;2;28;0;34
1967;8.2;3;43;0;28
1968;7.29;3;28;0;39
1969;7.37;2;33;0;51
1970;7.43;1;43;0;29
1971;7.83;4;41;0;30
1972;7.22;0;23;0;45
1973;6.98;0;31;0;37
1974;7.63;3;23;0;16
1975;8.44;1;42;0;10
1976;7.84;5;37;0;29
1977;8.12;0;24;0;17
1978;6.85;0;19;0;46
1979;7.74;0;43;0;27
1980;6.62;2;21;0;45
1981;7.63;2;31;0;33
1982;8.18;0;39;0;22
1983;7.79;8;47;0;34
1984;7.07;4;20;0;30
1985;7.08;0;31;0;47
1986;7.11;0;40;0;51
1987;7.36;0;37;0;41
1988;8.29;8;41;0;13
1989;8.49;0;23;0;4
1990;8.24;1;36;0;19
1991;7.48;1;42;0;29
1992;8.5;15;47;0;20
1993;7.84;1;45;0;30
1994;9.16;12;55;0;13
1995;8.01;1;46;0;24
1996;7.07;2;26;0;41
1997;8.29;0;38;0;17
1998;8.68;10;43;0;19
1999;8.74;3;35;0;23
2000;9.46;5;48;0;16
2001;8.87;5;56;0;21
2002;9.45;7;38;0;15
2003;8.95;17;86;0;17
2004;8.43;1;40;0;12
2005;8.17;5;42;0;34
2006;8.51;10;52;0;24
2007;9.63;9;52;0;3
2008;9.24;2;58;0;11
2009;9.07;5;52;0;26
2010;8.29;13;50;0;50
2011;9.16;10;61;0;19
2012;9.21;15;67;0;29
2013;9.15;17;62;0;21
2014;10.04;4;33;0;9
2015;9.77;23;61;0;5
2016;9.52;4;63;0;8
2017;9.29;13;64;0;23
2018;10.01;10;76;0;21
2019;10.12;15;69;0;11
2020;9.69;5;48;0;5
2021;8.48;12;57;0;27
2022;null;15;67;0;6
