year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1973;7;3;34;0;40
1974;8.06;6;20;0;6
1975;7.97;1;35;0;24
1976;7.01;1;20;0;48
1977;null;null;null;null;null
1978;6.2;0;4;0;41
1979;6.61;0;17;0;35
1980;5.66;0;8;0;51
1981;6.59;0;17;0;57
1982;7.11;0;19;0;39
1983;7.5;4;35;0;45
1984;6.25;1;13;0;39
1985;6.08;0;19;0;55
1986;6.75;0;26;0;54
1987;6.24;0;19;0;54
1988;7.08;2;18;0;34
1989;7.34;0;10;0;31
1990;7.36;0;21;0;32
1991;6.56;0;10;0;43
1992;7.64;10;31;0;30
1993;6.94;0;22;0;47
1994;8.31;1;40;0;25
1995;7.07;1;25;0;44
1996;5.95;0;15;0;67
1997;7.26;0;15;0;31
1998;7.74;2;31;0;37
1999;7.74;2;13;0;42
2000;8.47;2;31;0;32
2001;7.5;0;23;0;44
2002;8.46;3;29;1;32
2003;8.37;16;69;0;38
2004;7.64;0;32;0;39
2005;7.56;3;33;0;57
2006;8.08;3;39;0;34
2007;8.76;6;43;0;22
2008;8.54;3;37;0;16
2009;7.84;1;20;0;42
2010;6.89;6;32;0;75
2011;8.42;4;32;0;33
2012;8.03;5;42;0;40
2013;7.81;12;32;0;46
2014;9.4;4;21;0;9
2015;9.17;25;53;0;23
2016;8.48;4;38;0;22
2017;8.39;3;51;0;39
2018;9.39;9;50;0;38
2019;9.28;10;49;1;18
2020;8.88;3;31;0;13
2021;7.87;4;36;0;39
2022;9.11;6;40;0;26
2023;null;0;0;0;6
