year,month,averageTemperature,totalPrecipitation,averageSnowCover
1950,1,-2.623,46.1,41.0
1950,2,0.896,48.7,30.0
1950,3,5.332,5.5,2.0
1950,4,7.767,59.9,0.0
1950,5,15.177,20.1,0.0
1950,6,18.81,48.2,0.0
1950,7,20.294,95.5,0.0
1950,8,18.403,81.1,0.0
1950,9,13.137,79.2,0.0
1950,10,6.929,42.0,2.0
1950,11,3.217,123.4,0.0
1950,12,-3.387,37.2,307.0
1951,1,-1.777,50.8,535.0
1951,2,1.239,32.6,59.0
1951,3,2.91,44.6,12.0
1951,4,8.353,33.3,0.0
1951,5,13.019,55.5,0.0
1951,6,16.447,109.4,0.0
1951,7,18.558,45.5,0.0
1951,8,18.374,80.3,0.0
1951,9,15.17,62.2,0.0
1951,10,7.932,3.7,0.0
1951,11,4.937,52.2,0.0
1951,12,0.0,34.6,1.0
1952,1,-1.484,40.0,120.0
1952,2,-1.041,37.0,254.0
1952,3,2.771,109.4,7.0
1952,4,11.017,34.5,7.0
1952,5,13.035,58.2,0.0
1952,6,16.607,83.9,0.0
1952,7,20.781,12.4,0.0
1952,8,19.419,80.3,0.0
1952,9,10.817,99.7,0.0
1952,10,7.165,78.4,0.0
1952,11,1.487,102.7,8.0
1952,12,-2.345,41.0,112.0
1953,1,-2.555,25.7,208.0
1953,2,-1.325,33.3,205.0
1953,3,4.948,5.1,0.0
1953,4,10.123,44.8,0.0
1953,5,13.916,52.0,0.0
1953,6,16.8,80.3,0.0
1953,7,18.71,135.8,0.0
1953,8,16.932,33.6,0.0
1953,9,14.52,18.0,0.0
1953,10,10.035,8.9,0.0
1953,11,1.86,4.1,0.0
1953,12,-0.065,14.4,8.0
1954,1,-4.432,72.0,211.0
1954,2,-4.136,12.7,9.0
1954,3,5.258,28.1,0.0
1954,4,7.0,56.4,0.0
1954,5,12.316,96.8,0.0
1954,6,17.227,48.4,0.0
1954,7,15.219,187.7,0.0
1954,8,16.655,90.6,0.0
1954,9,14.42,70.5,0.0
1954,10,8.735,59.3,0.0
1954,11,2.623,22.4,0.0
1954,12,1.923,51.7,4.0
1955,1,-2.765,62.5,21.0
1955,2,-2.243,54.6,181.0
1955,3,0.3,18.0,193.0
1955,4,7.483,36.0,0.0
1955,5,11.519,71.7,0.0
1955,6,16.043,120.4,0.0
1955,7,18.213,107.3,0.0
1955,8,16.965,119.1,0.0
1955,9,13.443,35.5,0.0
1955,10,7.681,19.4,0.0
1955,11,2.537,9.1,0.0
1955,12,1.29,69.2,0.0
1956,1,-1.029,49.8,22.0
1956,2,-11.803,21.5,380.0
1956,3,2.758,40.7,18.0
1956,4,7.003,40.6,0.0
1956,5,13.519,58.4,0.0
1956,6,14.373,113.5,0.0
1956,7,17.9,89.5,0.0
1956,8,15.894,100.6,0.0
1956,9,14.37,21.6,0.0
1956,10,8.016,94.0,0.0
1956,11,1.827,47.5,6.0
1956,12,-0.568,32.5,32.0
1957,1,-3.381,52.5,112.0
1957,2,2.436,69.6,4.0
1957,3,6.629,60.2,0.0
1957,4,8.54,36.9,0.0
1957,5,10.687,55.3,0.0
1957,6,17.877,90.5,0.0
1957,7,18.371,174.9,0.0
1957,8,15.79,86.6,0.0
1957,9,12.283,115.4,0.0
1957,10,7.781,11.8,0.0
1957,11,3.737,18.9,0.0
1957,12,-0.232,48.8,8.0
1958,1,-2.977,77.8,96.0
1958,2,-0.239,115.3,200.0
1958,3,-0.329,35.0,52.0
1958,4,6.333,48.8,0.0
1958,5,15.648,44.2,0.0
1958,6,15.917,153.8,0.0
1958,7,17.952,107.3,0.0
1958,8,17.897,68.2,0.0
1958,9,14.297,93.7,0.0
1958,10,8.681,67.3,0.0
1958,11,4.43,17.5,0.0
1958,12,-0.065,90.2,28.0
1959,1,-2.216,50.6,283.0
