year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1953,8.278,511.2,4,48,0,134,37,52
1954,7.363,832.9,3,23,0,116,40,21
1955,7.078,712.7,1,27,0,135,41,51
1956,6.532,766.9,0,27,0,116,51,53
1957,8.091,699.7,8,29,0,112,27,24
1958,7.93,962.2,4,40,0,123,28,44
1959,8.192,576.8,4,38,0,124,32,20
1960,8.07,745.3,3,26,0,103,32,44
1961,8.49,666.5,4,43,0,98,27,39
1962,6.768,677.9,6,36,0,131,41,66
1963,6.692,591.0,6,31,0,128,70,84
1964,7.67,661.8,12,50,0,112,47,41
1965,7.207,813.0,5,24,0,119,30,48
1966,8.524,899.7,2,39,0,97,23,30
1967,8.502,642.2,9,32,0,192,118,18
1968,7.726,694.0,1,34,0,123,35,30
1969,7.682,545.0,9,48,0,123,45,72
1970,7.592,826.2,2,43,0,116,43,84
1971,7.827,585.3,13,43,0,122,30,38
1972,7.383,575.9,7,28,0,119,31,18
1973,7.645,622.2,6,46,0,126,32,38
1974,8.646,823.0,5,28,0,64,2,12
1975,8.351,653.1,2,44,0,96,19,27
1976,8.01,581.8,7,43,0,108,31,47
1977,8.41,800.4,1,28,0,87,24,46
1978,7.244,746.9,0,24,0,118,35,44
1979,7.854,858.4,1,42,0,115,24,52
1980,7.234,723.3,2,27,0,114,32,56
1981,8.446,899.0,5,40,0,111,41,76
1982,9.011,521.5,10,57,0,91,26,32
1983,9.167,593.8,14,64,0,93,30,42
1984,7.965,566.6,3,27,0,113,18,52
1985,7.558,758.8,5,37,0,117,50,78
1986,8.31,647.3,6,51,2,102,38,52
1987,7.859,711.1,2,44,1,98,41,64
1988,9.233,752.6,6,35,0,79,8,41
1989,9.281,653.4,3,37,0,73,23,4
1990,9.432,634.4,7,44,0,70,25,30
1991,8.378,511.8,4,42,0,98,32,51
1992,9.685,672.5,16,51,0,71,23,16
1993,9.112,662.4,4,43,0,91,34,39
1994,10.552,611.0,21,52,3,54,8,8
1995,9.18,685.0,9,44,1,95,28,38
1996,7.632,677.0,3,32,0,122,45,40
1997,9.166,596.7,1,50,0,95,24,35
1998,9.591,651.4,13,48,0,88,26,31
1999,9.614,647.2,2,45,0,83,20,33
2000,2.502,138.5,0,0,0,49,11,10
2013,7.02,191.4,0,4,0,26,4,1
2014,10.13,585.7,7,37,0,73,8,14
2015,10.079,575.2,30,60,0,95,10,35
2016,9.43,713.3,7,58,0,97,19,19
2017,9.314,726.4,11,56,0,97,28,43
2018,10.693,642.7,25,84,1,86,13,38
2019,10.192,573.6,17,67,0,80,13,28
2020,9.973,364.3,4,25,0,49,4,4
2022,12.881,365.1,17,71,0,27,8,13
2023,10.43,904.9,20,74,0,93,7,21
2024,12.515,835.1,25,69,0,41,7,7
