year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1960,9.046,904.1,0,10,0,61,10,4
1961,9.288,1016.7,3,15,0,59,15,1
1962,7.555,657.2,0,6,0,86,22,17
1963,7.214,776.0,1,12,0,99,59,73
1964,8.378,633.1,4,23,0,84,23,19
1965,8.032,949.0,0,5,0,94,13,20
1966,8.772,818.4,1,20,0,74,24,34
1967,9.482,830.9,0,18,0,49,6,15
1968,8.651,901.6,1,19,0,89,17,21
1969,8.544,686.7,6,27,0,106,29,40
1970,8.384,848.3,1,24,0,87,27,45
1971,9.18,569.2,2,17,0,66,14,17
1972,8.394,706.9,5,12,0,74,13,9
1973,8.885,837.4,4,24,0,61,3,15
1974,9.382,837.8,0,10,0,42,1,1
1975,9.543,725.8,9,29,0,58,1,3
1976,9.131,571.8,7,38,0,76,16,31
1977,9.214,777.7,0,8,0,40,5,7
1978,8.465,816.1,2,16,0,82,21,24
1979,7.846,871.1,0,13,0,88,33,66
1980,8.397,877.0,0,10,0,91,17,25
1981,8.774,976.2,0,19,0,87,23,46
1982,9.469,753.4,6,31,0,73,10,2
1983,9.778,817.1,6,41,0,58,10,23
1984,8.751,794.9,1,13,0,61,5,10
1985,7.952,824.0,2,13,0,86,35,36
1986,8.513,778.5,2,23,0,71,29,34
1987,8.094,930.5,0,11,0,76,27,37
1988,9.761,922.9,0,9,0,40,2,9
1989,10.111,753.4,3,25,0,44,5,0
1990,10.304,779.4,3,23,0,33,3,1
1991,9.085,618.9,3,25,0,64,10,15
1992,10.154,735.6,6,32,1,32,8,5
1993,8.967,1011.3,0,11,0,60,13,14
1994,10.066,956.7,14,30,3,36,8,2
1995,9.695,785.6,9,40,0,67,16,14
1996,7.824,587.3,4,20,0,98,42,34
1997,9.671,635.0,6,29,2,49,13,13
1998,9.797,1064.1,3,16,0,39,6,13
1999,10.49,753.3,7,33,0,39,1,19
2000,10.514,865.1,4,17,0,27,5,12
2001,9.843,922.9,4,25,0,66,8,19
2002,10.252,957.4,7,24,0,47,12,3
2003,9.961,688.8,12,43,0,76,11,14
2004,9.999,871.6,6,25,0,51,1,5
2005,10.116,734.3,5,29,0,52,7,23
2006,10.688,705.9,13,57,1,60,4,7
2007,10.757,964.2,2,20,0,28,5,2
2008,10.625,701.9,7,30,0,41,3,5
2009,9.919,695.3,3,26,0,63,12,16
2010,8.282,725.2,11,26,0,101,46,67
2011,10.178,668.6,2,24,0,58,4,4
2012,9.702,705.9,3,26,0,56,14,15
2013,9.34,680.6,6,27,0,77,15,26
2014,11.169,697.8,3,29,0,31,6,7
2015,10.379,832.9,6,23,0,33,1,8
2016,10.131,669.3,6,36,0,60,7,12
2017,10.329,967.0,4,22,0,42,7,13
2018,11.051,563.9,15,71,1,54,5,5
2019,10.926,773.5,16,40,1,40,2,5
2020,11.101,861.9,10,34,2,26,0,0
2021,10.147,760.4,1,27,0,58,14,13
2022,11.2,680.2,14,41,0,41,3,1
2023,12.241,807.5,8,43,0,36,1,4
