year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1939;null;null;null;null;null
1940;2.54;0;0;0;93
1941;2.82;0;0;0;86
1942;3.93;0;0;0;82
1943;5.11;0;3;0;56
1944;3.07;0;0;0;96
1945;null;null;null;null;null
1946;4.65;0;0;0;70
1947;4.86;0;0;0;73
1948;4.95;0;0;0;45
1949;4.59;0;0;0;66
1950;4.51;0;1;0;66
1951;4.61;0;0;0;60
1952;3.23;0;5;0;93
1953;4.87;0;1;0;71
1954;3.07;0;0;0;80
1955;3.45;0;0;0;78
1956;2.58;0;1;0;97
1957;4.52;0;4;0;52
1958;4.3;0;1;0;79
1959;4.97;0;0;0;49
1960;null;null;null;null;null
1961;5.1;0;0;0;49
1962;2.82;0;1;0;101
1963;3.64;0;0;0;70
1964;4.41;0;0;0;71
1965;3.04;0;1;0;88
1966;3.77;0;1;0;85
1967;null;null;null;null;null
1968;null;null;null;null;null
1969;2.73;0;0;0;104
1970;2.08;0;0;0;112
1971;null;null;null;null;null
1972;3.16;0;1;0;56
1973;null;null;null;null;null
1974;2.55;0;0;0;98
1975;null;null;null;null;null
1976;null;null;null;null;null
1977;null;null;null;null;null
1978;null;null;null;null;null
1979;null;null;null;null;null
1980;null;null;null;null;null
1981;null;null;null;null;null
1982;null;null;null;null;null
1983;null;null;null;null;null
1984;null;null;null;null;null
1985;null;null;null;null;null
1986;null;null;null;null;null
1987;null;null;null;null;null
1988;null;null;null;null;null
1989;null;null;null;null;null
1990;null;null;null;null;null
1991;null;null;null;null;null
1992;null;null;null;null;null
1993;3.62;0;0;0;75
1994;4.71;0;0;0;62
1995;3.48;0;3;0;82
1996;3.11;0;0;0;74
1997;4.12;0;0;0;70
1998;3.61;0;0;0;79
1999;4.45;0;2;0;77
2000;5.09;0;0;0;58
2001;3.81;0;0;0;78
2002;4.58;0;0;0;60
2003;4.69;0;1;0;70
2004;3.39;0;0;0;92
2005;2.97;0;1;0;103
2006;4.45;0;0;0;76
2007;4.41;0;1;0;63
2008;4.16;0;0;0;60
2009;3.87;0;0;0;88
2010;2.81;0;0;0;102
2011;5.27;0;0;0;53
2012;4.12;0;0;0;80
2013;4;0;3;0;78
2014;5.29;0;0;0;43
2015;5.28;0;1;0;54
2016;4.37;0;0;0;70
2017;4.28;0;1;0;74
2018;5.52;0;0;0;58
2019;5.02;0;1;0;67
2020;5.24;0;0;0;44
2021;3.98;0;0;0;73
2022;5.5;0;0;0;53
2023;null;0;0;0;17
