year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1939;6.12;0;9;0;39
1940;5;0;0;0;66
1941;null;null;null;null;null
1942;null;null;null;null;null
1943;null;null;null;null;null
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;null;null;null;null;null
1948;null;null;null;null;null
1949;null;null;null;null;null
1950;null;null;null;null;null
1951;null;null;null;null;null
1952;5.53;9;27;0;60
1953;6.42;0;28;0;49
1954;4.88;0;11;0;50
1955;5.14;0;5;0;39
1956;4.48;0;13;0;72
1957;6.05;5;21;0;27
1958;5.69;0;30;0;43
1959;6.2;0;9;0;31
1960;5.32;0;9;0;39
1961;7;0;28;0;40
1962;4.91;0;12;0;56
1963;5.71;0;18;0;60
1964;6.3;0;20;0;30
1965;5.33;0;13;0;67
1966;6.2;0;12;0;53
1967;6.43;1;16;0;42
1968;6.32;2;15;0;43
1969;6.13;2;18;0;61
1970;5.72;0;16;0;46
1971;6.36;0;21;0;38
1972;5.64;0;12;0;44
1973;5.83;0;18;0;48
1974;6.28;0;14;0;20
1975;6.55;0;6;0;15
1976;5.88;0;15;0;53
1977;6.52;0;3;0;30
1978;5.18;0;1;0;58
1979;5.44;0;1;0;47
1980;4.83;0;8;0;64
1981;5.6;0;10;0;68
1982;6.11;0;4;0;42
1983;6.64;3;14;0;43
1984;5.04;2;9;0;51
1985;5.48;0;10;0;62
1986;5.53;0;12;0;64
1987;5.66;0;8;0;53
1988;6.21;0;21;0;40
1989;6.7;0;1;0;17
1990;6.26;0;8;0;39
1991;5.33;0;11;0;49
1992;6.81;1;26;0;25
1993;6.08;0;11;0;58
1994;7.32;2;26;0;25
1995;5.71;0;14;0;47
1996;4.94;0;13;0;59
1997;6.91;0;6;0;23
1998;6.72;1;25;0;40
1999;7.04;15;331;0;718
2000;null;null;null;null;null
2001;6.81;2;24;0;39
2002;7.17;0;13;0;21
2003;6.77;6;48;0;40
2004;6.88;7;215;0;587
2005;null;null;null;null;null
2006;null;null;null;null;null
2007;null;null;null;null;null
2008;6.72;0;5;0;28
2009;6.46;0;11;0;50
2010;5.43;0;16;0;70
2011;7.43;0;13;0;29
2012;6.78;0;18;0;51
2013;6.65;6;23;0;41
2014;7.55;0;5;0;13
2015;7.73;0;28;0;20
2016;7.17;0;6;0;22
2017;7.06;0;18;0;37
2018;7.41;0;9;0;50
2019;7.5;1;21;0;25
2020;7.37;0;7;0;22
2021;6.52;0;14;0;42
2022;null;0;18;0;18
