year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;11.01;6;71;1;25
1938;null;null;null;null;null
1939;null;null;null;null;null
1940;null;null;null;null;null
1941;null;null;null;null;null
1942;9.24;8;59;0;56
1943;10.56;12;64;1;26
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;null;null;null;null;null
1948;11.45;6;68;4;26
1949;11.37;10;58;1;10
1950;11.04;25;85;5;28
1951;11.26;5;63;0;11
1952;10.35;27;76;5;19
1953;10.66;12;72;0;20
1954;9.48;9;60;0;38
1955;9.78;2;53;0;24
1956;9.09;7;70;0;47
1957;10.65;11;53;5;18
1958;10.81;13;60;1;11
1959;10.93;6;51;1;12
1960;10.49;4;54;0;22
1961;11.26;15;63;2;27
1962;9.72;21;63;1;31
1963;9.61;17;65;4;66
1964;10.1;16;61;3;42
1965;9.7;8;40;0;15
1966;11.15;5;50;0;21
1967;11.26;20;63;4;13
1968;10.67;7;53;2;26
1969;10.15;9;59;2;44
1970;10.21;12;51;0;24
1971;11;20;65;5;26
1972;10.47;13;42;7;24
1973;10.8;15;64;3;13
1974;11.42;12;52;6;6
1975;11.35;3;68;0;4
1976;10.43;9;48;5;23
1977;10.99;2;55;0;20
1978;9.56;3;44;1;20
1979;10.13;7;62;1;18
1980;9.31;5;37;2;27
1981;10.86;15;61;3;15
1982;10.54;8;75;0;28
1983;11.43;28;85;5;16
1984;10;7;43;1;16
1985;9.61;10;57;1;36
1986;10.11;14;79;1;38
1987;9.84;10;61;1;36
1988;10.93;21;59;5;10
1989;10.59;2;36;0;13
1990;10.47;7;46;2;22
1991;9.21;9;40;2;31
1992;10.89;25;74;4;15
1993;10.15;13;60;3;31
1994;11.95;32;80;6;15
1995;10.81;17;65;2;24
1996;9.42;6;49;1;50
1997;10.55;5;75;2;26
1998;11.18;21;66;8;19
1999;11.16;9;63;1;25
2000;12.17;25;75;3;20
2001;11.19;21;71;4;18
2002;11.92;19;83;3;27
2003;11.39;39;101;10;21
2004;10.85;9;57;3;21
2005;10.75;14;66;5;25
2006;11.3;23;61;10;25
2007;12.25;25;79;5;14
2008;12.03;11;75;1;8
2009;11.65;15;79;3;27
2010;10.5;17;58;9;36
2011;11.58;18;81;4;14
2012;11.86;37;83;5;21
2013;11.34;27;70;12;20
2014;12.45;12;64;5;12
2015;12.51;40;76;19;3
2016;12.03;18;83;5;16
2017;12.04;38;82;10;21
2018;12.85;32;110;16;14
2019;12.96;35;89;13;4
2020;12.43;19;82;4;7
2021;11.81;24;84;8;8
2022;null;32;76;10;1
